ID,TraitTreeID,Flags
11159,1058,0
11160,1058,0
11161,1058,0
11326,1082,0
11327,1089,0
11328,1089,0
11329,1089,0
11330,1089,0
11331,1089,0
11332,1089,0
11333,1089,0
11334,1089,0
11335,1089,0
11336,1089,0
11337,1089,0
11338,1089,0
11339,1089,0
11340,1089,0
11341,1089,0
11342,1089,0
11343,1089,0
11344,1089,0
11345,1089,0
11346,1089,0
11347,1089,0
11348,1058,0
11349,1089,0
11350,1082,0
11351,1082,0
11352,1082,0
11353,1082,0
11354,1082,0
11355,1082,0
11356,1082,0
11357,1082,0
11358,1082,0
11359,1082,0
11360,1082,0
11361,1082,0
11362,1082,0
11363,1082,0
11364,1082,0
11365,1082,0
11366,1082,0
11367,1082,0
11368,1082,0
11369,1082,0
11370,1091,0
11371,1091,0
11372,1091,0
11373,1091,0
11374,1091,0
11375,1091,0
11376,1091,0
11377,1091,0
11378,1091,0
11379,1091,0
11380,1091,0
11381,1091,0
11382,1091,0
11383,1091,0
11384,1091,0
11385,1091,0
11386,1091,0
11387,1091,0
11388,1091,0
11389,1091,0
11390,1091,0
11480,1100,0
11481,1100,0
11482,1100,0
11483,1100,0
11484,1100,0
11485,1100,0
11486,1100,0
11535,1100,0
11536,1100,0
11537,1100,0
11538,1100,0
11539,1100,0
11540,1100,0
11541,1100,0
11553,1100,0
11554,1100,0
11555,1100,0
11556,1100,0
11557,1100,0
11558,1100,0
11559,1100,0
11560,1111,0
11561,1111,0
11562,1111,0
11563,1111,0
11564,1111,0
11565,1111,0
11566,1111,0
11567,1111,0
11568,1111,0
11569,1111,0
11570,1111,0
11571,1111,0
11572,1111,0
11573,1111,0
11574,1111,0
11575,1111,0
11576,1111,0
11577,1111,0
11578,1111,0
11579,1111,0
11580,1111,0
11581,1112,0
11582,1112,0
11583,1112,0
11584,1112,0
11585,1112,0
11586,1112,0
11587,1112,0
11588,1112,0
11589,1112,0
11590,1112,0
11591,1112,0
11592,1112,0
11593,1112,0
11594,1112,0
11595,1112,0
11596,1112,0
11597,1112,0
11598,1112,0
11599,1112,0
11600,1112,0
11601,1112,0
11602,1114,0
11603,1114,0
11604,1114,0
11605,1114,0
11606,1114,0
11607,1114,0
11608,1114,0
11609,1114,0
11610,1114,0
11611,1114,0
11612,1114,0
11613,1114,0
11614,1114,0
11615,1114,0
11616,1114,0
11617,1114,0
11618,1114,0
11619,1114,0
11620,1114,0
