ID,ItemLevel,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6]
1,1,0.84531367,1.4318194,1.9797848,3.3454058,5.426748,5.426748,5.426748
2,2,1.0186397,1.7254046,2.3857267,3.4656947,5.773215,5.773215,5.773215
3,3,1.16882,1.9797848,2.7374597,3.882464,6.1202025,6.1202025,6.1202025
4,4,1.1800768,1.998852,3.0073245,4.2956448,6.463658,6.463658,6.463658
5,5,1.3309338,2.2543786,3.2031326,4.697655,6.80801,6.80801,6.80801
6,6,1.4318194,2.4252617,3.312578,5.077268,7.1562867,7.1562867,7.1562867
7,7,2.0072434,2.516747,3.3454058,5.426748,7.518451,7.518451,7.518451
8,8,2.0794168,2.6500623,3.4656947,5.773215,7.8962083,7.8962083,7.8962083
9,9,2.3294783,3.0412781,3.882464,6.1202025,8.295489,8.295489,8.295489
10,10,2.5773869,3.4656947,4.2956448,6.463658,8.718215,8.718215,8.718215
11,11,2.8185933,3.882464,4.697655,6.80801,9.162964,9.162964,9.162964
12,12,3.046361,4.2956448,5.077268,7.1562867,9.625351,9.625351,9.625351
13,13,3.256049,4.697655,5.426748,7.518451,10.091437,10.091437,10.091437
14,14,3.463929,5.077268,5.773215,7.8962083,10.55965,10.55965,10.55965
15,15,3.6721215,5.426748,6.1202025,8.295489,11.021404,11.021404,11.021404
16,16,3.8781946,5.773215,6.463658,8.718215,11.4628,11.4628,11.4628
17,17,4.084806,6.1202025,6.80801,9.162964,11.885079,11.885079,11.885079
18,18,4.293772,6.463658,7.1562867,9.625351,12.289935,12.289935,12.289935
19,19,4.5110707,6.80801,7.518451,10.091437,12.679084,12.679084,12.679084
20,20,4.7377253,7.1562867,7.8962083,10.55965,13.054099,13.054099,13.054099
21,21,4.9772935,7.518451,8.295489,11.021404,13.430768,13.430768,13.430768
22,22,5.2309294,7.8962083,8.718215,11.4628,13.84832,13.84832,13.84832
23,23,5.4977784,8.295489,9.162964,11.885079,14.319222,14.319222,14.319222
24,24,5.7752104,8.718215,9.625351,12.289935,14.83819,14.83819,14.83819
25,25,6.0548625,9.162964,10.091437,12.679084,15.421088,15.421088,15.421088
26,26,6.33579,9.625351,10.55965,13.054099,16.066082,16.066082,16.066082
27,27,6.6128426,10.091437,11.021404,13.430768,16.724688,16.724688,16.724688
28,28,6.87768,10.55965,11.4628,13.84832,17.40442,17.40442,17.40442
29,29,7.1310477,11.021404,11.885079,14.319222,18.104229,18.104229,18.104229
30,30,7.373961,11.4628,12.289935,14.83819,18.817598,18.817598,18.817598
31,31,7.60745,11.885079,12.679084,15.421088,19.541954,19.541954,19.541954
32,32,7.8324594,12.289935,13.054099,16.066082,20.226002,20.226002,20.226002
33,33,8.058461,12.679084,13.430768,16.724688,20.852291,20.852291,20.852291
34,34,8.308992,13.054099,13.84832,17.40442,21.424696,21.424696,21.424696
35,35,8.591534,13.430768,14.319222,18.104229,21.94097,21.94097,21.94097
36,36,8.902914,13.84832,14.83819,18.817598,22.40165,22.40165,22.40165
37,37,9.252653,14.319222,15.421088,19.541954,22.861439,22.861439,22.861439
38,38,9.639649,14.83819,16.066082,20.226002,23.324427,23.324427,23.324427
39,39,10.034813,15.421088,16.724688,20.852291,23.794333,23.794333,23.794333
40,40,10.442653,16.066082,17.40442,21.424696,24.258879,24.258879,24.258879
41,41,10.862537,16.724688,18.104229,21.94097,24.71833,24.71833,24.71833
42,42,11.290559,17.40442,18.817598,22.40165,25.18225,25.18225,25.18225
43,43,11.725172,18.104229,19.541954,22.861439,25.645346,25.645346,25.645346
44,44,12.135601,18.817598,20.226002,23.324427,26.10552,26.10552,26.10552
45,45,12.511375,19.541954,20.852291,23.794333,26.572168,26.572168,26.572168
46,46,12.854817,20.226002,21.424696,24.258879,27.045212,27.045212,27.045212
47,47,13.164582,20.852291,21.94097,24.71833,27.517292,27.517292,27.517292
48,48,13.440989,21.424696,22.40165,25.18225,27.993238,27.993238,27.993238
49,49,13.716864,21.94097,22.861439,25.645346,28.469492,28.469492,28.469492
50,50,13.994656,22.40165,23.324427,26.10552,28.941177,28.941177,28.941177
51,51,14.2766,22.861439,23.794333,26.572168,29.41326,29.41326,29.41326
52,52,14.555327,23.324427,24.258879,27.045212,29.887083,29.887083,29.887083
53,53,14.830997,23.794333,24.71833,27.517292,30.366507,30.366507,30.366507
54,54,15.109349,24.258879,25.18225,27.993238,30.852707,30.852707,30.852707
55,55,15.387207,24.71833,25.645346,28.469492,31.351198,31.351198,31.351198
56,56,15.663312,25.18225,26.10552,28.941177,31.854355,31.854355,31.854355
57,57,15.9433,25.645346,26.572168,29.41326,32.3671,32.3671,32.3671
58,58,16.227127,26.10552,27.045212,29.887083,32.88579,32.88579,32.88579
59,59,16.510374,26.572168,27.517292,30.366507,33.418304,33.418304,33.418304
60,60,16.795942,27.045212,27.993238,30.852707,33.965042,33.965042,33.965042
61,61,17.081696,27.517292,28.469492,31.351198,34.531155,34.531155,34.531155
62,62,17.364706,27.993238,28.941177,31.854355,35.109425,35.109425,35.109425
63,63,17.647957,28.469492,29.41326,32.3671,35.705364,35.705364,35.705364
64,64,17.932251,28.941177,29.887083,32.88579,36.30947,36.30947,36.30947
65,65,18.219904,29.41326,30.366507,33.418304,36.92607,36.92607,36.92607
66,66,18.511623,29.887083,30.852707,33.965042,37.55888,37.55888,37.55888
67,67,18.810719,30.366507,31.351198,34.531155,38.21113,38.21113,38.21113
68,68,19.112612,30.852707,31.854355,35.109425,38.87891,38.87891,38.87891
69,69,19.42026,31.351198,32.3671,35.705364,39.570534,39.570534,39.570534
70,70,19.731476,31.854355,32.88579,36.30947,40.27787,40.27787,40.27787
71,71,20.050983,32.3671,33.418304,36.92607,41.00018,41.00018,41.00018
72,72,20.379025,32.88579,33.965042,37.55888,41.742565,41.742565,41.742565
73,73,20.718693,33.418304,34.531155,38.21113,42.49855,42.49855,42.49855
74,74,21.065653,33.965042,35.109425,38.87891,43.264034,43.264034,43.264034
75,75,21.423218,34.531155,35.705364,39.570534,44.048595,44.048595,44.048595
76,76,21.785683,35.109425,36.30947,40.27787,44.847607,44.847607,44.847607
77,77,22.155643,35.705364,36.92607,41.00018,45.66115,45.66115,45.66115
78,78,22.535328,36.30947,37.55888,41.742565,46.49791,46.49791,46.49791
79,79,22.926676,36.92607,38.21113,42.49855,47.35938,47.35938,47.35938
80,80,23.327345,37.55888,38.87891,43.264034,48.241405,48.241405,48.241405
81,81,23.742321,38.21113,39.570534,44.048595,49.143726,49.143726,49.143726
82,82,24.166721,38.87891,40.27787,44.847607,50.070454,50.070454,50.070454
83,83,24.600107,39.570534,41.00018,45.66115,51.018253,51.018253,51.018253
84,84,25.045538,40.27787,41.742565,46.49791,51.98813,51.98813,51.98813
85,85,25.49913,41.00018,42.49855,47.35938,52.970318,52.970318,52.970318
86,86,25.95842,41.742565,43.264034,48.241405,53.9965,53.9965,53.9965
87,87,26.429157,42.49855,44.048595,49.143726,55.018627,55.018627,55.018627
88,88,26.908564,43.264034,44.847607,50.070454,56.117287,56.117287,56.117287
89,89,27.396692,44.048595,45.66115,51.018253,57.179546,57.179546,57.179546
90,90,27.898746,44.847607,46.49791,51.98813,58.26655,58.26655,58.26655
91,91,28.415627,45.66115,47.35938,52.970318,59.367355,59.367355,59.367355
92,92,28.944843,46.49791,48.241405,53.9965,60.517464,60.517464,60.517464
93,93,29.486237,47.35938,49.143726,55.018627,61.663033,61.663033,61.663033
94,94,30.042273,48.241405,50.070454,56.117287,62.89437,62.89437,62.89437
95,95,30.610952,49.143726,51.018253,57.179546,64.084915,64.084915,64.084915
96,96,31.192877,50.070454,51.98813,58.26655,65.30319,65.30319,65.30319
97,97,31.78219,51.018253,52.970318,59.367355,66.53694,66.53694,66.53694
98,98,32.3979,51.98813,53.9965,60.517464,67.82594,67.82594,67.82594
99,99,33.011177,52.970318,55.018627,61.663033,69.109856,69.109856,69.109856
100,100,33.670372,53.9965,56.117287,62.89437,70.4899,70.4899,70.4899
