ID,Type,CurrencyTypesID,Flags,Icon
1,1,2023,0,0
2,1,2024,0,0
3,2,0,0,0
4,1,2030,0,0
5,1,2027,0,0
6,1,2034,0,0
7,1,2028,0,0
8,1,2029,0,0
9,1,2025,0,0
10,1,2035,0,0
11,1,2033,0,0
12,1,2026,0,0
13,2,0,0,0
14,2,0,0,0
15,2,0,0,0
16,2,0,0,0
17,2,0,0,0
18,2,0,0,0
19,2,0,0,0
20,2,0,0,0
21,2,0,0,0
22,2,0,0,0
24,2,0,0,0
25,2,0,0,0
26,2,0,0,0
27,2,0,0,0
28,0,0,0,0
29,1,1166,0,0
84,2,0,4,132136
85,2,0,8,136041
136,2,0,8,0
137,2,0,4,0
140,2,0,8,0
141,2,0,4,0
152,2,0,8,0
153,2,0,4,0
154,2,0,8,0
155,2,0,4,0
156,2,0,8,0
157,2,0,4,0
158,2,0,8,0
159,2,0,4,0
170,2,0,8,0
171,2,0,4,0
172,2,0,0,0
173,2,0,0,0
174,2,0,0,0
175,2,0,0,0
225,2,0,8,0
226,2,0,4,0
292,2,0,0,0
293,2,0,0,0
294,2,0,0,0
295,2,0,0,0
296,2,0,0,0
297,2,0,0,0
298,2,0,0,0
299,2,0,0,0
300,2,0,0,0
301,2,0,0,0
302,2,0,0,0
303,2,0,0,0
304,2,0,0,0
305,2,0,0,0
306,2,0,0,0
307,2,0,0,0
308,2,0,0,0
309,2,0,0,0
310,2,0,0,0
311,2,0,0,0
312,2,0,0,0
313,2,0,0,0
314,2,0,0,0
315,2,0,0,0
316,2,0,0,0
317,2,0,0,0
318,2,0,0,0
319,2,0,0,0
320,2,0,0,0
321,2,0,0,0
322,2,0,0,0
323,2,0,0,0
324,2,0,0,0
325,2,0,0,0
326,2,0,0,0
327,2,0,0,0
328,2,0,0,0
329,2,0,0,0
330,2,0,0,0
331,2,0,0,0
332,2,0,0,0
333,2,0,0,0
334,2,0,0,0
335,2,0,0,0
336,2,0,0,0
337,2,0,0,0
338,2,0,0,0
339,2,0,0,0
340,2,0,0,0
341,2,0,0,0
342,2,0,0,0
343,2,0,0,0
357,2,0,0,0
358,2,0,0,0
359,2,0,0,0
360,2,0,0,0
361,2,0,0,0
362,2,0,0,0
363,2,0,0,0
364,2,0,0,0
365,2,0,0,0
366,2,0,0,0
367,2,0,0,0
368,2,0,0,0
369,2,0,0,0
370,2,0,0,0
371,2,0,0,0
372,2,0,0,0
373,2,0,0,0
374,2,0,0,0
375,2,0,0,0
376,2,0,0,0
377,2,0,0,0
378,2,0,0,0
379,2,0,0,0
380,2,0,0,0
381,2,0,0,0
382,2,0,0,0
383,2,0,0,0
384,2,0,0,0
385,2,0,0,0
386,2,0,0,0
387,2,0,0,0
388,2,0,0,0
389,2,0,0,0
390,2,0,0,0
391,2,0,0,0
392,2,0,0,0
393,2,0,0,0
394,2,0,0,0
395,2,0,0,0
396,2,0,0,0
397,2,0,0,0
398,2,0,0,0
399,2,0,0,0
400,2,0,0,0
401,2,0,0,0
402,2,0,0,0
403,2,0,0,0
404,2,0,0,0
405,2,0,0,0
406,2,0,0,0
407,2,0,0,0
408,2,0,0,0
409,2,0,0,0
410,2,0,0,0
411,2,0,0,0
412,2,0,0,0
413,2,0,0,0
414,2,0,0,0
415,2,0,0,0
416,2,0,0,0
417,2,0,0,0
418,2,0,0,0
419,2,0,0,0
420,2,0,0,0
421,2,0,0,0
422,2,0,0,0
423,2,0,0,0
424,2,0,0,0
425,2,0,0,0
426,2,0,0,0
427,2,0,0,0
428,2,0,0,0
429,2,0,0,0
430,2,0,0,0
431,2,0,0,0
432,2,0,0,0
433,2,0,0,0
434,2,0,0,0
435,2,0,0,0
436,2,0,0,0
437,2,0,0,0
438,2,0,0,0
439,2,0,0,0
440,2,0,0,0
441,2,0,0,0
442,2,0,0,0
443,2,0,0,0
444,2,0,0,0
445,2,0,0,0
446,2,0,0,0
447,2,0,0,0
565,2,0,0,0
566,2,0,0,0
567,2,0,0,0
568,2,0,0,0
569,2,0,0,0
570,2,0,0,0
571,2,0,0,0
572,2,0,0,0
573,2,0,0,0
574,2,0,0,0
575,2,0,0,0
576,2,0,0,0
577,2,0,0,0
668,2,0,0,0
669,2,0,0,0
670,2,0,0,0
671,2,0,0,0
672,2,0,0,0
673,2,0,0,0
674,2,0,0,0
675,2,0,0,0
676,2,0,0,0
677,2,0,0,0
678,2,0,0,0
679,2,0,0,0
680,2,0,0,0
681,2,0,0,0
682,2,0,0,0
683,2,0,0,0
684,2,0,0,0
685,2,0,0,0
686,2,0,0,0
687,2,0,0,0
688,2,0,0,0
689,2,0,0,0
690,2,0,0,0
691,2,0,0,0
692,2,0,0,0
693,2,0,0,0
694,2,0,0,0
695,2,0,0,0
696,2,0,0,0
697,2,0,0,0
698,2,0,0,0
699,2,0,0,0
700,2,0,0,0
701,2,0,0,0
702,2,0,0,0
703,2,0,0,0
704,2,0,0,0
705,2,0,0,0
706,2,0,0,0
707,2,0,0,0
708,2,0,0,0
712,2,0,0,0
713,2,0,0,0
714,2,0,0,0
719,2,0,0,0
720,2,0,0,0
721,2,0,0,0
722,2,0,0,0
723,2,0,0,0
724,2,0,0,0
725,2,0,0,0
726,2,0,0,0
727,2,0,0,0
728,2,0,0,0
729,2,0,0,0
730,2,0,0,0
735,2,0,0,0
736,2,0,0,0
737,2,0,0,0
738,2,0,0,0
739,2,0,0,0
740,2,0,0,0
795,2,0,0,0
796,2,0,0,0
797,2,0,0,0
798,2,0,0,0
799,2,0,0,0
800,2,0,0,0
801,2,0,0,0
802,2,0,0,0
803,2,0,0,0
804,2,0,0,0
805,2,0,0,0
806,2,0,0,0
807,2,0,0,0
808,2,0,0,0
809,2,0,0,0
810,2,0,0,0
811,2,0,0,0
812,2,0,0,0
890,2,0,0,0
891,2,0,0,0
892,2,0,0,0
893,2,0,0,0
894,2,0,0,0
895,2,0,0,0
896,2,0,0,0
897,2,0,0,0
898,2,0,0,0
899,2,0,0,0
900,2,0,0,0
901,2,0,0,0
1105,2,0,0,0
1106,2,0,0,0
1107,2,0,0,0
1108,2,0,0,0
1109,2,0,0,0
1110,2,0,0,0
1233,2,0,0,0
1234,2,0,0,0
1235,2,0,0,0
1236,2,0,0,0
1237,2,0,0,0
1238,2,0,0,0
1239,2,0,0,0
1240,2,0,0,0
1241,2,0,0,0
1242,2,0,0,0
1243,2,0,0,0
1244,2,0,0,0
1251,2,0,0,0
1252,2,0,0,0
1253,2,0,0,0
1254,2,0,0,0
1255,2,0,0,0
1256,2,0,0,0
1257,2,0,0,0
1258,2,0,0,0
1259,2,0,0,0
1260,2,0,0,0
1261,2,0,0,0
1262,2,0,0,0
1263,2,0,0,0
1431,2,0,0,0
1432,2,0,0,0
1433,2,0,0,0
1434,2,0,0,0
1435,2,0,0,0
1436,2,0,0,0
1437,2,0,0,0
1438,2,0,0,0
1439,2,0,0,0
1440,2,0,0,0
1441,2,0,0,0
1447,2,0,0,0
1448,2,0,0,0
1449,2,0,0,0
1450,2,0,0,0
1451,2,0,0,0
1452,2,0,0,0
1453,2,0,0,0
1454,2,0,0,0
1455,2,0,0,0
1456,2,0,0,0
1457,2,0,0,0
1462,2,0,0,0
1463,2,0,0,0
1464,2,0,0,0
1465,2,0,0,0
1466,2,0,0,0
1467,2,0,0,0
1468,2,0,0,0
1469,2,0,0,0
1470,2,0,0,0
1471,2,0,0,0
1472,2,0,0,0
1473,2,0,0,0
1474,2,0,0,0
1475,2,0,0,0
1476,2,0,0,0
1477,2,0,0,0
1478,2,0,0,0
1535,2,0,0,0
1536,2,0,0,0
1537,2,0,0,0
1538,2,0,0,0
1539,2,0,0,0
1540,2,0,0,0
1541,2,0,0,0
1542,2,0,0,0
1543,2,0,0,0
1665,2,0,0,0
1666,2,0,0,0
1667,2,0,0,0
1668,2,0,0,0
1669,2,0,0,0
1670,2,0,0,0
1671,2,0,0,0
1672,2,0,0,0
1673,2,0,0,0
1674,2,0,0,0
1680,2,0,0,0
1681,2,0,0,0
1682,2,0,0,0
1683,2,0,0,0
1684,2,0,0,0
1685,2,0,0,0
1686,2,0,0,0
1687,2,0,0,0
1688,2,0,0,0
1689,2,0,0,0
1690,2,0,0,0
1691,2,0,0,0
1692,2,0,0,0
1783,2,0,0,0
1784,2,0,0,0
1785,2,0,0,0
1786,2,0,0,0
1787,2,0,0,0
1788,2,0,0,0
1789,2,0,0,0
1790,2,0,0,0
1791,2,0,0,0
1792,2,0,0,0
1793,2,0,0,0
1794,2,0,0,0
1795,2,0,0,0
1809,2,0,0,0
1810,2,0,0,0
1811,2,0,0,0
1812,2,0,0,0
1813,2,0,0,0
1814,2,0,0,0
1815,2,0,0,0
1816,2,0,0,0
1817,2,0,0,0
1818,2,0,0,0
1819,2,0,0,0
1820,2,0,0,0
1821,2,0,0,0
1869,2,0,0,0
1870,2,0,0,0
1871,2,0,0,0
1909,2,0,0,0
1910,2,0,0,0
1911,2,0,0,0
1912,2,0,0,0
1913,2,0,0,0
1914,2,0,0,0
1915,2,0,0,0
1916,2,0,0,0
1917,2,0,0,0
1918,2,0,0,0
1919,2,0,0,0
1920,2,0,0,0
1921,2,0,0,0
1922,2,0,0,0
1923,2,0,0,0
2296,2,0,0,0
2297,2,0,0,0
2298,2,0,0,0
2299,2,0,0,0
2300,2,0,0,0
2301,2,0,0,0
2302,2,0,0,0
2303,2,0,0,0
2304,2,0,0,0
2305,2,0,0,0
2306,2,0,0,0
2307,2,0,0,0
2308,2,0,0,0
2309,2,0,0,0
2310,2,0,0,0
2394,2,0,0,0
2395,2,0,0,0
2396,2,0,0,0
2397,2,0,0,0
2398,2,0,0,0
2399,2,0,0,0
2400,2,0,0,0
2401,2,0,0,0
2402,2,0,0,0
2403,2,0,0,0
2404,2,0,0,0
2405,2,0,0,0
2474,2,0,0,0
2475,2,0,0,0
2476,2,0,0,0
2477,2,0,0,0
2478,2,0,0,0
2479,2,0,0,0
2480,2,0,0,0
2481,2,0,0,0
2482,2,0,0,0
2483,2,0,0,0
2484,2,0,0,0
2485,2,0,0,0
2486,2,0,0,0
2516,2,0,8,0
2517,2,0,4,0
2563,2,0,0,4728198
2564,2,0,0,0
2565,2,0,0,0
2566,2,0,0,0
2567,2,0,0,0
2568,2,0,0,0
2569,2,0,0,0
2570,2,0,0,0
2571,2,0,0,0
2572,2,0,0,0
2573,2,0,0,0
2574,2,0,0,0
2618,2,0,0,0
2619,2,0,0,0
2620,2,0,0,0
2621,2,0,0,0
2622,2,0,0,0
2623,2,0,0,0
2624,2,0,0,0
2625,2,0,0,0
2628,2,0,8,0
2629,2,0,4,0
2664,2,0,8,136145
2665,2,0,4,0
2723,2,0,8,0
2724,2,0,4,0
2769,2,0,8,0
2770,2,0,4,0
2777,2,0,8,0
2778,2,0,4,0
2785,2,0,8,0
2786,2,0,4,0
2787,2,0,0,0
2788,2,0,0,0
2794,2,0,8,0
2795,2,0,4,0
2800,2,0,8,0
2801,2,0,4,0
2804,2,0,8,0
2805,2,0,4,0
2895,2,0,8,0
2896,2,0,4,0
2899,2,0,8,0
2900,2,0,4,0
2903,2,0,8,0
2904,2,0,4,0
2926,2,0,8,0
2927,2,0,4,0
2934,2,0,8,136145
2935,2,0,4,0
