ID,SpellID,Field_12_0_0_64741_001,BroadcastTextID,Severity,Field_12_0_0_64741_004,Flags,IconFileDataID,DungeonEncounterID
1,426734,0,295195,1,0,0,0,0
2,1217327,0,0,1,0,0,0,3107
3,1217232,0,295052,2,0,161,0,0
4,1233865,0,0,0,0,256,0,3181
5,1233819,0,292784,1,0,0,0,3181
6,1233602,0,0,1,0,0,0,3181
7,1234564,0,0,1,0,0,0,3181
8,1235622,0,0,1,1,0,0,3181
9,1237035,0,0,0,0,0,0,3181
10,1237837,0,0,1,0,0,0,3181
11,1237614,0,0,1,0,0,0,3181
12,1246918,0,294428,2,0,512,0,3181
13,1239080,0,0,1,0,0,0,3181
14,1232467,0,0,1,0,0,0,3181
15,1238843,0,299675,2,0,1,0,3181
16,1251554,0,0,0,0,0,0,3213
17,1252054,0,0,0,0,0,0,3213
18,1251996,0,0,0,0,0,0,3213
19,1251204,0,0,2,0,0,0,3213
20,1250708,0,0,2,0,0,0,3213
21,468429,0,278888,2,0,1,0,3059
22,474528,0,0,1,0,0,0,3059
23,472556,0,0,1,0,0,0,3059
24,472662,0,0,0,0,128,0,3059
25,472888,0,0,0,0,128,0,3057
26,474105,0,0,1,0,32,0,3057
27,472736,0,0,1,0,0,0,3057
28,472745,0,0,1,0,0,0,3057
29,472795,0,0,2,0,1,0,3057
30,473898,0,0,1,0,0,0,3103
31,1214637,0,0,1,0,0,0,0
32,474197,0,283487,2,0,0,0,3103
33,1249014,0,0,2,0,0,0,3332
34,1264439,0,299996,2,0,0,0,3332
35,1247937,0,0,0,0,128,0,3332
36,1252703,0,299945,1,0,0,0,3332
37,1218203,0,299970,1,0,0,0,3105
38,474408,0,0,0,0,0,0,3105
39,1297017,0,0,0,0,0,0,3285
40,1262901,0,0,1,0,0,0,3285
41,1300259,0,299977,2,0,0,0,3285
42,1225011,0,299978,2,0,1,0,3285
46,1222371,0,299982,1,0,0,0,3286
47,1222642,0,0,1,0,128,0,3286
48,1245404,0,294306,1,0,0,0,3306
49,1251021,0,0,2,0,0,0,3306
50,1246621,0,0,0,0,256,0,3306
51,1272726,0,0,0,0,4,0,3306
52,1253284,0,0,1,1,0,0,0
53,1245452,0,302524,1,0,1,0,3306
54,1222721,0,0,2,0,64,0,3286
55,1226120,0,0,1,0,64,0,3286
56,1282770,0,0,1,0,0,0,3287
57,1227264,0,0,1,0,0,0,3287
58,1263982,0,300024,2,0,0,0,3287
59,1241836,0,0,1,0,128,0,3177
60,1244293,0,0,1,0,128,0,3177
61,1243853,0,300027,2,0,1,0,3177
62,1254199,0,0,1,0,0,0,3177
63,1244346,0,0,1,0,0,0,3177
64,1233787,0,0,0,0,0,0,3181
65,1243753,0,0,0,0,0,0,3181
66,1243743,0,309002,1,0,0,0,3181
67,1235548,0,0,0,0,8,0,3208
68,1235623,0,0,1,0,0,0,3208
69,1235783,0,0,1,0,0,0,3208
70,1235656,0,300770,2,0,256,0,3208
71,1248451,0,301059,2,0,0,0,3180
72,1251886,0,0,0,0,0,0,3180
73,1249130,0,0,1,0,0,0,3180
74,1248674,0,0,1,0,512,0,3180
75,1276831,0,0,2,0,256,0,3180
76,1246162,0,301058,2,0,0,0,3180
77,1255738,0,0,0,0,256,0,3180
78,1251857,0,0,0,0,128,0,3180
79,1246485,0,0,1,0,8,0,3180
80,1248644,0,0,2,0,0,0,3180
81,1248449,0,301060,2,0,0,0,3180
82,1246736,0,0,0,0,128,0,3180
83,1246765,0,0,0,0,0,0,3180
84,1246749,0,0,0,0,256,0,3180
85,1276368,0,0,2,0,1,0,3180
86,1234233,0,300620,2,0,0,0,3207
87,1253268,0,0,1,0,0,0,3207
88,1235118,0,0,0,0,256,0,3207
89,1255385,0,0,0,0,256,0,3209
90,1242860,0,0,1,0,0,0,3209
91,1243011,0,301224,2,0,0,0,3209
92,1243569,0,0,1,0,0,0,3209
93,1224903,0,0,1,0,0,0,3072
94,1248689,0,0,0,0,136,0,3072
95,1225787,0,0,1,0,0,0,3072
96,1225193,0,293823,2,0,0,0,3072
97,1253705,0,0,1,0,0,0,3073
98,1224129,0,0,2,0,0,0,3073
99,1224088,0,0,1,0,0,0,3073
100,1223961,0,0,0,0,256,0,3073
101,1262623,0,0,1,0,0,0,3178
102,1244917,0,0,1,0,512,0,3178
103,1245391,0,0,1,0,0,0,3178
104,1244221,0,0,1,0,8,0,3178
105,1249748,0,0,2,0,1,0,3178
106,1257512,0,306858,2,0,0,0,3328
107,1251767,0,0,2,0,0,0,3328
108,1251183,0,0,2,0,0,0,3328
109,1253848,0,0,2,0,0,0,3333
110,1257567,0,301850,2,0,0,0,3333
111,1253950,0,0,0,0,128,0,3333
112,1255531,0,0,0,0,0,0,3333
113,1257320,0,302244,1,0,0,0,0
114,1257825,0,302242,1,0,0,0,0
115,1258136,0,302246,0,0,0,0,0
116,1258639,0,302247,1,0,0,0,0
117,1249017,0,0,0,1,0,0,3306
118,1249207,0,0,0,1,0,0,3306
119,1257085,0,0,1,0,8,0,3306
120,1264095,0,0,1,0,0,0,3101
122,1253811,0,304006,2,0,0,0,3101
123,1214357,0,0,1,0,0,0,3102
124,474765,0,0,1,0,0,0,3102
125,1218347,0,286567,1,0,5,0,3102
126,1245771,0,0,1,0,0,0,3306
127,474478,0,0,0,0,0,0,3102
128,1241282,0,0,0,0,0,0,3182
130,1242981,0,0,0,0,0,0,3182
131,1260010,0,0,1,0,0,0,3181
132,1260026,0,0,1,0,0,0,3181
133,1260046,0,0,1,0,0,0,3177
134,1260763,0,0,0,0,128,0,3182
135,1261016,0,0,2,0,512,0,3181
136,1261339,0,0,1,0,0,0,3181
137,1246461,0,0,0,0,128,0,3181
138,1244344,0,0,0,0,256,0,3182
139,1243453,0,0,2,0,0,0,3179
140,1260823,0,0,0,0,256,0,3179
141,1254081,0,0,0,0,0,0,3179
142,1253911,0,0,0,0,128,0,3179
143,1250686,0,0,0,0,0,0,3179
144,1261546,0,0,0,0,128,0,1999
145,1261847,0,0,1,0,264,0,1999
146,1261299,0,0,1,0,0,0,1999
147,1262029,0,303057,2,0,1,0,1999
148,1246175,0,299625,1,0,0,0,3179
149,1262289,0,0,2,0,0,0,3306
150,1266480,0,0,0,0,0,0,3212
151,1243900,0,0,0,0,0,0,3212
152,1260731,0,0,1,0,0,0,3212
153,1260643,0,0,1,0,0,0,3212
154,1246666,0,0,0,0,0,0,3212
155,1249479,0,0,2,0,0,0,3212
156,1251023,0,0,0,0,0,0,3214
157,1252676,0,0,1,0,0,0,3214
158,1253788,0,0,2,0,0,0,3214
160,1262959,0,0,0,0,0,0,0
161,1242260,0,0,1,0,1,0,3182
163,1262846,0,303512,1,0,0,0,3209
164,1262582,0,0,0,0,128,0,2000
165,1263406,0,303554,2,0,0,0,2000
166,1262745,0,0,1,0,0,0,2000
167,1276648,0,0,1,0,0,0,2000
168,1263756,0,0,0,0,0,0,2000
169,1239582,0,0,2,0,1,0,3181
170,1260088,0,302462,2,0,1,0,3306
171,1222758,0,303599,2,0,1,0,3287
172,1264048,0,307713,0,0,0,0,3328
173,1234753,0,0,0,0,128,0,3199
174,1234850,0,0,0,0,0,0,3199
175,1235640,0,0,0,0,4,0,3199
176,1261276,0,0,0,0,4,0,3199
177,1235564,0,299751,2,0,0,0,3199
178,1236746,0,299808,1,0,0,0,3200
179,1236709,0,0,1,0,256,0,3200
180,1237090,0,0,2,0,0,0,3200
181,1239824,0,0,1,0,256,0,3201
182,1240098,0,0,1,0,0,0,3201
183,1240210,0,0,1,0,0,0,3201
184,1241058,0,0,1,0,4,0,3201
185,1239885,0,0,1,0,0,0,3201
186,1239882,0,0,1,0,0,0,3201
187,1239883,0,0,1,0,0,0,3201
188,1241067,0,0,2,0,0,0,3201
189,1246372,0,0,1,0,0,0,3202
190,1247685,0,0,0,0,132,0,3202
191,1246607,0,0,2,0,0,0,3202
192,1246858,0,0,1,0,0,0,3202
193,1222795,0,0,0,0,192,0,3102
194,1262776,0,0,2,0,0,0,3176
195,1251361,0,0,2,0,0,0,3176
196,1249251,0,0,0,0,0,0,3176
197,1249265,0,0,1,0,128,0,3176
198,1260712,0,0,1,0,0,0,3176
199,1258880,0,0,1,0,0,0,3176
200,1251583,0,0,2,0,0,0,3176
201,1255702,0,0,0,1,0,0,3176
202,474240,0,0,1,0,0,0,3101
203,1264363,0,303771,2,0,0,0,2001
204,1264027,0,0,1,0,512,0,2001
205,1264336,0,0,1,0,0,0,2001
206,1264287,0,0,0,0,128,0,2001
207,1224478,0,304064,1,0,1,0,3105
208,1262616,0,0,0,1,0,0,3306
209,1266786,0,0,1,0,0,0,3176
210,467620,0,0,0,0,128,0,3058
211,1253026,0,299803,2,0,0,0,3058
212,472081,0,0,1,0,0,0,3058
213,1253272,0,299803,2,0,0,0,3058
214,1253270,0,0,1,0,0,0,3058
215,472043,0,299156,2,0,0,0,3058
216,470963,0,0,1,0,0,0,3058
217,1268905,0,0,2,0,0,0,3306
218,1242515,0,0,2,0,0,0,3182
219,1280458,0,0,1,0,128,0,3178
220,1245645,0,0,0,0,128,0,3178
221,1265131,0,0,0,0,128,0,3178
222,1218103,0,0,0,0,128,0,3122
223,1268916,0,0,1,0,0,0,2065
224,1263282,0,0,1,0,0,0,2065
225,1263399,0,307502,1,0,0,0,2065
226,1263440,0,0,1,0,0,0,2065
227,1219263,0,0,1,0,0,0,3129
228,1219450,0,0,0,0,0,0,3129
229,1219532,0,0,2,0,0,0,3129
230,1234733,0,292537,1,0,0,0,3129
231,1220489,0,0,2,0,0,0,3129
232,1220553,0,0,2,0,0,0,3129
233,1220555,0,0,2,0,0,0,3129
234,247175,0,0,1,0,0,0,2066
235,1263509,0,0,1,0,0,0,2066
236,248831,0,307505,1,0,0,0,2066
237,245738,0,0,1,0,0,0,2066
238,1263304,0,0,2,0,0,0,2065
239,466064,0,0,0,0,0,0,3056
241,466556,0,0,1,0,0,0,3056
242,467040,0,299981,2,0,0,0,3056
243,1263523,0,0,2,0,0,0,2066
244,244750,0,0,1,0,0,0,2067
245,1263542,0,0,1,0,0,0,2067
246,1263538,0,0,1,0,0,0,2067
247,1263528,0,0,2,0,0,0,2067
248,1265419,0,0,1,0,0,0,2068
249,1265421,0,0,1,0,0,0,2068
250,1265426,0,0,1,0,0,0,2068
251,1264151,0,307506,1,0,0,0,2068
252,1265689,0,0,1,0,0,0,2068
253,1266003,0,0,2,0,0,0,2068
254,1266001,0,0,2,0,0,0,2068
255,1244412,0,0,2,0,0,0,3183
256,1253915,0,0,1,0,0,0,3183
257,1251386,0,0,2,0,0,0,3183
258,1249796,0,0,0,0,256,0,3183
259,1261871,0,0,2,0,0,0,3183
260,1266622,0,0,1,0,0,0,3183
261,1266897,0,0,1,0,0,0,3183
262,1266388,0,0,0,0,0,0,3183
263,1250898,0,0,2,0,0,0,3183
264,1226395,0,0,2,0,0,0,3131
265,1226315,0,0,1,0,0,0,3131
266,1226867,0,0,0,0,0,0,3131
267,1227226,0,0,1,0,128,0,3131
268,1250388,0,0,0,0,128,0,3131
269,1237272,0,293337,1,0,512,0,3131
270,1247672,0,294773,2,0,0,0,3131
271,1227782,0,0,1,0,0,0,3131
272,1246709,0,0,2,2,0,0,3182
273,1242792,0,0,2,0,1,0,3182
274,387691,0,308255,1,0,0,0,2562
275,386173,0,0,1,0,0,0,2562
276,385958,0,0,1,0,0,0,2562
277,388537,0,0,2,0,0,0,2562
278,376997,0,0,1,0,0,0,2564
279,377004,0,223315,1,0,0,0,2564
280,377034,0,0,1,0,0,0,2564
281,474345,0,0,2,0,0,0,3071
282,388544,0,0,1,0,0,0,2563
283,388567,0,0,1,0,0,0,2563
284,388796,0,0,1,0,0,0,2563
285,388923,0,230954,2,0,0,0,2563
286,474496,0,0,0,0,0,0,3071
287,1214032,0,0,0,0,0,0,3071
288,1214081,0,0,1,0,0,0,3071
290,1215893,0,0,0,0,0,0,3074
292,1215067,0,0,2,0,0,0,3074
293,373325,0,0,1,0,0,0,2565
294,1282251,0,0,1,0,128,0,2565
295,374341,0,0,1,0,0,0,2565
296,388820,0,308257,2,0,0,0,2565
297,1262497,0,0,0,0,0,0,3286
298,1252733,0,0,1,0,0,0,1698
299,153757,0,0,1,0,260,0,1698
300,1258148,0,0,1,0,0,0,1698
301,156793,0,299681,2,0,0,0,1698
302,154115,0,0,1,0,128,0,1699
303,154162,0,301764,1,0,0,0,1699
304,154135,0,0,2,0,0,0,1699
305,1253510,0,0,1,0,0,0,1700
306,1253519,0,0,1,0,128,0,1700
307,1245396,0,306005,1,0,0,0,3306
308,1253527,0,81855,2,0,0,0,1700
309,1253538,0,0,1,0,0,0,1701
310,1253998,0,0,1,0,512,0,1701
311,154396,0,0,1,0,0,0,1701
312,1253840,0,0,2,0,0,0,1701
313,1271684,0,0,2,0,0,0,3332
314,1241306,0,0,0,0,0,0,3122
315,1227809,0,0,2,0,0,0,3122
316,1241833,0,0,0,0,128,0,3122
317,1242259,0,0,1,0,256,0,3122
318,1240891,0,0,1,0,0,0,3122
319,1227355,0,0,1,0,0,0,3122
320,1245743,0,0,0,0,0,0,3122
321,1228381,0,0,2,0,0,0,3122
322,1228502,0,0,0,0,128,0,3132
323,1231015,0,0,1,0,256,0,3132
324,1228215,0,0,1,0,0,0,3132
325,1228161,0,0,1,0,0,0,3132
326,1227631,0,0,2,0,0,0,3132
327,1231720,0,0,1,0,0,0,3132
328,1254321,0,0,1,0,0,0,3132
329,1243874,0,0,0,0,256,0,3132
330,1232221,0,0,1,0,0,0,3132
331,463900,0,0,1,1,0,0,3010
332,466178,0,0,0,1,0,0,3010
333,1213994,0,0,1,1,0,0,3010
334,473994,0,0,1,1,0,0,3010
335,472231,0,0,1,1,0,0,3010
336,1214083,0,0,1,1,0,0,3010
337,1214190,0,0,0,1,0,0,3010
338,465833,0,0,2,1,0,0,3010
339,1213688,0,0,1,1,0,0,3010
340,1232590,0,0,2,0,0,0,3132
341,419351,0,0,1,0,0,0,3331
342,413622,0,0,1,0,0,0,3331
343,418200,0,0,1,0,0,0,3331
344,407891,0,0,1,0,0,0,3331
345,1223859,0,0,1,0,0,0,3130
346,1242088,0,0,1,0,0,0,3130
347,1227276,0,0,2,0,0,0,3130
348,1241100,0,0,1,0,128,0,3130
349,1225616,0,0,1,0,0,0,3130
350,1225582,0,285752,2,0,0,0,3130
351,1272966,0,0,1,0,0,0,0
352,1273378,0,0,1,0,0,0,0
353,1280127,0,0,1,0,0,0,3306
354,1273408,0,0,1,0,0,0,0
355,1273410,0,0,1,0,0,0,0
356,1273446,0,0,1,0,0,0,0
357,1273452,0,0,1,0,0,0,0
358,1272380,0,0,0,0,0,0,3180
359,1272423,0,0,0,0,0,0,3180
360,1272425,0,0,0,0,0,0,3180
361,1270949,0,0,1,0,0,0,3176
362,1273158,0,0,2,0,0,0,3183
363,1276202,0,0,1,0,0,0,3183
364,1267049,0,0,0,0,128,0,3183
365,1276635,0,0,0,0,8,0,3180
366,1268562,0,0,0,0,128,0,3379
367,1257717,0,0,2,0,0,0,3379
368,1257608,0,0,1,0,0,0,3379
369,1258668,0,324160,2,0,0,0,3379
370,1260837,0,0,0,0,256,0,3379
371,1273013,0,0,1,0,0,0,3379
372,1276710,0,0,2,0,0,0,3379
373,1276639,0,0,0,0,256,0,3180
374,1272310,0,0,0,0,0,0,3180
375,1276948,0,0,1,0,0,0,2000
376,1277358,0,0,1,0,0,0,2067
377,1277470,0,0,1,0,0,0,3178
378,1277471,0,0,1,0,0,0,3178
379,1277472,0,0,1,0,8,0,3178
380,1277473,0,0,1,0,512,0,3178
381,1248847,0,0,2,0,0,0,3178
383,1251175,0,0,0,0,0,0,0
384,1241992,0,0,2,0,1,0,3182
385,1242091,0,0,2,0,1,0,3182
386,1279371,0,0,2,0,0,0,3133
387,1231871,0,0,1,0,128,0,0
388,1227367,0,0,1,0,0,0,0
389,1220394,0,287397,2,0,0,0,0
390,1256358,0,0,0,0,8,0,3372
391,1256355,0,0,0,0,128,0,3372
392,1256351,0,0,0,0,0,0,3372
393,1280086,0,0,0,0,0,0,3430
394,1280087,0,0,0,0,0,0,3430
395,1280088,0,0,0,0,0,0,3430
397,377182,0,222963,2,0,0,0,2564
398,1229038,0,295084,2,0,0,0,3135
399,1230087,0,0,1,0,128,0,3135
400,1230979,0,0,1,0,0,0,3135
401,1243690,0,0,1,0,256,0,3135
402,1243577,0,0,1,0,0,0,3135
403,1238765,0,291426,2,0,0,0,3135
404,1237319,0,290877,2,0,0,0,3135
405,1237690,0,295740,2,0,0,0,3135
406,1234242,0,0,1,0,0,0,3135
407,1239262,0,0,1,0,512,0,3135
408,1237694,0,0,1,0,0,0,3135
409,1249423,0,0,1,0,0,0,3135
410,1237695,0,0,1,0,0,0,3135
411,1249454,0,0,1,0,0,0,3135
412,1232973,0,0,1,0,0,0,3135
413,1234052,0,289617,1,0,0,0,3135
414,1234263,0,0,1,0,128,0,3135
415,1250055,0,0,0,0,256,0,3135
416,1233539,0,295085,2,0,0,0,3135
417,1262972,0,307875,2,0,1,0,3182
418,1262983,0,307876,2,0,1,0,3182
419,1280015,0,0,1,0,256,0,3176
420,1280106,0,0,0,0,0,0,3074
421,1280946,0,309072,2,0,0,0,3463
422,1280958,0,0,1,0,0,0,3463
423,1280960,0,309083,0,0,0,0,3463
424,1221637,0,282508,2,0,0,0,3159
425,1221622,0,282507,2,0,0,0,3159
426,1221787,0,0,1,0,256,0,3159
427,1221781,0,0,1,0,128,0,3159
428,1222088,0,0,1,0,0,0,3159
429,1251775,0,0,1,0,0,0,3213
431,1282001,0,0,2,0,0,0,3306
432,1222232,0,0,2,0,0,0,3122
433,1282047,0,0,2,0,0,0,3183
434,1282249,0,0,1,0,0,0,3183
435,1282412,0,0,1,0,0,0,3183
436,1281194,0,0,2,0,0,0,3183
437,1282441,0,0,1,0,0,0,3183
439,1224731,0,0,2,0,0,0,3134
440,1224822,0,0,0,0,256,0,3134
441,1224776,0,0,2,0,0,0,3134
442,1225010,0,0,1,0,0,0,3134
443,1225016,0,0,1,0,0,0,3134
444,1224906,0,0,2,0,0,0,3134
445,1227529,0,0,0,0,0,0,3134
446,1238975,0,0,1,0,0,0,3134
447,1227891,0,0,1,0,0,0,3134
448,1228113,0,0,1,0,0,0,3134
449,1234536,0,0,1,0,128,0,3134
450,1230659,0,0,2,0,0,0,3134
451,1228065,0,0,2,0,0,0,3134
452,1232327,0,0,0,0,0,0,3134
453,1228293,0,0,2,0,0,0,3134
454,1226648,0,0,2,0,0,0,3134
455,1226347,0,0,2,0,0,0,3134
456,1225634,0,0,2,0,0,0,3134
458,1282856,0,302524,1,1,1,0,3306
459,1258174,0,302052,0,0,0,0,0
460,1217436,0,0,1,0,0,0,3107
461,1217232,0,286848,2,0,0,0,3107
462,473351,0,0,0,0,128,0,3020
463,473220,0,0,1,0,0,0,3020
464,1214780,0,309522,2,1,0,0,3020
465,1247376,0,300227,2,0,512,0,0
466,1238873,0,0,1,0,0,0,3132
468,460156,0,309523,1,0,0,0,3020
469,459799,0,0,0,0,128,0,3019
470,459779,0,0,2,0,0,0,3019
471,460867,0,0,1,0,0,0,3019
472,1217653,0,0,0,0,0,0,3019
