ID,Field_10_1_5_49595_001,CollectableSourceInfoID
1,-1,68
2,-1,69
3,0,69
4,1,69
5,0,69
6,0,69
7,0,69
8,0,69
9,0,69
10,1,69
11,-1,70
12,0,70
13,0,70
14,0,70
15,0,70
16,0,70
17,0,70
18,1,70
19,1,70
20,-1,71
21,1,71
22,1,71
23,-1,72
24,1,72
25,1,72
26,-1,73
27,1,74
28,1,74
29,1,75
30,1,75
31,-1,76
32,1,76
33,1,76
34,0,76
35,0,76
36,0,76
37,0,76
38,-1,77
39,1,77
40,1,77
41,0,77
42,0,77
43,0,77
44,0,77
45,-1,78
46,-1,79
47,1,79
48,1,79
49,0,79
50,0,79
51,0,79
52,0,79
53,-1,80
54,1,80
55,1,80
56,-1,81
57,1,81
58,1,81
59,0,82
60,-1,82
61,1,82
62,1,82
63,0,82
64,0,82
65,0,82
66,0,83
67,0,83
68,0,83
69,0,83
70,0,83
73,0,83
74,0,83
75,0,83
76,0,84
77,0,84
78,0,84
79,0,84
80,0,85
81,0,85
82,0,85
83,0,85
84,1,86
85,1,86
86,0,86
87,0,86
88,0,86
89,0,86
90,0,86
91,0,86
92,0,87
93,0,87
94,0,87
95,0,87
96,0,87
97,0,87
98,0,88
99,0,88
100,0,88
101,0,88
102,0,88
103,0,88
104,1,89
105,1,89
106,0,89
107,0,89
108,0,89
109,0,89
110,0,89
111,0,89
112,0,90
113,0,90
114,0,90
115,0,90
116,0,91
117,0,91
118,0,91
119,0,91
122,0,91
123,0,91
124,0,91
125,0,92
126,0,92
127,0,92
128,0,92
130,0,92
132,0,92
133,0,92
134,0,93
135,0,93
136,0,93
137,0,93
140,0,93
141,0,93
142,0,93
143,-1,94
144,0,94
145,1,94
146,0,94
147,1,94
148,0,94
149,1,94
150,1,94
151,0,94
152,0,94
153,0,94
154,0,94
155,1,94
157,0,94
158,1,94
159,-1,94
160,1,94
161,0,94
162,0,94
163,1,94
164,1,94
165,-1,94
167,0,94
168,1,94
169,-1,95
170,0,95
171,1,95
172,0,95
173,1,95
174,0,95
175,1,95
176,1,95
177,0,95
178,0,95
179,0,95
180,0,95
181,1,95
183,0,95
184,1,95
185,-1,95
186,1,95
187,0,95
188,0,95
189,1,95
190,1,95
191,-1,95
193,0,95
194,1,95
195,-1,96
196,0,96
197,1,96
198,0,96
199,1,96
200,0,96
201,1,96
202,1,96
203,0,96
204,0,96
205,0,96
206,0,96
207,0,96
208,1,96
210,0,96
211,1,96
212,-1,96
213,1,96
214,0,96
215,0,96
216,1,96
217,1,96
218,-1,96
220,1,96
221,-1,97
222,0,97
223,1,97
224,0,97
225,1,97
226,0,97
227,1,97
228,1,97
229,0,97
230,0,97
231,0,97
232,0,97
233,1,97
235,0,97
236,1,97
237,-1,97
238,1,97
239,0,97
240,0,97
241,1,97
242,1,97
243,-1,97
245,0,97
246,1,97
247,0,98
248,0,98
249,0,98
250,0,98
251,0,98
254,0,98
255,0,98
256,0,98
257,0,99
258,0,99
259,0,99
260,0,99
261,0,99
264,0,99
265,0,99
266,0,99
267,1,100
268,0,100
269,1,100
270,1,100
271,1,100
273,-1,100
274,-1,100
275,0,100
276,0,100
277,1,100
278,0,100
279,1,100
280,0,100
281,0,100
282,-1,100
283,1,100
284,1,100
285,0,100
286,0,100
287,0,100
288,0,100
289,1,100
291,1,100
292,0,100
293,0,100
294,1,101
295,0,101
296,1,101
297,1,101
298,1,101
300,-1,101
301,-1,101
302,0,101
303,0,101
304,1,101
305,0,101
306,1,101
307,0,101
308,0,101
309,-1,101
310,1,101
311,1,101
312,0,101
313,0,101
314,0,101
315,0,101
316,1,101
318,0,101
319,0,101
320,1,101
321,-1,102
322,-1,102
323,0,102
324,0,102
325,1,102
326,0,102
327,1,102
328,0,102
329,0,102
330,-1,102
331,1,102
332,1,102
333,0,102
334,0,102
335,0,102
336,0,102
337,1,102
339,0,102
340,0,102
341,1,102
342,1,102
343,1,102
344,0,102
345,1,102
346,1,102
347,1,102
349,-1,103
350,-1,103
351,0,103
353,0,103
354,1,103
355,0,103
356,1,103
357,0,103
358,0,103
359,-1,103
360,1,103
361,1,103
362,0,103
363,0,103
364,0,103
365,0,103
366,1,103
368,0,103
369,0,103
370,1,103
371,1,103
372,0,103
373,1,103
374,1,103
375,1,103
376,0,104
377,1,104
378,1,104
379,0,104
380,1,104
382,-1,104
383,0,104
384,0,104
385,1,104
386,1,104
387,0,104
388,1,104
389,1,104
390,1,104
391,0,104
392,0,104
393,0,104
394,0,104
395,0,104
396,0,104
397,1,104
398,1,104
400,0,104
401,1,104
404,0,105
405,1,105
406,1,105
407,0,105
408,1,105
410,-1,105
411,0,105
412,0,105
413,1,105
414,1,105
415,0,105
416,1,105
417,1,105
418,1,105
419,0,105
420,0,105
421,0,105
422,0,105
423,0,105
424,0,105
425,1,105
426,1,105
428,0,105
429,1,105
433,-1,106
434,0,106
435,0,106
436,1,106
437,1,106
438,0,106
439,1,106
440,1,106
441,1,106
442,0,106
444,0,106
445,0,106
446,0,106
447,0,106
448,0,106
449,1,106
450,1,106
452,0,106
453,1,106
455,0,106
456,1,106
457,1,106
458,0,106
459,1,106
460,0,107
461,0,107
462,0,107
463,0,107
466,0,107
467,0,107
468,0,107
469,0,108
470,0,108
471,0,108
472,0,108
473,0,108
476,0,108
477,0,108
478,0,108
479,0,109
480,1,109
481,1,109
482,0,109
483,1,109
485,-1,109
486,0,109
487,0,109
488,1,109
489,1,109
490,0,109
491,1,109
492,1,109
493,1,109
494,0,109
495,0,109
496,0,109
497,0,109
498,0,109
499,0,109
500,1,109
501,1,109
503,0,109
504,1,109
507,1,110
508,0,110
509,0,110
510,1,110
511,1,110
512,1,110
513,1,110
516,0,110
517,1,110
518,1,110
519,1,110
520,1,110
521,1,110
522,1,110
523,1,110
524,1,110
525,1,110
526,1,110
528,1,110
529,1,110
530,1,110
531,1,111
532,0,111
533,0,111
534,1,111
535,1,111
536,1,111
537,1,111
540,0,111
541,1,111
542,1,111
543,1,111
544,1,111
545,1,111
546,1,111
547,1,111
548,1,111
549,1,111
550,1,111
552,1,111
553,1,111
554,1,112
555,0,112
556,0,112
557,1,112
558,1,112
559,1,112
560,1,112
563,0,112
564,1,112
565,1,112
566,1,112
567,1,112
568,1,112
569,1,112
570,1,112
571,1,112
572,1,112
573,1,112
575,1,112
576,1,112
577,1,113
578,0,113
579,0,113
580,1,113
581,1,113
582,1,113
583,1,113
586,1,113
587,0,113
588,1,113
589,1,113
590,1,113
591,1,113
592,1,113
593,1,113
594,1,113
595,1,113
596,1,113
597,1,113
599,1,113
600,1,114
601,0,114
602,1,114
603,1,114
604,1,114
605,1,114
606,1,114
608,1,114
609,1,114
610,1,114
611,1,114
612,1,114
613,1,114
614,1,114
615,1,114
616,1,114
618,1,114
619,1,115
620,0,115
621,1,115
622,1,115
623,1,115
624,1,115
625,1,115
627,1,115
628,1,115
629,1,115
630,1,115
631,1,115
632,1,115
633,1,115
634,1,115
635,1,115
637,1,115
638,1,116
639,0,116
640,1,116
641,1,116
642,1,116
643,1,116
644,1,116
646,1,116
647,1,116
648,1,116
649,1,116
650,1,116
651,1,116
652,1,116
653,1,116
655,1,116
656,1,116
657,1,117
658,0,117
659,1,117
660,1,117
661,1,117
662,1,117
663,1,117
665,1,117
666,1,117
667,1,117
668,1,117
669,1,117
670,1,117
671,1,117
672,1,117
674,1,117
675,1,117
676,-1,118
677,0,118
678,1,118
680,1,118
681,0,118
682,0,118
683,1,118
684,1,118
685,1,118
686,1,118
689,0,118
690,1,118
691,0,118
692,1,118
693,0,118
694,0,118
695,1,118
696,0,118
697,1,118
698,0,118
699,1,118
700,1,118
701,1,118
702,1,118
703,0,118
704,0,118
705,0,118
706,0,118
707,0,118
708,1,118
709,-1,118
712,1,119
713,0,119
714,0,119
715,1,119
716,1,119
717,1,119
718,1,119
721,0,119
722,1,119
723,0,119
724,1,119
725,0,119
726,0,119
727,1,119
728,0,119
729,1,119
730,0,119
731,1,119
732,1,119
733,1,119
734,1,119
735,0,119
736,0,119
737,0,119
738,0,119
739,0,119
740,1,119
741,-1,119
744,-1,119
745,0,119
746,1,119
748,1,120
749,0,120
750,0,120
751,1,120
752,1,120
753,1,120
754,1,120
757,0,120
758,1,120
759,0,120
760,1,120
761,0,120
762,0,120
763,1,120
764,0,120
765,1,120
766,0,120
767,1,120
768,1,120
769,1,120
770,0,120
771,0,120
772,0,120
773,0,120
774,0,120
775,1,120
776,-1,120
779,-1,120
780,0,120
781,1,120
783,1,120
785,1,121
786,0,121
787,0,121
788,1,121
789,1,121
790,1,121
791,1,121
794,0,121
795,1,121
796,0,121
797,1,121
798,0,121
799,0,121
800,1,121
801,0,121
802,1,121
803,0,121
804,1,121
805,1,121
806,1,121
807,0,121
808,0,121
809,0,121
810,0,121
811,0,121
812,1,121
813,-1,121
816,1,121
817,-1,121
818,0,121
819,1,121
820,1,122
821,0,122
822,1,122
823,1,122
824,1,122
825,1,122
826,1,122
828,0,122
829,0,122
830,0,122
831,0,122
832,1,122
833,0,122
834,1,122
835,0,122
836,1,122
837,0,122
838,1,122
839,0,122
840,1,122
841,0,122
842,1,122
843,0,122
844,0,122
845,0,122
846,0,122
847,1,122
848,-1,122
851,-1,122
852,0,122
853,0,122
854,1,122
857,1,122
858,1,122
860,1,123
861,0,123
862,1,123
863,1,123
864,1,123
865,1,123
866,1,123
868,0,123
869,0,123
870,0,123
871,0,123
872,1,123
873,0,123
874,1,123
875,0,123
876,1,123
877,0,123
878,1,123
879,0,123
880,1,123
881,0,123
882,1,123
883,0,123
884,0,123
885,0,123
886,0,123
887,1,123
888,-1,123
891,-1,123
892,0,123
893,0,123
894,1,123
897,1,123
899,1,124
900,0,124
901,1,124
902,1,124
903,1,124
904,1,124
905,1,124
907,0,124
908,0,124
909,0,124
910,0,124
911,1,124
912,0,124
913,1,124
914,0,124
915,1,124
916,0,124
917,1,124
918,0,124
919,1,124
920,0,124
921,1,124
922,0,124
923,0,124
924,0,124
925,0,124
926,1,124
927,-1,124
930,-1,124
932,0,124
933,0,124
934,1,124
937,1,124
938,1,125
939,0,125
940,1,125
941,1,125
942,1,125
943,1,125
944,1,125
946,0,125
947,0,125
948,0,125
949,0,125
950,1,125
951,0,125
952,1,125
953,0,125
954,1,125
955,0,125
956,1,125
957,0,125
958,1,125
959,0,125
960,1,125
961,0,125
962,0,125
963,0,125
964,0,125
965,1,125
966,-1,125
969,-1,125
970,0,125
971,0,125
972,1,125
975,1,125
977,0,126
978,0,126
979,1,126
980,1,126
981,1,126
982,1,126
983,1,126
986,1,126
987,0,126
988,1,126
989,1,126
990,0,126
991,0,126
992,1,126
993,1,126
994,0,126
995,1,126
996,0,126
997,0,126
998,1,126
999,1,126
1000,1,126
1001,0,126
1002,1,126
1003,0,126
1004,0,126
1005,0,126
1006,0,126
1007,0,126
1008,0,126
1009,1,126
1010,-1,126
1013,0,126
1014,1,126
1016,1,126
1017,0,127
1018,0,127
1019,1,127
1020,1,127
1021,1,127
1022,1,127
1023,1,127
1026,1,127
1027,0,127
1028,1,127
1029,1,127
1030,0,127
1032,0,127
1033,1,127
1034,1,127
1035,0,127
1036,1,127
1037,0,127
1038,0,127
1039,1,127
1040,1,127
1041,1,127
1042,0,127
1043,1,127
1044,0,127
1045,0,127
1046,0,127
1047,0,127
1048,0,127
1049,1,127
1050,0,127
1051,1,127
1052,-1,127
1055,0,127
1056,1,127
1057,0,128
1058,0,128
1059,1,128
1060,1,128
1061,1,128
1062,1,128
1063,1,128
1066,1,128
1068,0,128
1069,1,128
1070,1,128
1071,0,128
1072,0,128
1073,1,128
1074,1,128
1075,0,128
1076,1,128
1077,0,128
1078,0,128
1079,1,128
1080,1,128
1081,1,128
1082,0,128
1083,1,128
1084,0,128
1085,0,128
1086,0,128
1087,0,128
1088,0,128
1089,0,128
1090,1,128
1091,-1,128
1092,1,128
1095,0,128
1096,1,128
1097,0,129
1098,1,129
1099,1,129
1100,0,129
1101,0,129
1102,1,129
1103,1,129
1104,0,129
1105,1,129
1106,0,129
1107,0,129
1108,1,129
1109,1,129
1110,1,129
1111,0,129
1112,1,129
1113,0,129
1114,0,129
1115,0,129
1116,0,129
1117,0,129
1118,0,129
1119,1,129
1120,-1,129
1123,0,129
1124,1,129
1126,1,129
1127,0,129
1128,0,129
1129,1,129
1130,1,129
1131,1,129
1132,1,129
1133,1,129
1136,1,129
1137,0,130
1138,-1,130
1139,0,130
1140,0,130
1141,-1,130
1142,1,130
1143,0,130
1144,1,130
1145,1,130
1146,1,130
1147,0,130
1148,-1,130
1149,1,130
1150,0,130
1151,0,130
1152,0,130
1153,0,130
1154,1,130
1155,-1,130
1157,0,130
1159,1,130
1160,0,130
1161,0,130
1162,0,130
1163,1,130
1164,0,130
1165,0,130
1166,1,130
1167,1,130
1168,1,130
1169,1,130
1170,1,130
1171,0,130
1172,0,130
1173,0,130
1174,0,130
1175,1,130
1176,-1,130
1177,1,130
1178,-1,130
1179,-1,130
1182,-1,130
1183,0,130
1184,0,130
1185,1,130
1186,1,130
1188,0,131
1189,-1,131
1190,0,131
1191,0,131
1192,-1,131
1193,1,131
1194,0,131
1195,1,131
1196,1,131
1197,1,131
1198,0,131
1199,-1,131
1200,1,131
1201,0,131
1202,0,131
1203,0,131
1204,0,131
1205,1,131
1206,-1,131
1208,0,131
1210,1,131
1211,0,131
1212,0,131
1213,0,131
1214,1,131
1215,0,131
1216,1,131
1217,1,131
1218,1,131
1219,1,131
1220,1,131
1221,1,131
1222,1,131
1223,1,131
1224,1,131
1227,0,131
1228,0,131
1229,1,131
1230,1,131
1231,-1,131
1232,1,131
1233,0,131
1234,-1,131
1235,1,131
1236,1,131
1237,1,131
1238,0,132
1239,1,132
1240,0,132
1241,-1,132
