ID,DifficultyID,ContentTuningID
4000,1,193
4001,1,200
4002,1,201
4003,1,202
4004,1,203
4005,1,204
4006,1,205
4007,1,206
4008,1,207
4009,1,208
4010,1,209
4011,1,210
4012,1,211
4013,1,212
4014,1,213
4015,1,214
4016,1,215
4017,1,216
4018,1,217
4019,1,218
4020,1,219
4021,1,220
4022,1,221
4023,1,222
4024,1,223
4025,1,224
4026,1,225
4027,1,226
4028,1,227
4029,1,228
4030,1,229
4031,1,230
4032,1,231
4033,1,232
4034,1,233
4035,1,234
4036,1,235
4037,1,236
4038,1,237
4039,1,238
4040,1,239
4041,1,240
4042,1,241
4043,1,242
4044,1,243
4045,1,244
4046,1,245
4047,1,246
4048,1,247
4049,1,248
4050,1,249
4051,1,250
4052,1,251
4053,1,252
4054,1,253
4055,1,254
4056,1,255
4057,1,256
4058,1,257
4059,1,258
4060,1,259
4061,1,260
4062,1,261
4063,1,262
4064,1,263
4065,1,264
4066,1,265
4067,1,266
4068,1,267
4069,1,268
4070,1,269
4071,1,270
4072,1,271
4073,1,272
4074,1,273
4075,1,274
4076,1,275
4077,1,276
4078,1,278
4079,1,279
4080,1,280
4081,1,281
4082,1,282
4083,1,309
4084,1,311
4085,151,424
4086,33,439
4087,33,440
4088,24,441
4089,24,442
4090,1,446
4091,14,476
4092,15,477
4093,1,480
4094,1,484
4095,1,485
4096,1,486
4097,14,498
4098,1,500
4099,2,501
4100,23,502
4101,14,503
4102,15,504
4103,16,505
4104,17,506
4105,17,618
4106,14,619
4107,15,620
4108,16,621
4109,14,622
4110,14,624
4111,15,625
4112,16,626
4113,17,627
4114,2,628
4115,23,629
4116,15,634
4117,16,635
4118,17,636
4119,16,637
4120,17,638
4121,15,639
4122,16,640
4123,17,641
4124,14,686
4125,15,687
4126,16,688
4127,17,689
4128,17,695
4129,16,696
4130,15,697
4131,14,698
4132,23,704
4133,150,709
4134,24,717
4135,14,719
4136,15,720
4137,16,721
4138,17,722
4139,24,738
4140,1,747
4141,2,748
4142,23,749
4143,17,750
4144,14,751
4145,15,752
4146,16,753
4147,1,766
4148,3,767
4149,24,778
4150,17,784
4151,14,785
4152,15,786
4153,16,787
4154,17,795
4155,33,806
4156,12,862
4157,1,997
4158,9,1004
4159,14,1014
4160,3,1016
4161,3,1017
4162,3,1018
4163,3,1019
4164,14,1020
4165,3,1021
4166,3,1022
4167,3,1023
4168,3,1024
4169,3,1025
4170,3,1026
4171,3,1027
4172,3,1028
4173,14,1029
4174,3,1030
4175,3,1032
4176,3,1033
4177,3,1034
4178,3,1035
4179,14,1036
4180,14,1038
4181,14,1039
4182,14,1040
4183,2,1064
4184,2,1065
4185,2,1066
4186,2,1067
4187,2,1068
4188,2,1069
4189,2,1070
4190,2,1071
4191,2,1072
4192,2,1073
4193,2,1074
4194,2,1075
4195,2,1076
4196,2,1077
4197,2,1078
4198,2,1079
4199,2,1080
4200,2,1081
4201,2,1082
4202,2,1083
4203,2,1084
4204,2,1085
4205,2,1086
4206,2,1087
4207,2,1088
4208,2,1089
4209,2,1090
4210,2,1091
4211,2,1092
4212,2,1093
4213,2,1094
4214,2,1095
4215,2,1096
4216,2,1097
4217,2,1098
4218,2,1099
4219,2,1100
4220,2,1101
4221,2,1102
4222,2,1103
4223,2,1104
4224,2,1105
4225,2,1106
4226,2,1107
4227,2,1108
4228,2,1109
4229,2,1110
4230,2,1111
4231,2,1112
4232,2,1113
4233,2,1114
4234,2,1115
4235,2,1116
4236,2,1117
4237,2,1118
4238,2,1119
4239,2,1120
4240,2,1121
4241,2,1122
4242,2,1123
4243,2,1124
4244,2,1125
4245,2,1126
4246,2,1127
4247,2,1128
4248,2,1129
4249,2,1130
4250,2,1131
4251,2,1132
4252,2,1133
4253,2,1134
4254,2,1135
4255,2,1136
4256,2,1137
4257,2,1138
4258,2,1139
4259,2,1140
4260,2,1141
4261,2,1142
4262,2,1143
4263,2,1144
4264,2,1145
4265,2,1146
4266,2,1147
4267,2,1148
4268,2,1149
4269,2,1150
4270,2,1151
4271,1,1152
4272,1,1153
4273,1,1154
4274,1,1155
4275,1,1156
4276,1,1157
4277,1,1158
4278,1,1159
4279,2,1160
4280,2,1161
4281,2,1162
4282,2,1163
4283,2,1164
4284,2,1165
4285,2,1166
4286,2,1167
4287,2,1168
4288,2,1169
4289,2,1170
4290,2,1171
4291,23,1172
4292,23,1173
4293,23,1174
4294,23,1175
4295,23,1176
4296,23,1177
4297,23,1178
4298,23,1179
4299,23,1180
4300,23,1181
4301,23,1182
4302,23,1183
4303,2,1184
4304,2,1185
4305,2,1186
4306,2,1187
4307,23,1188
4308,23,1189
4309,23,1190
4310,23,1191
4311,23,1192
4312,23,1193
4313,23,1194
4314,23,1195
4315,1,1196
4316,2,1197
4317,23,1198
4318,2,1199
4319,9,1213
4320,11,1219
4321,1,1220
4322,1,1222
4323,1,1223
4324,1,1224
4325,1,1225
4326,1,1226
4327,1,1227
4328,1,1228
4329,1,1241
4330,1,1242
4331,2,1243
4332,2,1244
4333,2,1245
4334,2,1246
4335,2,1247
4336,2,1248
4337,2,1249
4338,2,1250
4339,2,1251
4340,2,1252
4341,2,1253
4342,23,1254
4343,23,1255
4344,23,1256
4345,23,1257
4346,23,1258
4347,23,1259
4348,23,1260
4349,23,1261
4350,23,1262
4351,23,1263
4352,23,1264
4353,8,1279
4354,24,1286
4355,24,1287
4356,24,1288
4357,24,1289
4358,24,1290
4359,1,1444
4360,1,1445
4361,1,1446
4362,1,1447
4363,1,1448
4364,1,1449
4365,1,1450
4366,1,1451
4367,1,1452
4368,1,1453
4369,1,1454
4370,1,1455
4371,1,1456
4372,1,1457
4373,1,1458
4374,1,1459
4375,1,1534
4376,1,1535
4377,1,1536
4378,1,1541
4379,1,1561
4380,1,1562
4381,1,1563
4382,1,1564
4383,1,1565
4384,1,1566
4385,1,1567
4386,1,1568
4387,1,1569
4388,1,1570
4389,1,1571
4390,1,1572
4391,1,1573
4392,1,1574
4393,1,1575
4394,1,1576
4395,1,1583
4396,1,1584
4397,1,1585
4398,1,1586
4399,1,1587
4400,1,1588
4401,1,1589
4402,1,1590
4403,1,1591
4404,1,1592
4405,1,1593
4406,1,1594
4407,1,1595
4408,1,1596
4409,1,1597
4410,1,1598
4411,1,1599
4412,1,1600
4413,1,1611
4414,1,1612
4415,1,1613
4416,1,1614
4417,1,1615
4418,1,1616
4419,1,1617
4420,1,1618
4421,1,1630
4422,1,1631
4423,1,1632
4424,1,1633
4425,1,1634
4426,1,1635
4427,1,1636
4428,1,1637
4429,1,1638
4430,1,1639
4431,1,1640
4432,1,1641
4433,1,1642
4434,1,1693
4435,1,1694
4436,1,1695
4437,1,1696
4438,1,1697
4439,1,1698
4440,1,1699
4441,1,1709
4442,1,1710
4443,1,1711
4444,1,1712
4445,1,1829
4446,1,1830
4447,1,1831
4448,1,1832
4449,1,1833
4450,1,1834
4451,1,1835
4452,1,1836
4453,1,1837
4454,1,1838
4455,1,1839
4456,1,1840
4457,1,1841
4458,1,1842
4459,1,1843
4460,1,1844
4461,1,1845
4462,1,1846
4463,1,1847
4464,1,1848
4465,1,1849
4466,1,1850
4467,1,1851
4468,1,1852
4469,1,1853
4470,1,1854
4471,1,1855
4472,1,1856
4473,1,1857
4474,1,1858
4475,1,1859
4476,1,1860
4477,1,1861
4478,1,1862
4479,1,1863
4480,1,1864
4481,1,1865
4482,1,1866
4483,1,1867
4484,1,1868
4485,1,1869
4486,1,1870
4487,1,1871
4488,1,1872
4489,1,1873
4490,1,1874
4491,1,1875
4492,1,1876
4493,1,1877
4494,1,1878
4495,1,1879
4496,1,1880
4497,1,1881
4498,1,1882
4499,1,1883
4500,1,1884
4501,1,1885
4502,1,1886
4503,1,1887
4504,1,1888
4505,1,1889
4506,1,1890
4507,1,1891
4508,1,1892
4509,1,1893
4510,1,1894
4511,1,1895
4512,1,1896
4513,1,1897
4514,1,1898
4515,1,1899
4516,1,1900
4517,1,1901
4518,1,1902
4519,1,1903
4520,1,1904
4521,1,1905
4522,1,1906
4523,1,1907
4524,1,1908
4525,1,1909
4526,1,1910
4527,1,1911
4528,1,1912
4529,1,1913
4530,1,1914
4531,1,1915
4532,1,1916
4533,1,1917
4534,1,1918
4535,1,1919
4536,1,1920
4537,1,1921
4538,1,1922
4539,1,1923
4540,1,1924
4541,1,1925
4542,7,1987
4543,5,1988
4544,5,1989
4545,5,1990
4546,5,1991
4547,5,1992
4548,5,1993
4549,15,1994
4550,4,1996
4551,3,1997
4552,5,2001
4553,7,2002
4554,7,2003
4555,7,2004
4556,7,2005
4557,17,2006
4558,5,2007
4559,5,2008
4560,5,2009
4561,5,2010
4562,15,2011
4563,16,2012
4564,17,2013
4565,17,2014
4566,17,2015
4567,15,2016
4568,15,2017
4569,15,2018
4570,16,2019
4571,16,2020
4572,16,2021
4573,23,2042
4574,1,2044
4575,2,2049
4576,168,2086
4577,169,2087
4578,170,2088
4579,171,2089
4580,12,2090
4581,14,2104
4582,15,2105
4583,16,2106
4584,17,2107
4585,1,2120
4586,2,2123
4587,150,2149
4588,1,2155
4589,2,2156
4590,23,2157
4591,14,2158
4592,15,2159
4593,16,2160
4594,17,2161
4595,14,2165
4596,15,2166
4597,16,2167
4598,17,2168
4599,24,2173
4600,14,2215
4601,1,2216
4602,1,2217
4603,2,2218
4604,23,2219
4605,15,2421
4606,16,2422
4607,17,2426
4608,1,2428
4609,1,2547
4610,1,2548
4611,1,2549
4612,1,2550
4613,1,2551
4614,1,2554
4615,1,2555
4616,1,2563
4617,1,2564
4618,2,2565
4619,23,2566
4620,1,2574
4621,1,2575
4622,1,2576
4623,1,2577
4624,1,2578
4625,1,2587
4626,17,2608
4627,14,2609
4628,15,2610
4629,16,2611
4630,14,2645
4631,15,2646
4632,16,2647
4633,17,2648
4634,1,2670
4635,1,2671
4636,2,2672
4637,23,2673
4638,208,2677
4639,23,2681
4640,1,2718
4641,2,2720
4642,23,2722
4643,14,2723
4644,15,2724
4645,16,2727
4646,17,2729
4647,23,2731
4648,17,2735
4649,12,2739
4650,11,2740
4651,1,2741
4652,1,2742
4653,1,2743
4654,1,2744
4655,1,2745
4656,2,2746
4657,1,2747
4658,1,2748
4659,1,2749
4660,2,2750
4661,2,2751
4662,2,2752
4663,2,2753
4664,1,2754
4665,2,2755
4666,2,2756
4667,2,2757
4668,2,2758
4669,2,2761
4670,7,2772
4671,3,2773
4672,5,2774
4673,5,2775
4674,7,2776
4675,3,2777
4676,5,2778
4677,7,2779
4678,3,2780
4679,5,2781
4680,7,2782
4681,3,2783
4682,5,2784
4683,17,2785
4684,14,2786
4685,16,2788
4686,12,2795
4687,208,2802
4688,15,2820
4689,14,2821
4690,17,2822
4691,16,2823
4692,1,2833
4693,2,2834
4694,205,2845
4695,205,2846
4696,205,2847
4697,205,2848
4698,205,2849
4699,205,2850
4700,17,2864
4701,14,2865
4702,15,2866
4703,16,2867
4704,24,2871
4705,24,2872
4706,33,2873
4707,208,2874
4708,208,2875
4709,208,2876
4710,208,2877
4711,208,2878
4712,208,2879
4713,208,2880
4714,208,2881
4715,208,2882
4716,208,2883
4717,1,2884
4718,2,2885
4719,23,2886
4720,205,2893
4721,216,2894
4722,4,2897
4723,6,2898
4724,4,2899
4725,6,2900
4726,4,2901
4727,6,2902
4728,4,2903
4729,6,2904
4730,1,2908
4731,1,2909
4732,1,2910
4733,1,2911
4734,1,2912
4735,1,2913
