ID,CreatureModelDataID,PortraitCreatureDisplayInfoID,PlayerConditionID,TextureVariationFileDataID[0],TextureVariationFileDataID[1],TextureVariationFileDataID[2],TextureVariationFileDataID[3]
1,317,0,104735,0,0,0,0
6,14686,0,120226,1517002,0,0,0
7,14686,0,120226,1516995,0,0,0
8,14686,0,120226,1516999,0,0,0
9,14686,0,120226,1517003,0,0,0
10,14685,0,120226,370190,370185,0,0
11,14687,0,120226,0,0,0,0
12,14686,0,120226,1517011,0,0,0
13,14686,0,120226,1516996,0,0,0
14,14686,0,120226,1517000,0,0,0
15,14686,0,120226,1516995,0,0,0
16,14686,0,120226,1516997,0,0,0
17,14685,0,120226,370189,370189,0,0
18,14685,0,120226,370190,370190,0,0
19,11548,0,120226,2819552,0,0,0
20,11548,0,120226,2819552,0,0,0
21,11548,0,120226,2819552,0,0,0
22,11548,0,120226,2819553,0,0,0
23,172,0,120226,5778905,0,0,0
24,11548,0,120226,2819558,0,0,0
26,14689,0,120226,5838138,0,0,0
27,172,0,120226,5778906,0,0,0
28,172,0,120226,5778903,0,0,0
29,14685,0,120226,370185,370184,0,0
34,172,0,120226,5778906,0,0,0
35,14925,0,120226,1517011,0,0,0
36,14925,0,120226,5778899,0,0,0
37,14684,0,120226,5838138,0,0,0
38,14683,0,120226,5778899,1517017,0,0
42,10280,0,120583,1671561,0,0,0
43,14799,0,120226,5742602,0,0,0
44,11548,0,120226,2819555,0,0,0
45,14924,0,120226,2027912,1517016,0,0
46,14924,0,120226,1517026,2734981,0,0
48,11547,0,120226,4235397,4235398,0,0
49,172,0,120226,5778903,0,0,0
50,2296,0,122356,124642,0,0,0
51,14686,0,120226,1516995,0,0,0
52,14686,0,120226,1517003,0,0,0
53,14686,0,120226,1517014,0,0,0
54,14686,0,120226,1516994,0,0,0
55,14686,0,120226,1517005,0,0,0
56,14686,0,120226,1517010,0,0,0
57,14686,0,120226,1517007,0,0,0
58,14686,0,120226,1516995,0,0,0
59,14685,0,120226,370190,370190,0,0
60,14685,0,120226,370189,370189,0,0
61,14686,0,120226,1516995,0,0,0
62,14686,0,120226,1517009,0,0,0
63,14686,0,120226,1517005,0,0,0
64,14686,0,120226,1517005,0,0,0
65,14686,0,120226,1517000,0,0,0
66,14686,0,120226,1516997,0,0,0
67,14686,0,120226,1516998,0,0,0
68,14686,0,120226,1517000,0,0,0
69,14686,0,120226,1517003,0,0,0
70,14686,0,120226,1517003,0,0,0
71,14686,0,120226,1517010,0,0,0
72,14686,0,120226,1517002,0,0,0
73,14686,0,120226,1517006,0,0,0
74,14686,0,120226,1517007,0,0,0
76,14686,0,120226,1517007,0,0,0
77,14686,0,120226,1517008,0,0,0
78,14686,0,120226,1517002,0,0,0
79,14686,0,120226,1517005,0,0,0
80,14686,0,120226,1517004,0,0,0
81,14686,0,120226,1517000,0,0,0
82,14686,0,120226,1517000,0,0,0
83,14924,0,120226,2027912,1517016,0,0
84,14924,0,120226,2027912,1517016,0,0
85,14686,0,120226,1516998,0,0,0
86,14686,0,120226,1517000,0,0,0
87,14686,0,120226,1516998,0,0,0
90,14685,0,120226,370186,370184,0,0
93,14685,0,120226,370190,370183,0,0
96,14685,0,120226,370189,370183,0,0
99,14685,0,120226,370186,370186,0,0
100,14685,0,120226,370190,370185,0,0
101,14685,0,120226,370185,370185,0,0
102,14685,0,120226,370187,370187,0,0
103,14685,0,120226,370186,370184,0,0
104,14685,0,120226,370186,370187,0,0
105,14685,0,120226,370189,370189,0,0
106,14685,0,120226,370190,370186,0,0
107,11548,0,120226,2819555,0,0,0
108,11548,0,120226,2819552,0,0,0
109,11548,0,120226,2819555,0,0,0
110,11548,0,120226,2819555,0,0,0
111,11548,0,120226,2819555,0,0,0
112,11548,0,120226,2819552,0,0,0
113,11548,0,120226,2819555,0,0,0
114,11548,0,120226,2819555,0,0,0
115,172,0,120226,5778906,0,0,0
116,172,0,120226,5778903,0,0,0
117,172,0,120226,5778904,0,0,0
118,172,0,120226,5778905,0,0,0
119,11548,0,120226,2819553,0,0,0
120,11548,0,120226,2819558,0,0,0
121,11548,0,120226,2819558,0,0,0
122,11548,0,120226,2819557,0,0,0
123,172,0,120226,1121284,0,0,0
124,172,0,120226,1121286,0,0,0
125,172,0,120226,1121284,0,0,0
126,172,0,120226,1121284,0,0,0
127,172,0,120226,1121286,0,0,0
128,172,0,120226,1121284,0,0,0
129,172,0,120226,5778906,0,0,0
130,172,0,120226,1121284,0,0,0
131,172,0,120226,1121286,0,0,0
132,172,0,120226,1121284,0,0,0
133,14689,0,120226,3951268,0,0,0
134,14689,0,120226,5838140,0,0,0
135,14689,0,120226,3951267,0,0,0
136,14689,0,120226,3951267,0,0,0
137,14925,0,120226,1517006,0,0,0
138,14925,0,120226,1516995,0,0,0
139,14925,0,120226,1517002,0,0,0
140,172,0,120226,5778904,0,0,0
141,172,0,120226,5778905,0,0,0
142,172,0,120226,5778904,0,0,0
143,172,0,120226,5778905,0,0,0
144,172,0,120226,5778906,0,0,0
145,14684,0,120226,5838141,0,0,0
146,14684,0,120226,5838139,0,0,0
147,14684,0,120226,5838140,0,0,0
148,14925,0,120226,5778900,0,0,0
149,14925,0,120226,5778901,0,0,0
150,14925,0,120226,5778902,0,0,0
151,14683,0,120226,5778901,1517017,0,0
152,14683,0,120226,5778900,1517017,0,0
153,14683,0,120226,5778902,1517017,0,0
154,14924,0,120226,1517036,2734983,0,0
155,14924,0,120226,1517021,2734980,0,0
156,14924,0,120226,1517036,2734982,0,0
158,11547,0,120226,2819605,2819604,0,0
159,14686,0,120226,1517010,0,0,0
160,14992,0,34450,123494,123485,123476,0
161,12751,0,120226,5838140,3995561,0,0
162,12751,0,120226,5838138,3995561,0,0
163,12751,0,120226,5838141,3995561,0,0
164,15071,0,120226,5838139,3995561,0,0
165,14570,0,123599,5525265,0,0,0
166,12751,0,120226,3951267,3995561,0,0
167,12751,0,120226,5838140,3995561,0,0
168,12751,0,120226,3951264,3995561,0,0
169,12751,0,120226,3951268,3995709,0,0
170,14684,0,120226,3951267,0,0,0
171,14684,0,120226,5838140,0,0,0
172,14684,0,120226,3951264,0,0,0
173,14684,0,120226,5838141,0,0,0
174,14684,0,120226,5838140,0,0,0
175,14684,0,120226,3951265,0,0,0
176,12751,0,120226,3951267,3995561,0,0
177,12751,0,120226,3951265,3995561,0,0
178,12751,0,120226,5838138,3995561,0,0
179,12751,0,120226,5838141,3995561,0,0
180,12751,0,120226,5838139,3995561,0,0
