ID,MapID,PlayerConditionID
174,451,0
181,451,0
183,451,0
185,1642,0
188,1760,0
195,1642,0
196,1861,0
197,1861,0
198,1861,0
201,1655,0
203,1642,0
205,1643,0
206,1060,0
310,1841,0
333,1862,0
334,1771,0
335,1642,0
341,1862,0
342,1862,0
343,1862,0
344,1862,0
346,1771,0
347,1771,0
348,1918,0
349,1918,0
350,1918,0
351,1918,0
352,1918,0
353,1594,0
354,1594,0
355,1594,0
356,1594,0
357,1594,0
358,1594,0
359,1594,0
360,1594,0
361,1594,0
362,1594,0
363,1594,0
364,1594,0
366,1642,0
367,1643,0
368,1643,0
369,1642,0
370,1642,0
371,1642,0
372,1642,0
373,1643,0
374,1643,0
375,1643,0
376,1643,0
377,1643,0
378,1643,0
379,1643,0
380,1643,0
381,1643,0
384,1643,0
385,1643,0
386,1643,0
387,1643,0
388,1643,0
389,1643,0
390,1643,0
391,1643,0
392,1643,0
394,1643,0
395,1643,0
396,1643,0
397,1643,0
398,1643,0
399,1643,0
400,1643,0
401,1643,0
402,1643,0
403,1643,0
404,1642,0
405,1642,0
406,1642,0
407,1642,0
408,1642,0
409,1642,0
410,1642,0
411,1642,0
412,1642,0
413,1642,0
414,1642,0
415,1642,0
416,1642,0
417,1642,0
418,1642,0
419,1642,0
420,1642,0
421,1642,0
422,1642,0
423,1642,0
424,1642,0
425,1642,0
426,1642,0
427,1642,0
428,1642,0
429,1882,0
430,1906,0
431,1906,0
432,1906,0
433,1906,0
434,1906,0
435,1594,0
436,1594,0
437,1594,0
438,1594,0
440,1862,0
443,1643,0
444,1643,0
469,2124,0
470,2124,0
471,2124,0
472,2124,0
473,2124,0
474,2124,0
475,2124,0
480,2106,0
481,2106,0
482,2070,0
487,2169,0
489,2132,0
492,2132,0
496,1718,0
497,2164,0
499,2164,0
502,1718,0
503,2164,0
504,2164,0
505,2164,0
506,2164,0
507,2164,0
508,2164,0
509,2164,0
512,2164,0
513,2164,0
514,2164,0
515,2164,0
516,2164,0
517,2164,0
519,1718,0
520,1718,0
521,1718,0
522,1718,0
523,1718,0
524,1718,0
525,1718,0
526,1718,0
527,1718,0
528,1718,0
529,1718,0
530,1718,0
531,1718,0
532,1718,0
533,1718,0
535,2222,0
536,2222,0
538,2222,0
539,2222,0
540,2222,0
541,2222,0
542,2222,0
543,2222,0
544,2222,0
545,2222,0
546,2222,0
548,2222,0
549,2222,0
550,2222,0
551,2222,0
552,2222,0
553,2222,0
554,2222,0
555,2222,0
561,2222,0
562,2222,0
563,2222,0
564,2222,0
565,2222,0
566,2222,0
574,2222,0
583,2222,0
585,2222,0
586,2222,0
587,2222,0
588,2222,0
596,2222,0
679,2222,0
680,2222,0
681,2222,0
682,2222,0
683,2222,0
684,2222,0
685,2222,0
686,2222,0
687,2222,0
688,2222,0
689,2222,0
690,2222,0
691,2222,0
692,2222,0
693,2222,0
694,2222,0
695,2222,0
698,2222,0
701,2291,0
702,2222,0
703,2222,0
704,2222,0
705,2222,0
706,2222,0
707,2222,0
708,2222,0
709,2222,0
710,2222,0
711,2222,0
712,2222,0
713,2222,0
714,2222,0
715,2222,0
716,2222,0
717,2222,0
718,2222,0
719,2222,0
720,2222,0
721,2222,0
722,2222,0
723,2222,0
724,2222,0
725,2222,0
726,2222,0
727,2222,0
728,2222,0
729,2222,0
730,2222,0
731,2222,0
732,2222,0
742,2222,0
743,2222,0
744,2222,0
745,2222,0
746,2222,0
747,2222,0
748,2222,0
749,2222,0
750,2222,0
751,2222,0
752,2222,0
754,2290,0
755,2290,0
777,2222,0
778,2222,0
779,2222,0
780,2222,0
781,2222,0
782,2222,0
783,2222,0
784,2222,0
785,2222,0
786,2222,0
787,2222,0
788,2222,0
789,2222,0
790,2222,0
791,2222,0
792,2222,0
793,2222,0
794,2222,0
795,2222,0
796,2222,0
797,2222,0
798,2222,0
799,2222,0
800,2222,0
801,2222,0
802,2222,0
803,2222,0
804,2222,0
805,2222,0
806,2222,0
807,2222,0
808,2222,0
809,2222,0
811,2222,0
812,2222,0
813,2222,0
814,2222,0
815,2222,0
816,2222,0
817,2222,0
818,2222,0
819,2222,0
820,2222,0
821,2222,0
822,2222,0
823,2222,0
830,2222,79261
831,2222,79260
832,2222,79263
833,2222,79262
834,2222,79259
835,2222,79264
836,2222,79243
837,2222,79243
838,2222,79245
839,2222,79245
840,2222,79244
841,2222,79244
842,2222,79244
843,2222,79242
844,2222,79240
845,2222,79241
858,2222,79252
865,2222,79254
866,2222,79257
867,2222,79256
868,2222,79253
869,2222,79255
871,2222,0
878,2222,0
879,2222,0
880,2222,0
881,2222,0
882,2222,0
883,2222,0
884,2222,0
885,2222,0
893,2450,0
938,2222,0
980,2444,0
994,2481,0
999,2361,0
1000,2361,0
1001,2444,0
1002,2444,0
1003,2444,0
1004,2444,0
1005,2444,0
1006,2444,0
1007,2444,0
1008,2444,0
1009,2444,0
1010,2444,0
1011,2444,0
1027,2444,0
1046,2444,0
1047,2444,0
1050,2444,0
1051,2444,0
1052,2444,0
1053,2444,0
1054,2444,0
1055,2444,0
1056,2444,0
1057,2444,0
1058,2444,0
1059,2444,0
1061,2444,0
1062,2444,0
1063,2444,0
1064,2444,0
1065,2444,0
1066,2444,0
1067,2444,0
1068,2444,0
1069,2444,0
1070,2444,0
1071,2444,0
1072,2444,0
1073,2444,0
1074,2444,0
1075,2444,0
1076,2444,0
1077,2444,0
1078,2444,0
1079,2444,0
1080,2444,0
1081,2444,0
1082,2444,0
1083,2444,0
1084,2444,0
1085,2444,0
1086,2444,0
1087,2444,0
1088,2444,0
1089,2444,0
1092,2520,0
1093,2444,0
1096,2444,0
