ID,ContainerID,DummyItemID,TreasureID,SpellID,OnCompleteSpellID,Duration,MaxShipments,GarrFollowerID,Flags
1,2,85541,29838,156944,0,30,0,0,0
2,2,85542,37478,156944,0,60,1,0,0
3,2,85543,32512,156944,0,90,0,0,0
4,3,110508,39711,156944,0,10,8,0,0
59,30,88496,53026,161412,0,72000,0,0,0
60,31,108996,54516,172853,0,14400,0,0,0
71,36,114677,55378,168507,0,14400,0,0,0
72,37,111556,55010,172859,0,14400,0,0,0
82,32,114999,56710,177829,0,14400,0,0,0
83,32,114999,56713,177831,0,14400,0,0,0
85,32,115002,56711,177832,0,14400,0,0,0
86,32,115002,56714,177833,0,14400,0,0,0
88,32,115005,56712,177827,0,14400,0,0,0
89,32,115005,57279,177828,0,14400,0,0,0
103,49,108257,55774,171949,0,14400,0,0,0
104,50,110611,55722,172858,0,14400,0,0,0
105,51,115524,55552,172857,0,14400,0,0,0
106,52,115504,55960,172854,0,14400,0,0,0
107,53,111366,55962,172855,0,14400,0,0,0
108,54,112377,55961,172856,0,14400,0,0,0
109,55,116054,55529,170693,0,14400,0,0,0
110,56,116055,55531,170696,0,14400,0,0,0
113,49,112971,51117,171885,0,0,1,0,0
114,31,116842,55792,172833,0,0,1,0,0
115,52,116844,55794,172834,0,0,1,0,0
116,53,116845,55795,172835,0,0,1,0,0
117,54,116846,55796,172836,0,0,1,0,0
118,51,116843,55793,172837,0,0,1,0,0
119,50,116840,55790,172838,0,0,1,0,0
120,37,116841,55791,172839,0,0,1,0,0
121,57,108996,54516,172853,0,14400,0,0,0
122,57,116842,55792,173063,0,0,1,0,0
123,58,108257,55774,171949,0,14400,0,0,0
124,58,112971,51117,171885,0,0,1,0,0
125,59,115504,55960,172854,0,14400,0,0,0
126,59,116844,55794,173064,0,0,1,0,0
127,60,111366,55962,172855,0,14400,0,0,0
128,60,116845,55795,173062,0,0,1,0,0
129,61,112377,55961,172856,0,14400,0,0,0
130,61,116846,55796,173060,0,0,1,0,0
131,62,115524,55552,172857,0,14400,0,0,0
132,62,116843,55793,173059,0,0,1,0,0
133,63,110611,55722,172858,0,14400,0,0,0
134,63,116840,55790,173058,0,0,1,0,0
135,64,111556,55010,172859,0,14400,0,0,0
136,64,116841,55791,173057,0,0,1,0,0
137,65,118042,55987,173348,0,14400,0,0,0
138,66,118111,55994,174292,0,14400,0,0,0
143,66,118111,55994,174298,0,14400,0,0,0
144,66,118111,55994,174300,0,14400,0,0,0
145,66,118111,55994,174296,0,14400,0,0,0
146,66,118111,55994,174299,0,14400,0,0,0
147,66,118111,55994,174297,0,14400,0,0,0
148,66,118111,55994,174294,0,14400,0,0,0
149,66,118111,55994,174295,0,14400,0,0,0
150,66,118111,55994,174293,0,14400,0,0,0
151,66,118111,55994,174301,0,14400,0,0,0
152,66,118111,55994,173448,0,14400,0,0,0
154,70,118111,55994,175235,0,14400,0,0,0
155,70,118111,55994,175234,0,14400,0,0,0
156,70,118111,55994,175233,0,14400,0,0,0
157,70,118111,55994,175232,0,14400,0,0,0
158,70,118111,55994,175231,0,14400,0,0,0
159,70,118111,55994,175230,0,14400,0,0,0
160,70,118111,55994,175229,0,14400,0,0,0
161,70,118111,55994,175228,0,14400,0,0,0
162,70,118111,55994,175227,0,14400,0,0,0
163,70,118111,55994,175226,0,14400,0,0,0
164,70,118111,55994,175225,0,14400,0,0,0
169,74,119437,57270,177205,0,72000,0,0,0
170,75,119436,57270,177208,0,72000,0,0,0
175,77,120204,58144,178195,0,14400,0,0,0
176,78,120204,58144,178196,0,14400,0,0,0
177,79,116055,55531,178656,0,14400,0,0,0
178,80,116054,55529,178655,0,14400,0,0,0
196,66,118111,55994,180787,0,14400,0,0,0
200,70,118111,55994,180788,0,14400,0,0,0
203,100,122589,60027,181564,0,14400,0,0,0
204,101,122589,60027,181677,0,14400,0,0,0
206,103,126952,60746,185781,185603,1800,0,0,0
210,104,126983,60747,185844,185842,7200,0,0,0
212,105,127134,60776,186221,186222,3600,0,0,0
215,106,127135,60775,186220,186223,1800,0,0,0
220,107,126986,60777,186219,186225,7200,0,0,0
222,109,127135,60775,188361,191189,60,0,0,0
224,111,128301,60747,189226,189660,7200,0,0,0
225,112,128302,60776,189228,189659,3600,0,0,0
226,113,128303,60746,189246,189658,1800,0,0,0
227,114,126952,60746,190000,191190,60,0,0,0
228,115,128303,60746,190001,191190,60,0,0,0
232,119,126952,60746,191256,191191,60,0,0,0
234,121,128303,60746,191372,191191,60,0,0,0
235,122,133877,64329,202349,0,14400,0,0,0
236,122,133886,64330,202395,0,14400,0,0,0
237,122,133915,64331,202396,0,14400,0,0,0
238,122,133914,64332,202397,0,14400,0,0,0
239,122,133916,64333,202398,0,14400,0,0,0
240,122,133917,64334,202399,0,14400,0,0,0
241,122,133918,64335,202400,0,14400,0,0,0
242,122,133919,64336,202401,0,14400,0,0,0
243,122,133920,64337,202402,0,14400,0,0,0
244,122,133921,64338,202403,0,14400,0,0,0
245,122,133922,64339,202404,0,14400,0,0,0
246,122,133923,64340,202405,0,14400,0,0,0
247,122,133846,64376,202580,0,13,1,0,0
249,124,0,65632,207899,207900,1800,4,622,1
250,125,0,65637,208016,208017,1800,3,629,1
251,126,136405,65638,208018,208019,1800,3,0,1
254,128,0,65959,210560,210562,1800,3,741,1
255,129,0,65960,210565,210566,1800,4,649,1
256,130,136845,65961,210568,210567,3600,0,0,1
257,131,0,65990,210915,210878,1800,4,660,1
258,132,0,65993,210851,210881,1800,3,659,1
259,133,136940,65994,210936,210882,10,1,0,0
260,134,0,65995,210938,210883,1800,4,662,1
261,135,0,65996,210939,210884,1800,3,663,1
262,136,136943,65997,210940,210885,10,1,0,0
263,137,0,65998,210941,210886,1800,4,665,1
264,138,0,65999,210943,210887,1800,3,666,1
265,139,136946,66000,210944,210888,10,1,0,0
266,140,0,66001,218709,218710,1800,4,763,1
267,141,0,66002,210949,210890,1800,3,669,1
268,142,136949,66003,210950,210892,10,1,0,0
269,143,0,66004,210951,210893,1800,4,671,1
270,144,0,66005,210952,210894,1800,3,672,1
271,145,136952,66006,210953,210895,10,1,0,0
272,146,0,66007,210954,210898,1800,4,674,1
273,147,0,66008,210955,210899,1800,3,675,1
274,148,136955,66009,210956,210900,10,1,0,0
275,149,0,66010,210957,210901,1800,4,677,1
276,150,0,66011,210958,210902,1800,3,679,1
277,151,136958,66012,210959,210903,10,1,0,0
278,152,0,66013,210960,210904,1800,4,680,1
279,153,0,66014,210961,210905,1800,3,907,1
280,154,136961,66015,210962,210906,10,1,0,0
281,155,0,66016,210963,210907,1800,3,685,1
282,156,0,66017,210964,219745,1800,4,683,1
283,157,0,66019,210965,210910,43200,1,944,1
284,158,0,66020,210966,210911,1800,4,686,1
285,159,0,66021,210967,210912,1800,3,687,1
286,160,136967,66022,210968,210914,10,1,0,0
287,161,136405,65638,208018,208019,1800,3,0,1
289,163,137247,65637,212394,212395,1800,3,0,1
290,164,0,66026,211114,211116,43200,1,946,1
291,165,137226,65632,212279,212281,1800,4,0,1
292,166,138388,65960,215673,215674,900,4,0,1
293,167,138390,65961,215718,215719,3600,1,0,1
294,168,138872,65959,217592,217594,1800,2,0,1
295,125,0,65637,212394,212395,1800,3,630,1
296,124,0,65632,212279,212281,1800,4,627,1
297,156,0,66017,218300,218301,1800,4,750,1
298,155,0,66016,218302,218303,1800,3,754,1
299,128,0,65959,217592,217594,1800,3,767,1
300,129,0,65960,215673,215674,1800,4,738,1
301,143,0,66004,218653,218655,1800,4,799,1
302,144,0,66005,218661,218662,1800,3,800,1
303,131,0,65990,218695,218696,1800,4,769,1
304,132,0,65993,218705,218706,1800,3,768,1
305,141,0,66002,210950,210892,1800,3,670,1
306,140,0,66001,210945,210889,1800,4,668,1
307,146,0,66007,218725,218726,1800,4,770,1
308,147,0,66008,218727,218728,1800,3,771,1
309,158,0,66020,218742,218743,1800,4,688,1
310,159,0,66021,218744,218746,1800,3,852,1
313,138,0,65999,218908,218909,1800,3,877,1
314,137,0,65998,218905,218906,1800,4,876,1
315,134,0,65995,219168,219169,1800,4,664,1
316,135,0,65996,219170,219172,1800,3,894,1
317,152,0,66013,219313,219314,1800,4,681,1
318,153,0,66014,219330,219332,1800,3,682,1
319,171,139308,67122,219343,0,43200,4,0,0
321,129,0,65960,219621,219732,5,1,649,0
322,156,0,66017,219743,219745,5,1,683,0
323,124,0,65632,219765,219766,5,1,622,0
324,158,0,66020,219776,219777,5,1,686,0
325,152,0,66013,219781,219782,5,1,680,0
326,146,0,66007,219783,219784,5,1,674,0
327,131,0,65990,219787,219789,5,1,660,0
328,143,0,66004,219790,219791,5,1,671,1
329,140,0,66001,219792,219793,5,1,763,0
330,137,0,65998,219796,219797,5,1,665,0
331,134,0,65995,219801,219802,5,1,662,0
332,149,0,66010,219886,219887,1800,4,678,1
