ID,MapID,UiMapID,Flags,NumPoints,QuestID,ObjectiveIndex,ObjectiveID,PlayerConditionID,NavigationPlayerConditionID
22296,0,37,1,1,11,-1,0,0,0
22297,0,37,1,8,11,0,252108,0,0
22298,0,37,1,5,11,0,252108,0,0
22386,0,37,1,1,35,-1,0,0,0
22388,0,37,1,1,37,-1,0,0,0
22425,0,37,1,1,40,-1,0,0,0
22426,0,37,1,1,45,-1,0,0,0
22427,0,37,1,1,46,-1,0,0,0
22428,0,37,1,6,46,0,254717,0,0
22429,0,37,1,7,46,0,254717,0,0
22430,0,37,1,8,46,0,254717,0,0
22431,0,37,1,1,47,-1,0,0,0
22432,0,37,1,8,47,0,251758,0,0
22433,0,37,1,9,47,0,251758,0,0
22445,0,37,1,1,54,-1,0,0,0
22460,0,37,1,1,59,-1,0,0,0
22461,0,37,1,1,60,-1,0,0,0
22462,0,37,1,9,60,0,251686,0,0
22465,0,37,1,1,62,-1,0,0,0
22466,0,37,1,6,62,0,252033,0,0
22478,0,37,1,1,71,-1,0,0,0
22483,0,37,1,1,76,-1,0,0,0
22484,0,37,1,6,76,0,252154,0,0
22493,0,37,1,1,83,-1,0,0,0
22494,0,37,1,9,83,0,251970,0,0
22495,0,37,1,4,83,0,251970,0,0
22496,0,37,1,11,83,0,251970,0,0
22497,0,37,1,6,83,0,251970,0,0
22498,0,37,1,9,83,0,251970,0,0
22499,0,37,1,11,83,0,251970,0,0
22500,0,37,1,4,83,0,251970,0,0
22501,0,37,1,1,84,-1,0,0,0
22502,0,37,1,1,85,-1,0,0,0
22503,0,37,1,1,86,-1,0,0,0
22504,0,37,1,12,86,0,252189,0,0
22505,0,37,1,1,87,-1,0,0,0
22506,0,37,1,1,87,0,252453,0,0
22507,0,37,1,1,88,-1,0,0,0
22508,0,37,1,1,88,0,254941,0,0
22577,0,37,3,1,106,-1,0,0,0
22578,0,37,1,1,107,-1,0,0,0
22581,0,37,1,1,111,-1,0,0,0
22582,0,37,1,1,112,-1,0,0,0
22583,0,37,1,11,112,0,251961,0,0
22585,0,47,1,1,114,-1,0,0,0
22603,0,37,0,1,123,-1,0,0,0
22644,0,37,3,1,147,-1,0,0,0
22645,0,37,1,1,147,0,254511,0,0
22718,0,37,0,1,176,-1,0,0,0
22727,0,427,1,1,182,-1,0,0,0
22728,0,427,1,6,182,0,252430,0,0
22792,0,427,1,1,218,-1,0,0,0
22793,0,428,1,1,218,0,255116,0,0
22987,0,27,0,1,313,-1,0,0,0
22988,0,27,0,1,313,0,252811,0,0
22989,0,27,1,1,314,-1,0,0,0
22990,0,27,1,1,314,0,253054,0,0
22991,0,27,1,1,315,-1,0,0,0
22992,0,27,1,10,315,0,255090,0,0
23186,0,27,1,1,384,-1,0,0,0
23225,0,27,1,1,412,-1,0,0,0
23290,0,27,0,1,432,-1,0,0,0
23291,0,27,0,10,432,0,253130,0,0
23292,0,27,1,1,433,-1,0,0,0
23293,0,27,1,6,433,0,255191,0,0
23294,0,27,1,8,433,0,255191,0,0
23371,1,57,1,1,475,-1,0,0,0
23372,1,57,1,1,476,-1,0,0,0
23382,1,57,0,1,483,-1,0,0,0
23383,1,61,0,1,483,0,253872,0,0
23384,1,61,0,1,483,1,253873,0,0
23385,1,61,0,1,483,2,253874,0,0
23386,1,61,0,1,483,3,253875,0,0
23395,1,57,1,1,486,-1,0,0,0
23396,1,57,1,1,486,0,254069,0,0
23397,1,57,1,1,487,-1,0,0,0
23398,1,57,1,7,487,0,253890,0,0
23399,1,57,1,1,488,-1,0,0,0
23400,1,57,1,10,488,0,253736,0,0
23401,1,57,1,6,488,0,253736,0,0
23402,1,57,1,4,488,0,253736,0,0
23403,1,57,1,5,488,0,253736,0,0
23404,1,57,1,5,488,1,253737,0,0
23405,1,57,1,5,488,1,253737,0,0
23406,1,57,1,6,488,1,253737,0,0
23407,1,57,1,8,488,2,253738,0,0
23408,1,57,1,9,488,2,253738,0,0
23409,1,57,1,6,488,2,253738,0,0
23438,1,57,1,1,489,-1,0,0,0
23439,1,57,1,10,489,0,255406,0,0
23968,1,7,1,1,743,-1,0,0,0
23969,1,7,1,8,743,0,254150,0,0
23970,1,7,1,8,743,0,254150,0,0
23971,1,7,1,1,744,-1,0,0,0
23972,1,7,1,8,744,0,254296,0,0
23973,1,7,1,7,744,0,254296,0,0
23974,1,7,1,4,744,0,254296,0,0
23975,1,7,1,7,744,0,254296,0,0
23976,1,7,1,5,744,1,254297,0,0
23977,1,7,1,9,744,1,254297,0,0
23978,1,7,1,8,744,1,254297,0,0
24001,1,7,1,1,749,-1,0,0,0
24004,1,7,1,1,751,-1,0,0,0
24020,1,7,1,1,761,-1,0,0,0
24021,1,7,1,6,761,0,254447,0,0
24023,1,7,1,9,761,0,254447,0,0
24025,1,7,3,5,761,0,254447,0,0
24027,1,7,3,5,761,0,254447,0,0
24050,1,7,1,1,773,-1,0,0,0
24180,1,1,1,1,834,-1,0,0,0
24181,1,1,1,4,834,0,254197,0,0
24182,1,1,1,4,834,0,254197,0,0
24183,1,1,1,1,835,-1,0,0,0
24185,1,1,1,8,835,0,253951,0,0
24209,1,10,1,1,845,-1,0,0,0
24210,1,10,3,12,845,0,254207,0,0
24223,1,10,1,1,848,-1,0,0,0
24224,1,10,1,8,848,0,254298,0,0
24229,1,10,1,1,850,-1,0,0,0
24230,1,10,1,1,850,0,254860,0,0
24231,1,10,3,1,851,-1,0,0,0
24232,1,10,3,1,851,0,254582,0,0
24234,1,10,1,1,852,-1,0,0,0
24262,1,10,1,1,867,-1,0,0,0
24263,1,10,1,12,867,0,254952,0,0
24268,1,10,1,1,869,-1,0,0,0
24269,1,10,3,4,869,0,255104,0,0
24270,1,10,3,1,870,-1,0,0,0
24271,1,10,1,4,870,0,254343,0,0
24272,1,10,1,1,871,-1,0,0,0
24276,1,10,1,6,871,0,254389,0,0
24277,1,10,1,1,872,-1,0,0,0
24278,1,10,1,6,872,0,254496,0,0
24279,1,10,1,6,872,1,254497,0,0
24280,1,10,1,1,872,2,254498,0,0
24283,1,10,1,1,875,-1,0,0,0
24284,1,10,1,10,875,0,254520,0,0
24285,1,10,1,1,876,-1,0,0,0
24286,1,10,1,1,876,0,254485,0,0
24287,1,10,1,1,877,-1,0,0,0
24288,1,10,1,1,877,0,254491,0,0
24301,1,10,1,1,880,-1,0,0,0
24302,1,10,1,7,880,0,254404,0,0
24303,1,10,1,7,880,0,254404,0,0
24358,1,10,1,1,903,-1,0,0,0
24359,1,10,1,7,903,0,254989,0,0
24360,1,10,1,8,903,0,254989,0,0
24361,1,10,1,5,903,0,254989,0,0
24363,1,10,1,4,903,0,254989,0,0
24370,1,10,1,1,905,-1,0,0,0
24387,1,57,0,1,918,-1,0,0,0
24388,1,57,0,12,918,0,254123,0,0
24389,1,57,0,1,918,32,0,0,0
24390,1,57,0,1,919,-1,0,0,0
24391,1,57,0,12,919,0,254533,0,0
24394,1,57,0,1,922,-1,0,0,0
24397,1,57,1,1,923,-1,0,0,0
24398,1,57,1,9,923,0,254706,0,0
24406,1,57,1,1,930,-1,0,0,0
24407,1,57,1,1,931,-1,0,0,0
24408,1,57,1,1,932,-1,0,0,0
24409,1,57,1,1,932,0,255128,0,0
24410,1,57,0,1,933,-1,0,0,0
24414,1,57,1,1,937,-1,0,0,0
24415,1,57,1,11,937,0,255333,0,0
24519,1,57,1,1,997,-1,0,0,0
24807,1,70,1,1,1168,-1,0,0,0
24808,1,70,1,9,1168,0,254654,0,0
24809,1,70,1,5,1168,0,254654,0,0
24810,1,70,1,5,1168,1,254655,0,0
24811,1,70,1,9,1168,1,254655,0,0
24812,1,70,1,5,1168,2,254656,0,0
24813,1,70,1,12,1168,2,254656,0,0
24864,1,70,1,1,1201,-1,0,0,0
24865,1,70,1,5,1201,0,254837,0,0
24866,1,70,1,4,1201,0,254837,0,0
24867,1,70,1,1,1202,-1,0,0,0
24868,1,70,1,1,1202,0,255308,0,0
25089,1,66,1,1,1454,-1,0,0,0
25090,1,65,1,1,1455,-1,0,0,0
25091,1,65,1,1,1456,-1,0,0,0
25092,1,66,1,1,1456,-1,0,0,0
25093,1,65,1,8,1456,0,256208,0,0
25094,1,65,1,4,1456,0,256208,0,0
25572,1,57,1,1,2438,-1,0,0,0
25573,1,57,1,1,2438,0,256746,0,0
25577,1,57,1,1,2459,-1,0,0,0
25578,1,57,1,6,2459,0,256736,0,0
25579,1,57,1,1,2459,1,256737,0,0
25591,1,57,0,1,2499,-1,0,0,0
25596,1,57,1,1,2518,-1,0,0,0
25597,1,57,1,1,2518,0,256358,0,0
25607,1,61,1,1,2541,-1,0,0,0
25608,1,57,1,4,2541,0,255888,0,0
25609,1,57,1,6,2541,0,255888,0,0
25610,1,57,1,6,2541,0,255888,0,0
25611,1,57,1,6,2541,0,255888,0,0
25612,1,57,1,10,2541,0,255888,0,0
25613,1,57,1,4,2541,0,255888,0,0
25614,1,60,1,1,2561,-1,0,0,0
26001,0,427,0,1,3361,-1,0,0,0
26002,0,427,0,1,3361,0,257048,0,0
26003,0,427,0,1,3361,1,257049,0,0
26004,0,427,0,1,3361,2,257050,0,0
26260,1,10,1,1,4021,-1,0,0,0
26957,1,66,1,1,5421,-1,0,0,0
27043,0,37,1,1,5545,-1,0,0,0
27044,0,37,1,7,5545,0,258677,0,0
27046,1,66,1,1,5581,-1,0,0,0
27047,1,66,1,4,5581,0,257845,0,0
27427,1,63,1,1,6442,-1,0,0,0
27428,1,63,1,9,6442,0,257890,0,0
27429,1,63,1,10,6442,0,257890,0,0
27520,1,63,1,1,6641,-1,0,0,0
28248,1,81,0,1,8279,-1,0,0,0
28249,1,81,0,1,8279,0,257342,0,0
28250,1,81,0,1,8279,1,257343,0,0
28251,1,81,0,1,8279,2,257344,0,0
28264,1,81,0,1,8284,-1,0,0,0
28266,1,81,0,10,8284,0,257826,0,0
28267,1,81,0,1,8285,-1,0,0,0
28270,1,81,0,1,8287,-1,0,0,0
28287,1,81,0,1,8304,-1,0,0,0
28288,1,81,0,1,8304,0,257224,0,0
28289,1,81,0,1,8304,1,257225,0,0
28291,1,81,0,1,8306,-1,0,0,0
28294,1,81,1,1,8309,-1,0,0,0
28295,1,81,1,1,8310,-1,0,0,0
28296,1,81,1,12,8310,0,256834,0,0
28303,1,81,1,1,8314,-1,0,0,0
28310,1,81,0,1,8320,-1,0,0,0
28311,1,81,0,11,8320,0,255854,0,0
28312,1,81,0,9,8320,0,255854,0,0
28313,1,81,0,10,8320,0,255854,0,0
28314,1,81,0,1,8321,-1,0,0,0
28315,1,81,0,1,8321,0,255544,0,0
28316,1,81,0,1,8323,-1,0,0,0
28318,530,94,1,1,8325,-1,0,0,0
28319,530,94,1,11,8325,0,256221,0,0
28320,530,467,1,1,8326,-1,0,0,0
28321,530,467,1,7,8326,0,256445,0,0
28332,530,467,1,1,8334,-1,0,0,0
28333,530,467,1,10,8334,0,256853,0,0
28334,530,467,1,12,8334,1,256854,0,0
28335,530,467,1,1,8335,-1,0,0,0
28336,530,467,1,10,8335,0,256930,0,0
28337,530,467,1,3,8335,1,256931,0,0
28338,530,467,1,1,8335,2,256932,0,0
28356,530,94,1,1,8347,-1,0,0,0
28359,530,94,1,1,8350,-1,0,0,0
28459,530,94,0,1,8463,-1,0,0,0
28460,530,94,0,12,8463,0,260235,0,0
28470,530,94,0,1,8468,-1,0,0,0
28471,530,94,0,1,8468,0,259624,0,0
28475,530,94,1,1,8472,-1,0,0,0
28476,530,94,1,4,8472,0,259530,0,0
28477,530,94,1,5,8472,0,259530,0,0
28478,530,94,1,1,8473,-1,0,0,0
28479,530,94,1,11,8473,0,259685,0,0
28481,530,94,1,1,8475,-1,0,0,0
28482,530,94,1,8,8475,0,260489,0,0
28483,530,94,1,1,8476,-1,0,0,0
28484,530,94,1,4,8476,0,259031,0,0
28485,530,94,1,6,8476,0,259031,0,0
28486,530,94,1,7,8476,0,259031,0,0
28487,530,94,1,6,8476,1,259032,0,0
28488,530,94,1,6,8476,1,259032,0,0
28489,530,94,1,4,8476,1,259032,0,0
28490,530,94,1,1,8477,-1,0,0,0
28491,530,94,1,1,8477,0,258752,0,0
28493,530,94,1,1,8479,-1,0,0,0
28494,530,94,1,1,8479,0,260136,0,0
28495,530,94,1,1,8480,-1,0,0,0
28496,530,94,1,8,8480,0,260261,0,0
28498,530,94,0,1,8482,-1,0,0,0
28499,530,94,0,1,8483,-1,0,0,0
28500,530,94,0,1,8483,0,260459,0,0
28503,530,94,1,1,8486,-1,0,0,0
28504,530,94,1,8,8486,0,260082,0,0
28505,530,94,1,8,8486,1,260083,0,0
28506,530,94,1,1,8487,-1,0,0,0
28507,530,94,1,6,8487,0,259712,0,0
28509,530,94,1,1,8488,-1,0,0,0
28511,530,95,1,1,8490,-1,0,0,0
28512,530,94,1,1,8491,-1,0,0,0
28514,530,94,1,4,8491,0,256671,0,0
28516,530,94,1,6,8491,0,256671,0,0
28519,530,94,1,8,8491,0,256671,0,0
28520,530,94,1,5,8491,0,256671,0,0
28937,530,94,1,1,8884,-1,0,0,0
28938,530,94,1,10,8884,0,259418,0,0
28939,530,94,1,1,8885,-1,0,0,0
28940,530,94,1,1,8885,0,260328,0,0
28941,530,94,1,1,8886,-1,0,0,0
28942,530,94,1,8,8886,0,260412,0,0
28943,530,94,0,1,8887,-1,0,0,0
28945,530,94,1,1,8889,-1,0,0,0
28946,530,94,1,1,8889,0,259331,0,0
28947,530,94,1,1,8889,1,259332,0,0
28948,530,94,1,1,8889,2,259333,0,0
28949,530,94,1,1,8890,-1,0,0,0
28950,530,94,1,1,8891,-1,0,0,0
28951,530,94,1,1,8892,-1,0,0,0
28952,530,94,1,7,8892,0,257349,0,0
28953,530,94,1,7,8892,1,257350,0,0
28955,530,94,1,1,8894,-1,0,0,0
28956,530,94,1,12,8894,0,252830,0,0
28957,530,94,1,11,8894,1,252831,0,0
29237,530,94,1,1,9062,-1,0,0,0
29238,530,94,1,1,9062,0,260447,0,0
29240,530,94,1,1,9064,-1,0,0,0
29241,530,94,1,1,9064,0,259342,0,0
29244,530,94,1,1,9066,-1,0,0,0
29245,530,94,1,1,9066,0,258309,0,0
29246,530,94,1,1,9066,1,258310,0,0
29247,530,94,1,1,9067,-1,0,0,0
29248,530,94,1,1,9067,0,258190,0,0
29249,530,94,1,1,9067,1,258191,0,0
29250,530,94,1,1,9067,2,258192,0,0
29275,530,94,1,1,9076,-1,0,0,0
29276,530,94,1,1,9076,0,258429,0,0
29417,530,95,1,1,9138,-1,0,0,0
29418,530,95,1,12,9138,0,260362,0,0
29419,530,95,1,9,9138,0,260362,0,0
29420,530,95,1,1,9139,-1,0,0,0
29421,530,95,1,8,9139,0,257233,0,0
29422,530,95,1,9,9139,1,257234,0,0
29423,530,95,1,1,9140,-1,0,0,0
29424,530,95,1,8,9140,0,262570,0,0
29425,530,95,1,12,9140,1,262571,0,0
29428,530,95,1,1,9143,-1,0,0,0
29429,530,95,1,7,9143,0,260290,0,0
29431,530,95,1,1,9145,-1,0,0,0
29432,530,95,1,1,9146,-1,0,0,0
29442,530,95,1,1,9149,-1,0,0,0
29443,530,95,1,11,9149,0,259508,0,0
29444,530,95,1,1,9150,-1,0,0,0
29445,530,95,1,12,9150,0,261470,0,0
29446,530,95,1,1,9151,-1,0,0,0
29447,530,95,1,1,9152,-1,0,0,0
29448,530,95,1,1,9152,0,261346,0,0
29451,530,95,1,1,9155,-1,0,0,0
29452,530,95,1,8,9155,0,259646,0,0
29453,530,95,1,9,9155,1,259647,0,0
29454,530,95,0,1,9156,-1,0,0,0
29455,530,95,2,12,9156,0,259786,0,0
29456,530,95,2,12,9156,1,259787,0,0
29457,530,95,1,1,9157,-1,0,0,0
29458,530,95,1,11,9157,0,259714,0,0
29473,530,95,1,1,9160,-1,0,0,0
29474,530,95,1,8,9160,0,261660,0,0
29475,530,95,1,4,9160,1,261661,0,0
29477,530,95,1,1,9162,-1,0,0,0
