ID,CreatureDisplayInfoID,PlayerConditionID,Field_11_0_0_54210_002,MountID
1,2404,0,0,6
2,2320,0,0,7
3,2410,0,0,8
4,2402,0,0,9
5,2408,0,0,10
6,2409,0,0,11
7,207,0,0,12
8,2326,0,0,13
9,247,0,0,14
10,1166,0,0,15
13,2405,0,0,18
14,2327,0,0,19
15,2328,0,0,20
16,2736,0,0,21
17,2784,0,0,22
18,2787,0,0,23
19,2786,0,0,24
20,2785,0,0,25
21,6080,0,0,26
22,4806,0,0,27
23,5228,0,0,28
24,9991,0,0,29
25,4805,0,0,30
26,6444,0,0,31
27,6443,0,0,32
28,6447,0,0,33
29,6448,0,0,34
30,6471,0,0,35
31,6472,0,0,36
32,6468,0,0,37
33,6473,0,0,38
34,9473,0,0,39
35,6569,0,0,40
36,8469,0,0,41
37,9474,0,0,42
38,9475,0,0,43
39,9476,0,0,44
40,9991,0,0,45
41,9695,0,0,46
42,4805,0,0,47
43,6442,0,0,48
44,9714,0,0,49
45,2326,0,0,50
46,1166,0,0,51
47,2408,0,0,52
48,2410,0,0,53
49,6469,0,0,54
50,10426,0,0,55
51,6471,0,0,56
52,10661,0,0,57
53,9476,0,0,58
54,10662,0,0,59
55,10664,0,0,60
56,9475,0,0,61
57,10666,0,0,62
58,2787,0,0,63
59,2784,0,0,64
60,10670,0,0,65
61,10671,0,0,66
62,10672,0,0,67
63,10720,0,0,68
64,10718,0,0,69
65,11641,0,0,70
66,12246,0,0,71
67,11641,0,0,72
68,12245,0,0,73
69,12242,0,0,74
70,14337,0,0,75
71,14348,0,0,76
72,14372,0,0,77
73,14577,0,0,78
74,14388,0,0,79
75,10719,0,0,80
76,14330,0,0,81
77,14334,0,0,82
79,14584,0,0,84
80,14332,0,0,85
81,14329,0,0,86
82,14331,0,0,87
83,14377,0,0,88
84,14376,0,0,89
85,14374,0,0,90
86,14582,0,0,91
87,14338,0,0,92
88,14583,0,0,93
89,14347,0,0,94
166,14576,0,0,95
167,14346,0,0,96
168,14339,0,0,97
169,14344,0,0,98
170,14342,0,0,99
171,10721,0,0,100
172,14349,0,0,101
173,14579,0,0,102
174,14578,0,0,103
175,14573,0,0,104
176,14575,0,0,105
177,14574,0,0,106
178,14632,0,0,107
179,14776,0,0,108
180,14777,0,0,109
181,15289,0,0,110
182,15290,0,0,111
183,15293,0,0,112
184,1991,0,0,113
185,15902,0,0,114
186,15902,0,0,115
187,15677,0,0,116
188,15678,0,0,117
189,15681,0,0,118
190,15680,0,0,119
191,15679,0,0,120
192,15677,0,0,121
195,10718,0,0,124
196,17158,0,0,125
450,29102,0,0,311
637,15791,0,0,689
3417,2346,0,0,17
3418,14554,0,0,83
3419,10718,0,0,2854
3420,10718,0,0,2856
3421,112021,0,0,2857
3422,9991,0,0,2858
3423,2326,0,0,2859
3424,15902,0,0,2860
3425,6469,0,0,2861
3426,6471,0,0,2862
3427,6443,0,0,2863
3428,9714,0,0,2864
3429,119156,0,0,2865
3430,119219,0,0,2866
3431,14584,0,0,2867
3432,121996,0,0,2868
3433,9475,0,0,2869
3434,9714,0,0,2870
3435,6469,0,0,2871
3436,124498,0,0,2872
3437,124498,0,0,2873
3438,124498,0,0,2874
3439,124499,0,0,2875
3440,124499,0,0,2876
3441,124499,0,0,2877
3442,124500,0,0,2878
3443,124500,0,0,2879
3444,124500,0,0,2880
3445,124497,0,0,2881
3446,124497,0,0,2882
3447,124497,0,0,2883
3448,124496,0,0,2884
3449,124496,0,0,2885
3450,124496,0,0,2886
3451,124519,0,0,2887
3452,124765,0,0,2888
3453,125139,0,0,2889
3454,125138,0,0,2890
3455,15680,0,0,2891
3456,15680,0,0,2892
3457,15680,0,0,2893
3458,15679,0,0,2894
3459,15679,0,0,2895
3460,15679,0,0,2896
3461,15678,0,0,2897
3462,15678,0,0,2898
3463,15678,0,0,2899
3464,15681,0,0,2900
3465,15681,0,0,2901
3466,15681,0,0,2902
3467,126452,0,0,2903
3468,126453,0,0,2904
3469,126454,0,0,2905
3470,126455,0,0,2906
3471,128204,0,0,2907
3472,128209,0,0,2908
3473,128204,0,0,2909
3483,140881,0,0,2918
3484,144572,0,0,2919
3485,140883,0,0,2920
3490,141372,0,0,2923
3584,144244,0,0,2952
3585,144246,0,0,2953
3586,144245,0,0,2954
3587,143799,0,0,2955
3589,143800,0,0,2957
3590,143802,0,0,2958
3615,143889,0,0,2971
3622,144186,0,0,2978
3638,144509,0,0,2995
3639,144570,0,0,2996
3640,143801,0,0,2997
3641,144247,0,0,2998
3646,144720,0,0,3001
3680,12241,0,0,3037
3681,145022,0,0,3038
3708,124253,0,0,3057
3711,145488,0,0,3067
3729,145671,0,0,3085
3733,12240,0,0,3089
3734,145785,0,0,3090
3768,146769,0,0,3111
3769,146776,0,0,3112
3770,146777,0,0,3113
3771,146778,0,0,3114
3772,146780,0,0,3115
3773,146781,0,0,3116
3774,146782,0,0,3117
3775,146783,0,0,3118
3777,146825,0,0,3120
3778,146826,0,0,3121
3779,146827,0,0,3122
3780,146828,0,0,3123
3781,146829,0,0,3124
3783,146832,0,0,3126
3784,146833,0,0,3127
3785,146835,0,0,3128
3786,146836,0,0,3129
3787,146837,0,0,3130
