ID,PackageID,ItemID,ItemQuantity,DisplayType
43,15,80686,1,0
44,15,80687,1,0
45,15,80688,1,0
46,15,80689,1,0
47,15,80690,1,0
48,15,80691,1,0
49,15,80692,1,0
50,15,80693,1,0
51,15,80694,1,0
52,16,80695,1,1
53,16,80696,1,1
54,16,80697,1,1
55,16,80698,1,1
56,16,80699,1,1
57,16,80700,1,1
58,16,80701,1,1
59,16,80702,1,1
60,16,80703,1,1
61,17,80704,1,0
62,17,80705,1,0
63,17,80706,1,0
64,17,80707,1,0
65,17,80708,1,0
66,17,80709,1,0
67,17,80710,1,0
68,17,80711,1,0
69,17,80712,1,0
70,18,80713,1,0
71,18,80714,1,0
72,18,80715,1,0
73,18,80716,1,0
74,18,80717,1,0
75,18,80718,1,0
76,18,80719,1,0
77,18,80720,1,0
78,18,80721,1,0
79,19,80722,1,0
80,19,80723,1,0
81,19,80724,1,0
82,19,80725,1,0
83,19,80726,1,0
84,19,80727,1,0
85,19,80728,1,0
86,19,80729,1,0
87,19,80730,1,0
88,20,80731,1,0
89,20,80732,1,0
90,20,80733,1,0
91,20,80734,1,0
92,20,80735,1,0
93,20,80736,1,0
94,20,80737,1,0
95,20,80738,1,0
96,20,80739,1,0
97,21,80740,1,0
98,21,80741,1,0
99,21,80742,1,0
100,21,80743,1,0
101,21,80744,1,0
102,21,80745,1,0
103,21,80746,1,0
104,21,80747,1,0
105,21,80748,1,0
106,22,80749,1,0
107,22,80750,1,0
108,22,80751,1,0
109,22,80752,1,0
110,22,80753,1,0
111,22,80754,1,0
112,22,80755,1,0
113,22,80756,1,0
114,22,80757,1,0
115,23,80758,1,0
116,23,80759,1,0
117,23,80760,1,0
118,23,80761,1,0
119,23,80762,1,0
120,24,80763,1,0
121,24,80764,1,0
122,24,80765,1,0
123,24,80766,1,0
124,24,80767,1,0
125,25,80768,1,0
126,25,80769,1,0
127,25,80770,1,0
128,25,80771,1,0
129,25,80772,1,0
130,26,80773,1,1
131,26,80774,1,1
132,26,80775,1,1
133,26,80776,1,1
134,26,80777,1,1
135,27,80778,1,1
136,27,80779,1,1
137,27,80780,1,1
138,27,80781,1,1
139,27,80782,1,1
140,28,80783,1,0
141,28,80784,1,0
142,28,80785,1,0
143,28,80786,1,0
144,28,80787,1,0
145,29,80788,1,1
146,29,80789,1,1
147,29,80790,1,1
148,29,80791,1,1
149,29,80792,1,1
150,29,80793,1,1
151,29,80794,1,1
152,29,80795,1,1
153,29,80796,1,1
154,29,80797,1,1
155,30,80798,1,1
156,30,80799,1,1
157,30,80800,1,1
158,30,80801,1,1
159,30,80802,1,1
160,30,80803,1,1
188,52,80970,1,1
189,52,80971,1,1
190,52,80972,1,1
191,52,80973,1,1
192,52,80974,1,1
193,52,80975,1,1
194,52,80976,1,1
195,52,80977,1,1
196,52,80978,1,1
198,53,73237,1,0
199,53,73238,1,0
200,53,73239,1,0
201,54,74568,1,0
202,54,74569,1,0
203,54,74570,1,0
204,55,74571,1,0
205,55,74572,1,0
206,55,74573,1,0
207,56,74574,1,0
208,56,74575,1,0
209,56,74576,1,0
210,57,74577,1,0
211,57,74578,1,0
212,57,74579,1,0
213,58,74580,1,0
214,58,74581,1,0
215,58,74582,1,0
216,59,74583,1,0
217,59,74584,1,0
218,59,74585,1,0
219,60,74586,1,0
220,61,74590,1,0
221,61,74588,1,0
222,61,74587,1,0
223,61,74589,1,0
224,62,74592,1,0
225,62,74593,1,0
226,62,74591,1,0
227,63,73214,1,0
228,63,73215,1,0
229,63,73216,1,0
230,64,74594,1,0
231,64,74595,1,0
232,64,74596,1,0
233,65,74597,1,0
234,65,74598,1,0
235,65,74599,1,0
236,66,74600,1,0
237,66,74601,1,0
238,66,74602,1,0
239,67,74603,1,0
240,67,74604,1,0
241,67,74605,1,0
242,68,74606,1,0
243,68,74607,1,0
244,68,74608,1,0
245,69,73217,1,0
246,69,73218,1,0
247,69,73219,1,0
248,70,73220,1,0
249,70,73221,1,0
250,70,73222,1,0
251,71,73223,1,0
252,72,73224,1,0
253,72,73225,1,0
254,72,73226,1,0
255,73,73227,1,0
256,73,73228,1,0
257,73,73229,1,0
258,74,73230,1,0
259,74,73231,1,0
260,74,73232,1,0
261,75,73236,1,0
262,75,73234,1,0
263,75,73233,1,0
264,75,73235,1,0
279,80,80946,1,0
280,80,80947,1,0
281,80,80948,1,0
282,80,80949,1,0
283,80,80950,1,0
284,80,80951,1,0
285,80,80952,1,0
286,80,80953,1,0
287,80,80954,1,0
288,89,80955,1,0
289,89,80956,1,0
290,89,80957,1,0
291,89,80958,1,0
292,89,80959,1,0
293,91,80960,1,1
294,91,80961,1,1
295,91,80962,1,1
296,91,80963,1,1
297,91,80964,1,1
298,93,80965,1,0
299,93,80966,1,0
300,93,80967,1,0
301,93,80968,1,0
302,93,80969,1,0
303,94,80980,1,1
304,94,80981,1,1
305,94,80982,1,1
306,94,80983,1,1
307,94,80984,1,1
308,94,80985,1,1
309,81,80986,1,0
310,81,80987,1,0
311,81,80988,1,0
312,81,80989,1,0
313,81,80990,1,0
314,81,80991,1,0
315,81,80992,1,0
316,81,80993,1,0
317,81,80994,1,0
318,82,80995,1,0
319,82,80996,1,0
320,82,80997,1,0
321,82,80998,1,0
322,82,80999,1,0
323,82,81000,1,0
324,82,81001,1,0
325,82,81002,1,0
326,82,81003,1,0
327,83,81004,1,0
328,83,81005,1,0
329,83,81006,1,0
330,83,81007,1,0
331,83,81008,1,0
332,83,81009,1,0
333,83,81010,1,0
334,83,81011,1,0
335,83,81012,1,0
336,84,81013,1,0
337,84,81014,1,0
338,84,81015,1,0
339,84,81016,1,0
340,84,81017,1,0
341,84,81018,1,0
342,84,81019,1,0
343,84,81020,1,0
344,84,81021,1,0
345,85,81022,1,0
346,85,81023,1,0
347,85,81024,1,0
348,85,81025,1,0
349,85,81026,1,0
350,85,81027,1,0
351,85,81028,1,0
352,85,81029,1,0
353,85,81030,1,0
354,86,81031,1,0
355,86,81032,1,0
356,86,81033,1,0
357,86,81034,1,0
358,86,81035,1,0
359,86,81036,1,0
360,86,81037,1,0
361,86,81038,1,0
362,86,81039,1,0
363,87,81040,1,0
364,87,81041,1,0
365,87,81042,1,0
366,87,81043,1,0
367,87,81044,1,0
368,87,81045,1,0
369,87,81046,1,0
370,87,81047,1,0
371,87,81048,1,0
372,88,81049,1,0
373,88,81050,1,0
374,88,81051,1,0
375,88,81052,1,0
376,88,81053,1,0
387,100,81440,1,1
388,100,81441,1,1
389,100,81442,1,1
390,100,81443,1,1
391,100,81444,1,1
392,100,81445,1,1
393,100,81446,1,1
394,100,81447,1,1
395,100,81448,1,1
396,101,81449,1,0
397,101,81450,1,0
398,101,81451,1,0
399,101,81452,1,0
400,101,81453,1,0
401,101,81454,1,0
402,101,81455,1,0
403,101,81456,1,0
404,101,81457,1,0
405,102,81458,1,1
406,102,81459,1,1
407,102,81460,1,1
408,102,81461,1,1
409,102,81462,1,1
410,102,81463,1,1
411,102,81464,1,1
412,102,81465,1,1
413,102,81466,1,1
414,103,81467,1,0
415,103,81468,1,0
416,103,81469,1,0
417,103,81470,1,0
418,103,81471,1,0
419,103,81472,1,0
420,103,81473,1,0
421,103,81474,1,0
422,103,81475,1,0
423,104,81476,1,0
424,104,81477,1,0
425,104,81478,1,0
426,104,81479,1,0
427,104,81480,1,0
428,104,81481,1,0
429,104,81482,1,0
430,104,81483,1,0
431,104,81484,1,0
441,106,81494,1,0
442,106,81495,1,0
443,106,81496,1,0
444,106,81497,1,0
445,106,81498,1,0
446,106,81499,1,0
447,106,81500,1,0
448,106,81501,1,0
449,106,81502,1,0
450,107,81503,1,0
451,107,81504,1,0
452,107,81505,1,0
453,107,81506,1,0
454,107,81507,1,0
455,107,81508,1,0
456,107,81509,1,0
457,107,81510,1,0
458,107,81511,1,0
459,108,81512,1,0
460,108,81513,1,0
461,108,81514,1,0
462,108,81515,1,0
463,108,81516,1,0
464,109,81517,1,1
465,109,81518,1,1
466,109,81519,1,1
467,109,81520,1,1
468,109,81521,1,1
469,110,81522,1,0
470,110,81523,1,0
471,110,81524,1,0
472,110,81525,1,0
473,110,81526,1,0
474,111,81527,1,1
475,111,81528,1,1
476,111,81529,1,1
477,111,81530,1,1
478,111,81531,1,1
479,112,81532,1,1
481,112,81534,1,1
482,112,81535,1,1
483,112,81536,1,1
484,113,81537,1,0
485,113,81538,1,0
486,113,81539,1,0
487,113,81540,1,0
488,113,81541,1,0
489,114,81542,1,1
490,114,81543,1,1
491,114,81544,1,1
492,114,81545,1,1
493,114,81546,1,1
494,114,81547,1,1
496,117,81742,1,1
497,117,81743,1,1
498,117,81744,1,1
499,117,81745,1,1
500,117,81746,1,1
501,117,81747,1,1
502,117,81748,1,1
503,117,81749,1,1
504,117,81750,1,1
505,118,81751,1,0
506,118,81752,1,0
507,118,81753,1,0
508,118,81754,1,0
509,118,81755,1,0
510,118,81756,1,0
511,118,81757,1,0
512,118,81758,1,0
513,118,81759,1,0
514,119,81760,1,1
515,119,81761,1,1
516,119,81762,1,1
517,119,81763,1,1
518,119,81764,1,1
519,119,81765,1,1
520,119,81766,1,1
521,119,81767,1,1
522,119,81768,1,1
523,120,81769,1,0
524,120,81770,1,0
525,120,81771,1,0
526,120,81772,1,0
527,120,81773,1,0
528,120,81774,1,0
529,120,81775,1,0
530,120,81776,1,0
531,120,81777,1,0
532,121,81778,1,0
533,121,81779,1,0
534,121,81780,1,0
535,121,81781,1,0
536,121,81782,1,0
537,121,81783,1,0
538,121,81784,1,0
539,121,81785,1,0
540,121,81786,1,0
541,122,81787,1,0
542,122,81788,1,0
543,122,81789,1,0
544,122,81790,1,0
545,122,81791,1,0
546,122,81792,1,0
547,122,81793,1,0
548,122,81794,1,0
549,122,81795,1,0
550,123,81796,1,0
551,123,81797,1,0
552,123,81798,1,0
553,123,81799,1,0
554,123,81800,1,0
555,123,81801,1,0
556,123,81802,1,0
557,123,81803,1,0
558,123,81804,1,0
559,124,81805,1,0
560,124,81806,1,0
561,124,81807,1,0
562,124,81808,1,0
563,124,81809,1,0
564,124,81810,1,0
565,124,81811,1,0
566,124,81812,1,0
567,124,81813,1,0
568,125,81814,1,0
569,125,81815,1,0
570,125,81816,1,0
571,125,81817,1,0
572,125,81818,1,0
573,126,81819,1,1
574,126,81820,1,1
575,126,81821,1,1
576,126,81822,1,1
577,126,81823,1,1
578,127,81824,1,0
579,127,81825,1,0
580,127,81826,1,0
581,127,81827,1,0
582,127,81828,1,0
583,128,81829,1,1
585,128,81831,1,1
586,128,81832,1,1
587,128,81833,1,1
588,129,81834,1,1
589,129,81835,1,1
590,129,81836,1,1
591,129,81837,1,1
592,129,81838,1,1
593,130,81839,1,0
594,130,81840,1,0
595,130,81841,1,0
596,130,81842,1,0
597,130,81843,1,0
598,131,81844,1,1
599,131,81845,1,1
600,131,81846,1,1
601,131,81847,1,1
602,131,81848,1,1
603,131,81849,1,1
732,131,81850,1,1
733,131,81851,1,1
734,131,81852,1,1
735,131,81853,1,1
736,132,81854,1,1
