MoneyQuantity,ID,GarrTalentTreeID,GarrTalentID,RankIndex,GarrTalentRankID,CostType,CurrencyTypesID,CurrencyQuantity
0,3846,260,695,0,727,0,1719,100
0,3847,260,696,0,728,0,1719,400
0,3848,260,697,0,729,0,1719,400
0,3849,260,698,0,730,0,1719,1000
0,3850,260,699,0,731,0,1719,1000
0,3851,260,700,0,732,0,1719,2000
0,3852,260,701,0,733,0,1719,4000
0,3853,260,702,0,734,0,1719,4000
0,3854,260,703,0,735,0,1719,8000
0,3855,263,709,0,736,0,1719,2000
0,3856,263,721,0,737,0,1719,500
0,3857,263,722,0,738,0,1719,1000
0,3858,263,723,0,739,0,1719,1500
0,3859,264,728,0,740,0,1719,2000
0,3860,264,729,0,741,0,1719,500
0,3861,264,730,0,742,0,1719,1000
0,3862,264,731,0,743,0,1719,1500
0,3863,265,732,0,744,0,1719,10000
0,3864,265,733,0,745,0,1719,15000
0,3865,266,734,0,746,0,1719,10000
0,3866,266,735,0,747,0,1719,15000
0,3867,267,736,0,748,0,1719,10000
0,3868,267,737,0,749,0,1719,12500
0,3869,267,738,0,750,0,1719,15000
0,3870,271,0,0,0,0,1719,100
0,3871,271,0,1,0,0,1719,150
0,3872,271,0,2,0,0,1719,250
0,3873,271,0,3,0,0,1719,400
0,3874,271,0,4,0,0,1719,750
0,3875,271,0,5,0,0,1719,900
0,3876,271,0,6,0,0,1719,1100
0,3877,271,0,7,0,0,1719,1350
0,3878,271,0,8,0,0,1719,1800
0,3879,271,0,9,0,0,1719,2200
0,3880,31,39,0,533,0,1220,50
0,3881,31,40,0,534,0,1220,100
0,3882,31,41,0,535,0,1220,500
0,3883,31,42,0,536,0,1220,5000
0,3884,31,43,0,537,0,1220,1000
0,3885,31,44,0,538,0,1220,1000
0,3886,31,46,0,539,0,1220,2500
0,3887,31,49,0,540,0,1220,2500
0,3888,31,52,0,541,0,1220,500
0,3889,31,53,0,542,0,1220,100
0,3890,31,54,0,543,0,1220,50
0,3891,4,248,0,544,0,1220,50
0,3892,4,249,0,545,0,1220,100
0,3893,4,250,0,546,0,1220,1000
0,3894,4,251,0,547,0,1220,1000
0,3895,4,252,0,548,0,1220,500
0,3896,4,253,0,549,0,1220,50
0,3897,4,254,0,550,0,1220,100
0,3898,4,255,0,551,0,1220,500
0,3899,4,256,0,552,0,1220,2500
0,3900,4,257,0,553,0,1220,2500
0,3901,4,258,0,554,0,1220,5000
0,3902,107,347,0,555,0,1220,50
0,3903,107,348,0,556,0,1220,500
0,3904,107,349,0,557,0,1220,100
0,3905,107,350,0,558,0,1220,500
0,3906,107,351,0,559,0,1220,1000
0,3907,107,352,0,560,0,1220,1000
0,3908,107,353,0,561,0,1220,50
0,3909,107,354,0,562,0,1220,100
0,3910,107,355,0,563,0,1220,2500
0,3911,107,356,0,564,0,1220,2500
0,3912,107,357,0,565,0,1220,5000
0,3913,110,358,0,566,0,1220,50
0,3914,110,359,0,567,0,1220,50
0,3915,110,360,0,568,0,1220,100
0,3916,110,361,0,569,0,1220,500
0,3917,110,362,0,570,0,1220,1000
0,3918,110,363,0,571,0,1220,2500
0,3919,110,364,0,572,0,1220,500
0,3920,110,365,0,573,0,1220,1000
0,3921,110,366,0,574,0,1220,100
0,3922,110,367,0,575,0,1220,2500
0,3923,110,368,0,576,0,1220,5000
0,3924,113,369,0,577,0,1220,50
0,3925,113,370,0,578,0,1220,50
0,3926,113,371,0,579,0,1220,100
0,3927,113,372,0,580,0,1220,500
0,3928,113,373,0,581,0,1220,1000
0,3929,113,374,0,582,0,1220,1000
0,3930,113,375,0,583,0,1220,100
0,3931,113,376,0,584,0,1220,2500
0,3932,113,377,0,585,0,1220,2500
0,3933,113,378,0,586,0,1220,500
0,3934,113,379,0,587,0,1220,5000
0,3935,116,380,0,588,0,1220,50
0,3936,116,381,0,589,0,1220,50
0,3937,116,382,0,590,0,1220,100
0,3938,116,383,0,591,0,1220,500
0,3939,116,384,0,592,0,1220,1000
0,3940,116,385,0,593,0,1220,1000
0,3941,116,386,0,594,0,1220,100
0,3942,116,387,0,595,0,1220,2500
0,3943,116,388,0,596,0,1220,2500
0,3944,116,389,0,597,0,1220,500
0,3945,116,390,0,598,0,1220,5000
0,3946,119,391,0,599,0,1220,50
0,3947,119,392,0,600,0,1220,50
0,3948,119,393,0,601,0,1220,100
0,3949,119,394,0,602,0,1220,500
0,3950,119,395,0,603,0,1220,1000
0,3951,119,396,0,604,0,1220,1000
0,3952,119,397,0,605,0,1220,100
0,3953,119,398,0,606,0,1220,2500
0,3954,119,399,0,607,0,1220,2500
0,3955,119,400,0,608,0,1220,500
0,3956,119,401,0,609,0,1220,5000
0,3957,122,402,0,610,0,1220,50
0,3958,122,403,0,611,0,1220,50
0,3959,122,404,0,612,0,1220,100
0,3960,122,405,0,613,0,1220,500
0,3961,122,406,0,614,0,1220,1000
0,3962,122,407,0,615,0,1220,1000
0,3963,122,408,0,616,0,1220,100
0,3964,122,409,0,617,0,1220,2500
0,3965,122,410,0,618,0,1220,2500
0,3966,122,411,0,619,0,1220,500
0,3967,122,412,0,620,0,1220,5000
0,3968,125,413,0,621,0,1220,50
0,3969,125,414,0,622,0,1220,50
0,3970,125,415,0,623,0,1220,100
0,3971,125,416,0,624,0,1220,500
0,3972,125,417,0,625,0,1220,1000
0,3973,125,418,0,626,0,1220,1000
0,3974,125,419,0,627,0,1220,100
0,3975,125,420,0,628,0,1220,2500
0,3976,125,421,0,629,0,1220,2500
0,3977,125,422,0,630,0,1220,500
0,3978,125,423,0,631,0,1220,5000
0,3979,128,424,0,632,0,1220,50
0,3980,128,425,0,633,0,1220,50
0,3981,128,426,0,634,0,1220,100
0,3982,128,427,0,635,0,1220,500
