ID,DisplayType,ItemDisplayInfoID,DefaultIconFileDataID,UiOrder,TransmogPlayerConditionID
57187,14,21328,134409,0,0
57188,14,21712,134406,0,0
57189,14,21321,134403,0,0
57190,14,21332,134404,0,0
57191,14,21318,134409,0,0
57192,14,21330,134401,0,0
57193,14,21322,134402,0,0
57194,14,21331,134407,0,0
57195,14,21329,134410,0,0
63222,2,5661,132759,0,0
63223,11,1542,135274,0,0
63224,11,472,135145,0,0
63225,11,5194,133478,0,0
63226,11,8483,132402,0,0
63227,2,6048,135009,0,0
63228,5,6050,134582,0,0
63229,6,6051,132540,0,0
63230,6,6077,132535,0,0
63231,5,1882,134582,0,0
63232,2,3265,135005,0,0
63233,6,9767,132539,0,0
63234,5,5341,134582,0,0
63235,2,9906,135009,0,0
63236,6,7081,132538,0,0
63237,5,5848,134582,0,0
63238,2,8370,135005,0,0
63239,3,10455,132664,0,0
63240,3,10456,132665,0,0
63241,6,3261,132535,0,0
63242,3,15441,132724,0,0
63243,5,5654,134706,0,0
63244,5,7643,134589,0,0
63245,6,7180,132543,0,0
63246,3,10888,135011,0,0
63247,5,10006,134582,0,0
63248,6,10008,132539,0,0
63249,2,9031,135011,0,0
63250,6,5633,132540,0,0
63251,5,8003,134582,0,0
63252,6,9992,132538,0,0
63253,13,2080,134951,0,0
63254,5,5632,134582,0,0
63255,2,5447,135005,0,0
63256,5,8740,134582,0,0
63257,2,8738,133766,0,0
63258,11,5279,133476,0,0
63259,3,7777,135022,0,0
63260,5,9970,134592,0,0
63261,6,10052,132539,0,0
63262,3,2499,135006,0,0
63263,5,2308,134592,0,0
63264,6,10287,132539,0,0
63265,8,3218,132955,0,0
63266,5,7947,134706,0,0
63267,6,10872,132540,0,0
63268,3,10150,132725,0,0
63269,5,4265,134586,0,0
63270,6,14283,132537,0,0
63271,8,9785,132955,0,0
63272,3,6558,132631,0,0
63273,5,3409,134583,0,0
63274,6,4734,132535,0,0
63275,11,20190,135317,0,0
63276,7,8147,132610,0,0
63277,8,10890,132961,0,0
63278,8,12774,132952,0,0
63279,8,2951,132938,0,0
63280,8,11393,132940,0,0
63281,8,2368,132939,0,0
63282,11,26577,135274,0,0
63283,10,700415,133770,0,0
63284,11,20094,135346,0,0
63285,11,20218,135312,0,0
63286,11,1379,134708,0,0
63287,7,17007,132607,0,0
63288,11,19621,133482,0,0
63289,11,20443,135145,0,0
63290,11,1383,132392,0,0
63291,11,2743,135638,0,0
63292,11,1682,134708,0,0
63293,11,19644,133046,0,0
63294,11,4801,135323,0,0
63295,11,19699,133045,0,0
63296,11,19401,132405,0,0
63297,11,20334,135139,0,0
63298,6,10295,132579,0,0
63299,8,2186,132952,0,0
63300,5,2185,134591,0,0
63301,3,3900,135014,0,0
63302,6,2094,132543,0,0
63303,8,2359,132952,0,0
63304,5,2176,134589,0,0
63305,3,2106,132760,0,0
63306,11,20033,135329,0,0
63307,11,19726,133048,0,0
63308,11,19137,132398,0,0
63309,11,15990,135166,0,0
63310,11,2710,135637,0,0
63311,11,6470,135637,0,0
63312,3,1990,135011,0,0
63313,11,19271,132392,0,0
63314,11,2038,133476,0,0
63315,4,3394,132492,0,0
63316,3,5730,135010,0,0
63317,5,5731,134594,0,0
63318,8,7504,132952,0,0
63319,6,10908,132539,0,0
63320,6,3713,132592,0,0
63321,8,2101,132939,0,0
63322,5,5441,134706,0,0
63323,3,14271,132760,0,0
63324,3,1019,132624,0,0
63325,5,697,134583,0,0
63326,6,1020,132535,0,0
63327,8,510,132938,0,0
63328,11,2780,135346,0,0
63329,11,5208,133490,0,0
63330,11,22102,132402,0,0
63331,11,2943,135154,0,0
63332,2,9880,135006,0,0
63333,6,3443,132539,0,0
63334,11,19213,132399,0,0
63335,11,26579,135328,0,0
63336,11,5212,133478,0,0
63337,11,20357,135145,0,0
63338,8,3993,132940,0,0
63339,11,19713,133488,0,0
63340,11,5163,135326,0,0
63341,11,33458,132393,0,0
63342,11,19235,132408,0,0
63343,11,19242,135419,0,0
63344,11,20298,135150,0,0
63345,13,1680,134955,0,0
63346,11,20382,135162,0,0
63347,11,8494,132405,0,0
63348,11,20093,135327,0,0
63349,8,3524,132947,0,0
63350,11,20386,135141,0,0
63351,8,7816,132938,0,0
63352,7,6165,132604,0,0
63353,11,6456,134298,0,0
63354,1,1057,135039,0,0
63355,1,1058,135039,0,0
63356,1,2953,135033,0,0
63357,1,1060,135033,0,0
63358,1,1068,135033,0,0
63359,11,28628,133476,0,0
63360,11,20170,135311,0,0
63361,3,2829,132624,0,0
63362,11,19703,133486,0,0
63363,11,22097,135280,0,0
63364,11,20110,135324,0,0
63365,11,22131,133044,0,0
63366,11,2861,133476,0,0
63367,11,22108,135423,0,0
63368,11,700552,135157,0,0
63369,11,19405,132405,0,0
63370,11,8272,135327,0,0
63371,11,5215,133729,0,0
63372,11,20329,135150,0,0
63373,3,16676,132667,0,0
63374,11,20256,135166,0,0
63375,11,20253,135144,0,0
63376,11,859,135274,0,0
63377,4,4878,133694,0,0
63378,11,1550,135274,0,0
63379,11,8583,133045,0,0
63380,11,20440,135154,0,0
63381,11,19273,132395,0,0
63382,11,1121,135274,0,0
63383,11,7453,133942,0,0
63384,6,703,132592,0,0
63385,15,7469,133729,0,0
63386,11,20327,135143,0,0
63387,11,19643,133476,0,0
63388,11,1716,135145,0,0
63389,11,679,135274,0,0
63390,0,1166,134955,0,0
63391,0,1170,134442,0,0
63392,13,30993,134947,0,0
63393,13,2456,136162,0,0
63394,3,10627,132665,0,0
63395,15,6520,135432,0,0
63396,6,4487,132537,0,0
63397,7,3311,132606,0,0
63398,7,6224,132609,0,0
63399,9,15120,133760,0,0
63400,11,22093,135276,0,0
63401,11,7495,134435,0,0
63402,11,22114,132395,0,0
63403,11,5226,133477,0,0
63404,11,20112,135350,0,0
63405,13,18663,134955,0,0
63406,13,1705,134950,0,0
63407,13,2329,134949,0,0
63408,13,2594,134952,0,0
63409,13,1644,134952,0,0
63410,11,5199,133490,0,0
63411,3,9536,132719,0,0
63412,7,1028,132603,0,0
63413,11,19625,133046,0,0
63414,4,10988,132498,0,0
63415,7,6193,132606,0,0
63416,11,5527,133489,0,0
63417,11,20122,135314,0,0
63418,11,3367,132405,0,0
63419,15,24061,134085,0,0
63420,11,30392,132392,0,0
63421,11,22215,135580,0,0
63422,11,5530,133482,0,0
63423,11,20156,135302,0,0
63424,9,23106,133767,0,0
