ID,SoundKitID,FileDataID,Frequency,Volume,PlayerConditionID
3540,2523,53492,1,1,0
3541,2523,53493,1,1,0
3542,2523,53494,1,1,0
3543,2524,53486,1,1,0
3544,2524,53488,1,1,0
3545,2524,53489,1,1,0
3546,2524,53487,1,1,0
3547,2524,53490,1,1,0
3548,2524,53491,1,1,0
3549,2525,53541,1,1,0
3550,2525,53542,1,1,0
3551,2525,53543,1,1,0
3552,2525,53544,1,1,0
3553,2525,53545,1,1,0
3554,2525,53546,1,1,0
3555,2526,53302,1,1,0
3556,2526,53303,1,1,0
3557,2526,53300,1,1,0
3558,2526,53304,1,1,0
3559,2526,53299,1,1,0
3560,2527,53577,1,1,0
3561,2527,53578,1,1,0
3562,2527,53579,1,1,0
3563,2527,53582,1,1,0
3564,2527,53583,1,1,0
3565,2528,53682,1,1,0
3566,2528,53681,1,1,0
3567,2528,53683,1,1,0
3568,2528,53680,1,1,0
3569,2529,53812,1,1,0
3570,2529,53813,1,1,0
3571,2529,53814,1,1,0
3572,2529,53815,1,1,0
3573,2530,53457,1,1,0
3574,2530,53453,1,1,0
3575,2530,53456,1,1,0
3576,2530,53454,1,1,0
3577,2530,53455,1,1,0
3578,2532,53206,1,1,0
3579,2532,53207,1,1,0
3580,2532,53208,1,1,0
3581,2532,53209,1,1,0
3582,2532,53202,1,1,0
3583,2532,53204,1,1,0
3584,2532,53205,1,1,0
3585,2532,53203,1,1,0
3588,2533,53495,1,1,0
3589,2533,53496,1,1,0
3590,2533,53497,1,1,0
3591,2533,53498,1,1,0
3592,2534,53489,1,1,0
3593,2534,53490,1,1,0
3594,2534,53491,1,1,0
3595,2535,53541,1,1,0
3596,2535,53542,1,1,0
3597,2535,53543,1,1,0
3598,2535,53544,1,1,0
3599,2535,53545,1,1,0
3600,2535,53546,1,1,0
3601,2536,53302,1,1,0
3602,2536,53303,1,1,0
3603,2536,53300,1,1,0
3604,2536,53301,1,1,0
3605,2536,53304,1,1,0
3606,2536,53299,1,1,0
3607,2537,53580,1,1,0
3608,2537,53579,1,1,0
3609,2537,53582,1,1,0
3610,2537,53578,1,1,0
3611,2537,53581,1,1,0
3612,2537,53577,1,1,0
3613,2537,53583,1,1,0
3614,2538,53682,1,1,0
3615,2538,53681,1,1,0
3616,2538,53683,1,1,0
3617,2538,53680,1,1,0
3618,2539,53812,1,1,0
3619,2539,53813,1,1,0
3620,2539,53814,1,1,0
3621,2539,53815,1,1,0
3622,2540,53457,1,1,0
3623,2540,53453,1,1,0
3624,2540,53456,1,1,0
3625,2540,53454,1,1,0
3626,2540,53455,1,1,0
3627,2541,53211,1,1,0
4174,2901,53200,1,1,0
4175,2901,53198,1,1,0
4176,2902,53197,1,1,0
4387,2990,53234,1,1,0
4761,3358,222766,1,1,0
4818,3402,53201,1,1,0
4976,3740,222759,1,1,0
4977,3760,222763,1,1,0
5011,3800,222762,1,1,0
5014,3840,222761,1,1,0
5015,3841,222760,1,1,0
5028,3900,53183,1,1,0
5029,3920,53184,1,1,0
5030,3920,53185,1,1,0
5031,3920,53186,1,1,0
5093,4080,222765,1,1,0
5100,4122,222764,1,1,0
5223,4434,53187,1,1,0
5224,4454,53250,1,1,0
5237,4514,53253,1,1,0
5245,4517,53224,1,1,0
5246,4536,53224,1,1,0
5277,4754,53432,1,1,0
5278,4754,53433,1,1,0
5279,4754,53434,1,1,0
5280,4755,53435,1,1,0
5281,4755,53436,1,1,0
5282,4755,53437,1,1,0
5345,5035,53202,1,1,0
5346,5036,53203,1,1,0
5347,5037,53252,1,1,0
5374,5054,53204,1,1,0
5375,5055,53197,1,1,0
5382,5074,53216,1,1,0
5383,5074,53217,1,1,0
5384,5074,53218,1,1,0
5391,5174,53235,1,1,0
5392,5194,53437,1,1,0
5393,5194,53434,1,1,0
5399,5234,53744,1,1,0
5400,5234,53745,1,1,0
5404,5294,53209,1,1,0
5413,5334,53191,1,1,0
5415,5354,53188,1,1,0
5416,5355,53746,1,1,0
5427,5374,53234,1,1,0
5428,5374,53235,1,1,0
5430,5376,53495,1,1,0
5431,5376,53496,1,1,0
5432,5376,53497,1,1,0
5433,5376,53498,1,1,0
5434,5394,53435,1,1,0
5435,5394,53436,1,1,0
5436,5394,53437,1,1,0
5451,5455,53426,1,1,0
5452,5455,53428,1,1,0
5453,5456,53427,1,1,0
5454,5456,53428,1,1,0
5460,5474,53205,1,1,0
5461,5474,53206,1,1,0
5462,5494,53541,1,1,0
5463,5494,53542,1,1,0
5464,5494,53543,1,1,0
5465,5494,53544,1,1,0
5466,5494,53545,1,1,0
5467,5494,53546,1,1,0
5473,5532,53238,1,1,0
5474,5532,53237,1,1,0
6341,6045,53226,1,1,0
6342,6045,53225,1,1,0
6343,6045,53227,1,1,0
6344,6045,53228,1,1,0
6439,6065,53242,1,1,0
6440,6065,53243,1,1,0
6441,6065,53249,1,1,0
6442,6065,53244,1,1,0
6443,6065,53241,1,1,0
6444,6065,53245,1,1,0
6445,6065,53246,1,1,0
6446,6065,53247,1,1,0
6447,6065,53248,1,1,0
6448,6065,53240,1,1,0
6449,6066,53429,1,1,0
6450,6066,53430,1,1,0
6451,6066,53431,1,1,0
6452,6074,53231,1,1,0
6453,6075,53232,1,1,0
6454,6076,53251,1,1,0
6455,6077,53225,1,1,0
6456,6078,53227,1,1,0
6457,6079,53228,1,1,0
6458,6080,53219,1,1,0
6459,6081,53199,1,1,0
6645,6146,53200,1,1,0
6824,6253,53229,1,1,0
6832,6262,53226,1,1,0
6919,6350,53230,1,1,0
7807,6669,53236,1,1,0
7836,6734,53197,1,1,0
7837,6734,53199,1,1,0
7848,6794,53208,1,1,0
7863,6836,53695,1,1,0
7864,6836,53697,1,1,0
7865,6836,53698,1,1,0
7866,6837,53210,1,1,0
8069,7076,53212,1,1,0
8070,7077,53213,1,1,0
8071,7077,53214,1,1,0
8072,7077,53215,1,1,0
8075,7082,53696,1,1,0
8076,7082,53699,1,1,0
8077,7083,53747,1,1,0
8149,7196,53196,1,1,0
8213,7318,53191,1,1,0
8214,7319,53192,1,1,0
8215,7319,53194,1,1,0
8216,7319,53195,1,1,0
8224,7338,53193,1,1,0
8229,7341,53189,1,1,0
8230,7341,53190,1,1,0
8241,7414,53194,1,1,0
8242,7414,53195,1,1,0
8245,7474,53301,1,1,0
8260,7519,53194,1,1,0
8261,7519,53195,1,1,0
8301,7794,53186,1,1,0
8302,7795,53491,1,1,0
8309,7875,53427,1,1,0
8310,7875,53430,1,1,0
8526,8014,53426,1,1,0
8527,8014,53427,1,1,0
8591,8233,53685,1,1,0
8592,8233,53684,1,1,0
8593,8233,53686,1,1,0
8594,8233,53687,1,1,0
8595,8233,53688,1,1,0
8713,8440,53257,1,1,0
8733,8452,53254,1,1,0
8794,8493,53239,1,1,0
8845,8531,53261,1,1,0
8846,8531,53262,1,1,0
8847,8531,53263,1,1,0
8848,8531,53264,1,1,0
8886,8563,53265,1,1,0
8887,8563,53266,1,1,0
8888,8563,53267,1,1,0
8889,8564,53269,1,1,0
8907,8577,53271,1,1,0
8908,8577,53272,1,1,0
8909,8577,53273,1,1,0
8910,8577,53274,1,1,0
8911,8577,53275,1,1,0
8912,8577,53276,1,1,0
8913,8577,53277,1,1,0
8914,8578,53270,1,1,0
8915,8579,53268,1,1,0
9048,8687,53614,1,1,0
9049,8687,53615,1,1,0
9050,8687,53616,1,1,0
9051,8687,53617,1,1,0
9052,8687,53618,1,1,0
9053,8687,53619,1,1,0
9301,8883,53593,1,1,0
9302,8883,53594,1,1,0
9303,8883,53595,1,1,0
9304,8884,53611,1,1,0
9305,8884,53612,1,1,0
9306,8884,53613,1,1,0
9307,8885,53606,1,1,0
9308,8885,53607,1,1,0
9309,8885,53608,1,1,0
9310,8886,53605,1,1,0
9311,8886,53606,1,1,0
9312,8886,53607,1,1,0
9313,8887,53609,1,1,0
9314,8887,53613,1,1,0
9315,8887,53610,1,1,0
9316,8888,53591,1,1,0
9317,8888,53592,1,1,0
9318,8888,53593,1,1,0
9319,8889,53602,1,1,0
9320,8889,53603,1,1,0
9321,8889,53604,1,1,0
9322,8890,53596,1,1,0
9323,8890,53597,1,1,0
9324,8890,53598,1,1,0
9325,8890,53599,1,1,0
11554,10009,569403,1,1,0
11556,10011,568968,1,1,0
11558,10013,568877,1,1,0
11564,10019,568558,1,1,0
11565,10020,568080,1,1,0
11589,10028,569207,1,1,0
11597,10031,568743,1,1,0
11618,10036,569016,1,1,0
11619,10037,569718,1,1,0
11620,10038,569267,1,1,0
11621,10039,568353,1,1,0
11624,10042,568951,1,1,0
11627,10045,565423,1,1,0
11662,10066,569611,1,1,0
11663,10067,568175,1,1,0
11814,10135,568589,1,1,0
11815,10136,569471,1,1,0
11816,10137,568647,1,1,0
11818,10139,569658,1,1,0
12500,10714,569315,1,1,0
12501,10715,568116,1,1,0
12502,10716,568755,1,1,0
12506,10720,569420,1,1,0
12516,10725,568799,1,1,0
12550,10741,553625,1,1,0
12551,10741,553630,1,1,0
12552,10741,553627,1,1,0
12553,10742,553632,1,1,0
12554,10742,553626,1,1,0
12555,10742,553633,1,1,0
12556,10743,553628,1,1,0
12558,10745,553624,1,1,0
12560,10747,553631,1,1,0
12564,10749,553629,1,1,0
12573,10763,53211,1,1,0
12760,10866,569634,1,1,0
12822,10894,548103,1,1,0
12823,10894,548107,1,1,0
12824,10894,548104,1,1,0
12825,10894,548096,1,1,0
12835,10903,568075,1,1,0
14464,11883,560779,1,1,0
14465,11883,560781,1,1,0
14466,11883,560776,1,1,0
14467,11883,560782,1,1,0
14468,11884,560777,1,1,0
14469,11884,560780,1,1,0
14470,11884,560778,1,1,0
14471,11885,560775,1,1,0
14472,11886,560773,1,1,0
14473,11887,560774,1,1,0
14474,11888,560774,1,1,0
15140,12221,568767,1,1,0
15141,12221,569604,1,1,0
15142,12221,568243,1,1,0
15143,12221,569092,1,1,0
15144,12221,568112,1,1,0
15145,12221,569117,1,1,0
15407,12335,569029,1,1,0
15408,12335,569431,1,1,0
15409,12335,569618,1,1,0
15410,12335,568609,1,1,0
15411,12335,568901,1,1,0
15412,12335,568294,1,1,0
15413,12335,568996,1,1,0
15414,12335,569287,1,1,0
16311,12867,567399,1,1,0
16325,12874,569723,1,1,0
16329,12878,569516,1,1,0
16330,12878,568759,1,1,0
16331,12878,569700,1,1,0
16339,12879,569412,1,1,0
16348,12886,568999,1,1,0
16351,12889,567458,1,1,0
16583,12968,568588,1,1,0
16584,12969,568125,1,1,0
16588,12973,569150,1,1,0
16589,12973,568847,1,1,0
16590,12973,568965,1,1,0
16592,12975,568149,1,1,0
16593,12975,569210,1,1,0
16594,12975,568313,1,1,0
16595,12976,568550,1,1,0
16596,12977,569646,1,1,0
16597,12977,569232,1,1,0
16598,12977,569672,1,1,0
16599,12978,569435,1,1,0
16602,12981,569193,1,1,0
16605,12984,569338,1,1,0
16607,12986,569071,1,1,0
16608,12987,569421,1,1,0
16609,12988,569361,1,1,0
16610,12988,568377,1,1,0
16611,12988,568420,1,1,0
16613,12990,569501,1,1,0
16616,12993,568508,1,1,0
16621,12998,568716,1,1,0
16622,12999,568915,1,1,0
16625,13002,568999,1,1,0
16627,13004,568690,1,1,0
16628,13005,568991,1,1,0
16629,13006,568049,1,1,0
16677,13039,569666,1,1,0
16678,13039,569147,1,1,0
16679,13039,568527,1,1,0
16681,13041,569014,1,1,0
16916,13158,568668,1,1,0
16917,13158,568539,1,1,0
16918,13158,569296,1,1,0
16923,13160,568085,1,1,0
17135,13243,568267,1,1,0
17136,13243,568162,1,1,0
17137,13243,569047,1,1,0
17143,13248,569349,1,1,0
17144,13248,569295,1,1,0
17145,13248,568173,1,1,0
17163,13263,568401,1,1,0
17322,13351,569628,1,1,0
17492,13402,568869,1,1,0
17500,13404,569272,1,1,0
17642,13445,569213,1,1,0
17643,13445,568164,1,1,0
17644,13445,569643,1,1,0
17647,13447,569060,1,1,0
17648,13447,567998,1,1,0
17649,13447,568764,1,1,0
17790,13522,568444,1,1,0
17854,13547,569297,1,1,0
17855,13547,568612,1,1,0
17856,13547,568159,1,1,0
17859,13550,569161,1,1,0
17938,13589,568782,1,1,0
17939,13590,569082,1,1,0
17940,13590,568651,1,1,0
17941,13590,568026,1,1,0
18490,13797,569515,1,1,0
18673,13874,568198,1,1,0
18675,13876,569218,1,1,0
18676,13877,568471,1,1,0
18735,13912,569529,1,1,0
18736,13912,569391,1,1,0
18737,13912,569676,1,1,0
18738,13912,567948,1,1,0
18739,13913,568260,1,1,0
18740,13914,569425,1,1,0
20384,14663,568983,1,1,0
20385,14663,569535,1,1,0
20386,14663,569524,1,1,0
20387,14663,569367,1,1,0
20388,14663,568703,1,1,0
20389,14663,569563,1,1,0
20390,14663,569362,1,1,0
21377,15007,598547,1,1,0
21380,15010,568981,1,1,0
21748,15113,598523,1,1,0
21962,15229,598691,1,1,0
21963,15230,568659,1,1,0
21964,15230,569456,1,1,0
21965,15230,569720,1,1,0
21984,15247,568126,1,1,0
22061,15307,568492,1,1,0
22062,15307,569710,1,1,0
22063,15307,569541,1,1,0
27156,18019,567402,1,1,0
30834,18871,567436,1,1,0
82730,39511,567407,1,1,0
82731,39512,915596,1,1,0
82732,39513,915757,1,1,0
82733,39514,567481,1,1,0
82734,39515,915755,1,1,0
82735,39516,959042,1,1,0
82736,39517,915759,1,1,0
105031,47598,53223,1,1,0
169731,64329,1489469,1,1,0
286433,8041,548403,1,1,0
286434,8047,558811,1,1,0
286435,8049,558814,1,1,0
286436,8050,558808,1,1,0
286437,8051,558795,1,1,0
286438,225,542434,1,1,0
286439,225,542430,1,1,0
286440,225,542433,1,1,0
286441,225,542437,1,1,0
286442,227,542431,1,1,0
286443,227,542432,1,1,0
286444,227,542429,1,1,0
286445,228,542435,1,1,0
286446,229,542439,1,1,0
286447,8052,565797,1,1,0
286448,231,542807,1,1,0
286449,231,542816,1,1,0
286450,231,542817,1,1,0
286451,232,542814,1,1,0
286452,232,542808,1,1,0
286453,232,542819,1,1,0
286454,233,567937,1,1,0
286455,233,567934,1,1,0
286456,233,567942,1,1,0
286457,234,567933,1,1,0
286458,235,567938,1,1,0
286459,235,567935,1,1,0
286460,235,567939,1,1,0
286461,236,567944,1,1,0
286462,237,567936,1,1,0
286463,237,567943,1,1,0
286464,237,567941,1,1,0
286465,238,567940,1,1,0
286466,8155,566896,1,1,0
286467,8272,551175,1,1,0
286468,8273,551177,1,1,0
286469,8274,551176,1,1,0
286470,8275,558983,1,1,0
286471,8276,558981,1,1,0
286472,5778,555864,1,1,0
286473,5777,555865,1,1,0
286474,5779,555867,1,1,0
286475,5780,547946,1,1,0
286476,5781,547943,1,1,0
286477,5782,547945,1,1,0
286478,5784,547947,1,1,0
286479,5785,554273,1,1,0
286480,1660,539829,1,1,0
286481,1660,539827,1,1,0
286482,1660,539818,1,1,0
286483,1661,539861,1,1,0
286484,1661,539835,1,1,0
286485,1662,539824,1,1,0
286486,1662,539822,1,1,0
286487,1662,539865,1,1,0
286488,1663,539849,1,1,0
286489,1664,539842,1,1,0
286490,1664,539819,1,1,0
286491,1664,539833,1,1,0
286492,1665,539817,1,1,0
286493,1665,539860,1,1,0
286494,1667,539839,1,1,0
286495,1669,539851,1,1,0
286496,1669,539871,1,1,0
286497,1672,539864,1,1,0
286498,1673,539868,1,1,0
286499,1674,539836,1,1,0
286500,1675,539836,1,1,0
286501,1676,539836,1,1,0
286502,1677,539812,1,1,0
286503,1679,539817,1,1,0
286504,1791,540302,1,1,0
286505,6392,543238,1,1,0
286506,6392,543275,1,1,0
286507,6392,543276,1,1,0
286508,6395,543241,1,1,0
286509,6395,543247,1,1,0
286510,6395,543228,1,1,0
286511,6395,543245,1,1,0
286512,6395,543257,1,1,0
286513,1019,567917,1,1,0
286514,1020,567929,1,1,0
286515,1021,567931,1,1,0
286516,1642,568735,1,1,0
286517,1644,548559,1,1,0
286518,1644,548557,1,1,0
286519,1644,548564,1,1,0
286520,1320,541238,1,1,0
286521,1320,541225,1,1,0
286522,1320,541235,1,1,0
286523,1321,541233,1,1,0
286524,1322,541234,1,1,0
286525,2480,542924,1,1,0
286526,2480,542954,1,1,0
286527,2480,542923,1,1,0
286528,1323,540837,1,1,0
286529,1323,540845,1,1,0
