ID,SpellID,CurrencyTypesID,CurrencyCount,OverrideRecraftCurrencyCount,OrderSource
398,125144,697,1,0,0
399,125145,697,1,0,0
400,132171,697,1,0,0
401,132172,697,1,0,0
402,132173,697,1,0,0
403,132174,697,1,0,0
404,132175,697,1,0,0
405,132176,697,1,0,0
406,132177,697,1,0,0
407,132178,697,1,0,0
408,132179,697,1,0,0
409,132180,697,1,0,0
410,132181,697,1,0,0
411,132182,697,1,0,0
412,132183,697,1,0,0
413,132184,697,1,0,0
414,132185,697,1,0,0
415,132186,697,1,0,0
416,132187,697,1,0,0
417,132188,697,1,0,0
418,132189,697,1,0,0
419,132190,697,1,0,0
420,132191,697,1,0,0
421,132192,697,1,0,0
422,132193,697,1,0,0
423,132194,697,1,0,0
424,132195,697,1,0,0
425,132196,697,1,0,0
426,132197,697,1,0,0
427,132198,697,1,0,0
428,132199,697,1,0,0
429,132200,697,1,0,0
430,132201,697,1,0,0
431,132202,697,1,0,0
432,132203,697,1,0,0
433,132204,697,1,0,0
434,132205,697,1,0,0
435,132206,697,1,0,0
436,136381,752,1,0,0
437,137554,752,1,0,0
438,139659,752,1,0,0
439,139661,752,1,0,0
440,139662,752,1,0,0
441,139663,752,1,0,0
442,139664,752,1,0,0
443,139665,752,1,0,0
444,139666,752,1,0,0
445,139667,752,1,0,0
446,139668,752,1,0,0
447,139669,752,1,0,0
448,139670,752,1,0,0
449,139671,752,1,0,0
450,139673,752,1,0,0
451,139674,752,1,0,0
452,139677,752,1,0,0
453,139679,752,1,0,0
454,139680,752,1,0,0
455,139682,752,1,0,0
456,139684,752,1,0,0
457,139686,752,1,0,0
458,139687,752,1,0,0
459,139688,752,1,0,0
460,139689,752,1,0,0
461,139690,752,1,0,0
462,139691,752,1,0,0
463,139692,752,1,0,0
464,139693,752,1,0,0
465,139694,752,1,0,0
466,140807,752,1,0,0
467,145909,776,1,0,0
468,145910,776,1,0,0
469,145911,776,1,0,0
470,145912,776,1,0,0
471,145913,776,1,0,0
472,145914,776,1,0,0
473,145915,776,1,0,0
474,145916,776,1,0,0
475,145917,776,1,0,0
476,145918,776,1,0,0
477,145919,776,1,0,0
478,145920,776,1,0,0
479,145921,776,1,0,0
480,145922,776,1,0,0
481,145923,776,1,0,0
482,145924,776,1,0,0
483,145925,776,1,0,0
484,145926,776,1,0,0
485,145927,776,1,0,0
486,145928,776,1,0,0
487,145929,776,1,0,0
488,145930,776,1,0,0
489,145931,776,1,0,0
490,145932,776,1,0,0
491,145933,776,1,0,0
492,145934,776,1,0,0
493,145935,776,1,0,0
494,145936,776,1,0,0
495,148314,776,1,0,0
496,148316,776,1,0,0
497,148317,776,1,0,0
498,148320,776,1,0,0
499,151559,776,1,0,0
501,163418,944,500,0,0
502,163435,776,1,0,0
503,163533,776,1,0,0
504,165021,776,1,0,0
505,165037,776,1,0,0
506,165038,776,1,0,0
507,165041,776,1,0,0
508,165043,776,1,0,0
509,165044,776,1,0,0
510,165045,776,1,0,0
511,165046,776,1,0,0
512,165047,776,1,0,0
513,165048,776,1,0,0
514,165049,776,1,0,0
515,165050,776,1,0,0
516,165170,776,1,0,0
517,165174,776,1,0,0
518,165176,776,1,0,0
519,168860,944,500,0,0
522,177205,824,100,0,0
523,177208,824,100,0,0
524,177503,994,1,0,0
525,177504,994,1,0,0
526,177505,994,1,0,0
527,177506,994,1,0,0
528,177507,994,1,0,0
529,177508,994,1,0,0
530,177509,994,1,0,0
531,177510,994,1,0,0
532,177511,994,1,0,0
533,177512,994,1,0,0
534,177513,994,1,0,0
535,177515,994,1,0,0
536,177516,994,1,0,0
537,177517,994,1,0,0
538,177518,994,1,0,0
539,177519,994,1,0,0
540,177520,994,1,0,0
541,177521,994,1,0,0
542,177522,994,1,0,0
543,177523,994,1,0,0
544,177524,994,1,0,0
545,177525,994,1,0,0
546,177526,994,1,0,0
547,177528,994,1,0,0
548,177529,994,1,0,0
549,177530,994,1,0,0
550,177531,994,1,0,0
551,177533,994,1,0,0
552,177534,994,1,0,0
553,177535,994,1,0,0
554,177536,994,1,0,0
555,177537,994,1,0,0
556,177538,994,1,0,0
557,177539,994,1,0,0
566,178195,824,20,0,0
567,178196,824,20,0,0
568,178847,994,1,0,0
569,178848,994,1,0,0
570,178849,994,1,0,0
571,178850,994,1,0,0
572,178851,994,1,0,0
573,178852,994,1,0,0
574,181565,824,20,0,0
575,185781,1101,75,0,0
576,185844,1101,75,0,0
577,186219,1101,200,0,0
578,186220,1101,50,0,0
579,186221,1101,100,0,0
580,187666,823,1000,0,0
581,188361,1101,50,0,0
718,188958,1129,1,0,0
719,188959,1129,1,0,0
720,188960,1129,1,0,0
721,188961,1129,1,0,0
722,188962,1129,1,0,0
723,188963,1129,1,0,0
724,188964,1129,1,0,0
725,188965,1129,1,0,0
726,188966,1129,1,0,0
727,188967,1129,1,0,0
728,188968,1129,1,0,0
729,188969,1129,1,0,0
730,188970,1129,1,0,0
731,188971,1129,1,0,0
732,188972,1129,1,0,0
733,188973,1129,1,0,0
734,188974,1129,1,0,0
735,188975,1129,1,0,0
736,188976,1129,1,0,0
737,188977,1129,1,0,0
738,188978,1129,1,0,0
739,188979,1129,1,0,0
740,188980,1129,1,0,0
741,188981,1129,1,0,0
742,188982,1129,1,0,0
743,188983,1129,1,0,0
744,188984,1129,1,0,0
745,188985,1129,1,0,0
746,189226,1101,75,0,0
747,189228,1101,100,0,0
748,189246,1101,75,0,0
831,188361,824,25,0,0
832,186220,824,25,0,0
833,189226,824,50,0,0
834,185844,824,50,0,0
835,189246,824,25,0,0
836,185781,824,25,0,0
837,186219,824,50,0,0
838,189228,824,50,0,0
839,186221,824,50,0,0
840,190000,1101,75,0,0
841,190000,824,25,0,0
842,190001,1101,75,0,0
843,190001,824,25,0,0
845,190093,1129,1,0,0
846,190095,1129,1,0,0
847,190096,1129,1,0,0
848,190097,1129,1,0,0
849,190098,1129,1,0,0
850,190099,1129,1,0,0
851,190100,1129,1,0,0
852,190101,1129,1,0,0
853,190102,1129,1,0,0
854,190103,1129,1,0,0
855,190104,1129,1,0,0
856,190105,1129,1,0,0
857,190106,1129,1,0,0
858,190107,1129,1,0,0
859,190108,1129,1,0,0
860,190109,1129,1,0,0
861,190111,1129,1,0,0
862,190112,1129,1,0,0
863,190113,1129,1,0,0
864,190114,1129,1,0,0
865,190123,1129,1,0,0
866,190124,1129,1,0,0
867,190125,1129,1,0,0
868,190126,1129,1,0,0
869,190127,1129,1,0,0
870,190128,1129,1,0,0
871,190129,1129,1,0,0
872,190130,1129,1,0,0
873,190131,1129,1,0,0
874,190134,1129,1,0,0
875,190135,1129,1,0,0
876,190136,1129,1,0,0
877,190137,1129,1,0,0
878,190138,1129,1,0,0
879,190139,1129,1,0,0
880,190140,1129,1,0,0
881,190141,1129,1,0,0
882,190142,1129,1,0,0
883,190143,1129,1,0,0
884,190144,1129,1,0,0
885,190146,1129,1,0,0
886,190147,1129,1,0,0
887,190148,1129,1,0,0
888,190149,1129,1,0,0
889,190150,1129,1,0,0
890,190151,1129,1,0,0
891,190152,1129,1,0,0
892,190153,1129,1,0,0
893,190154,1129,1,0,0
894,190155,1129,1,0,0
895,190156,1129,1,0,0
896,190157,1129,1,0,0
897,190158,1129,1,0,0
898,190159,1129,1,0,0
899,190160,1129,1,0,0
900,190162,1129,1,0,0
901,190163,1129,1,0,0
902,190164,1129,1,0,0
903,190165,1129,1,0,0
904,190166,1129,1,0,0
905,190167,1129,1,0,0
906,190168,1129,1,0,0
907,190170,1129,1,0,0
908,190171,1129,1,0,0
909,190172,1129,1,0,0
910,190173,1129,1,0,0
919,191256,1101,75,0,0
920,191256,824,25,0,0
921,191372,1101,75,0,0
922,191372,824,25,0,0
925,192243,1149,50,0,0
926,192244,1149,50,0,0
928,192994,1154,10,0,0
930,193130,1155,100,0,0
966,207899,1220,20,0,0
967,208016,1220,85,0,0
968,208018,1220,200,0,0
969,210560,1220,85,0,0
970,210565,1220,20,0,0
971,210568,1220,250,0,0
972,210851,1220,85,0,0
973,210915,1220,20,0,0
974,210936,1220,200,0,0
975,210938,1220,20,0,0
976,210939,1220,85,0,0
977,210940,1220,200,0,0
978,210941,1220,20,0,0
979,210943,1220,85,0,0
980,210944,1220,200,0,0
981,210945,1220,20,0,0
982,210949,1220,85,0,0
983,210950,1220,85,0,0
984,210951,1220,20,0,0
985,210952,1220,85,0,0
986,210953,1220,200,0,0
987,210954,1220,20,0,0
988,210955,1220,85,0,0
989,210956,1220,200,0,0
990,210957,1220,20,0,0
991,210958,1220,85,0,0
992,210959,1220,200,0,0
993,210960,1220,20,0,0
994,210961,1220,85,0,0
995,210962,1220,200,0,0
996,210963,1220,85,0,0
997,210964,1220,20,0,0
998,210965,1220,50,0,0
999,210966,1220,20,0,0
1000,210967,1220,85,0,0
1001,210968,1220,200,0,0
1002,211114,1220,50,0,0
1003,212279,1220,20,0,0
1004,212394,1220,85,0,0
1005,212674,1155,300,0,0
1006,215673,1220,20,0,0
1007,215718,1220,250,0,0
1008,217592,1220,85,0,0
1010,218300,1220,20,0,0
1011,218302,1220,85,0,0
1012,218653,1220,20,0,0
1013,218661,1220,85,0,0
1014,218695,1220,20,0,0
1015,218705,1220,85,0,0
1016,218709,1220,20,0,0
1017,218725,1220,20,0,0
1018,218727,1220,85,0,0
1019,218742,1220,20,0,0
1020,218744,1220,85,0,0
1021,218905,1220,20,0,0
1022,218908,1220,85,0,0
1023,219168,1220,20,0,0
1024,219170,1220,85,0,0
1025,219313,1220,20,0,0
1026,219330,1220,85,0,0
1027,219343,1220,50,0,0
1028,219621,1220,20,0,0
1029,219743,1220,20,0,0
1030,219765,1220,20,0,0
1031,219776,1220,20,0,0
1032,219781,1220,20,0,0
1033,219783,1220,20,0,0
1034,219787,1220,20,0,0
1035,219790,1220,20,0,0
1036,219792,1220,20,0,0
1037,219796,1220,20,0,0
1038,219801,1220,20,0,0
1039,219886,1220,20,0,0
1040,219888,1220,20,0,0
1041,219903,1220,85,0,0
1042,219976,1220,500,0,0
1043,220380,1220,25,0,0
1044,221037,1273,1,0,0
1045,221039,1273,1,0,0
1046,221040,1273,1,0,0
1047,221041,1273,1,0,0
1048,221042,1273,1,0,0
1049,221044,1273,1,0,0
1050,221045,1273,1,0,0
1051,221046,1273,1,0,0
1052,221047,1273,1,0,0
1053,221048,1273,1,0,0
1054,221049,1273,1,0,0
1055,221050,1273,1,0,0
1056,221052,1273,1,0,0
1057,221053,1273,1,0,0
1065,222296,1220,100,0,0
1066,222391,1220,100,0,0
1067,222436,1220,100,0,0
1068,222454,1220,500,0,0
1069,222455,1220,500,0,0
1070,222456,1220,500,0,0
1071,222457,1220,500,0,0
1072,222458,1220,500,0,0
1073,222459,1220,500,0,0
1074,222460,1220,500,0,0
1075,222461,1220,500,0,0
1076,222462,1220,500,0,0
1077,222463,1220,500,0,0
1078,222464,1220,500,0,0
1079,222574,1220,100,0,0
1080,222577,1220,200,0,0
1081,222579,1220,100,0,0
1082,222580,1220,100,0,0
1083,222606,1220,200,0,0
1094,207404,1155,5,0,0
1095,224404,1155,10,0,0
1096,224414,1155,80,0,0
1097,224415,1155,70,0,0
1098,224416,1155,60,0,0
1099,224417,1155,50,0,0
1100,224418,1155,40,0,0
1101,224419,1155,30,0,0
1102,224420,1155,20,0,0
1103,224421,1155,10,0,0
1105,224742,1155,1200,0,0
1106,224828,1155,50,0,0
1107,217772,1155,800,0,0
1108,222160,1155,15,0,0
1111,224027,1155,15,0,0
1112,224045,1155,25,0,0
1113,224163,1155,10,0,0
1115,225493,1155,25,0,0
1116,225513,1155,25,0,0
1117,225677,1155,5,0,0
1118,225773,1155,20,0,0
1119,225966,1220,50,0,0
1120,225967,1220,50,0,0
1121,225968,1220,50,0,0
1122,225969,1220,50,0,0
1123,225970,1220,50,0,0
1124,225971,1220,50,0,0
1125,225972,1220,50,0,0
1126,225974,1220,50,0,0
1127,225975,1220,50,0,0
1128,225977,1220,50,0,0
1129,225978,1220,50,0,0
1130,225979,1220,50,0,0
1131,225980,1220,25,0,0
1132,225981,1220,25,0,0
1133,225982,1220,25,0,0
1134,225983,1220,25,0,0
1135,225984,1220,25,0,0
1136,225985,1220,25,0,0
1137,225986,1220,25,0,0
1138,225987,1220,25,0,0
1139,225988,1220,25,0,0
1140,225989,1220,25,0,0
1141,225990,1220,25,0,0
1142,225991,1220,25,0,0
1144,226152,1155,25,0,0
1145,226164,1155,20,0,0
1146,226196,1155,25,0,0
1147,226289,1155,50,0,0
1149,226523,1273,1,0,0
1150,226524,1273,1,0,0
1151,226525,1273,1,0,0
1152,226526,1273,1,0,0
1153,226533,1273,1,0,0
1154,226535,1273,1,0,0
1155,226536,1273,1,0,0
1156,226538,1273,1,0,0
1157,226550,1273,1,0,0
1158,226552,1273,1,0,0
1159,226553,1273,1,0,0
1160,226555,1273,1,0,0
1161,226557,1273,1,0,0
1162,226558,1273,1,0,0
1163,226560,1273,1,0,0
1164,226564,1273,1,0,0
1165,226565,1273,1,0,0
1166,226566,1273,1,0,0
1167,226567,1273,1,0,0
1168,226568,1273,1,0,0
1169,226569,1273,1,0,0
1170,226570,1273,1,0,0
1171,226571,1273,1,0,0
1172,226572,1273,1,0,0
1173,226573,1273,1,0,0
1174,226574,1273,1,0,0
1175,226575,1273,1,0,0
1176,226576,1273,1,0,0
1177,226577,1273,1,0,0
1178,226578,1273,1,0,0
1179,226579,1273,1,0,0
1180,226580,1273,1,0,0
1181,226581,1273,1,0,0
1182,226582,1273,1,0,0
1183,226583,1273,1,0,0
1184,226584,1273,1,0,0
1185,226585,1273,1,0,0
1186,226586,1273,1,0,0
1187,226587,1273,1,0,0
1188,226588,1273,1,0,0
1189,226589,1273,1,0,0
1190,226590,1273,1,0,0
1191,226591,1273,1,0,0
1192,226592,1273,1,0,0
1193,226593,1273,1,0,0
1194,226594,1273,1,0,0
1195,226595,1273,1,0,0
1196,226599,1273,1,0,0
1197,226600,1273,1,0,0
1198,226603,1273,1,0,0
1199,226605,1273,1,0,0
1200,226607,1273,1,0,0
1201,226608,1273,1,0,0
1202,226610,1273,1,0,0
1203,226611,1273,1,0,0
1204,226613,1273,1,0,0
1205,226615,1273,1,0,0
1206,226618,1273,1,0,0
1207,226619,1273,1,0,0
1208,226621,1273,1,0,0
1209,226622,1273,1,0,0
1210,226624,1273,1,0,0
1211,226625,1273,1,0,0
1212,226626,1273,1,0,0
1213,226627,1273,1,0,0
1214,226629,1273,1,0,0
1215,226636,1273,1,0,0
1216,226637,1273,1,0,0
1217,226638,1273,1,0,0
1218,226639,1273,1,0,0
1219,226640,1273,1,0,0
1220,226641,1273,1,0,0
1221,226642,1273,1,0,0
1222,226643,1273,1,0,0
1223,226644,1273,1,0,0
1224,226645,1273,1,0,0
1225,226646,1273,1,0,0
1226,226647,1273,1,0,0
1227,226648,1273,1,0,0
1228,226649,1273,1,0,0
1229,226652,1273,1,0,0
1230,226653,1273,1,0,0
1231,226654,1273,1,0,0
1232,226655,1273,1,0,0
1233,226656,1273,1,0,0
1234,226657,1273,1,0,0
1235,226658,1273,1,0,0
1236,226659,1273,1,0,0
1237,226660,1273,1,0,0
1238,226661,1273,1,0,0
1239,226662,1273,1,0,0
1240,226663,1273,1,0,0
1241,227117,1273,1,0,0
1242,227118,1273,1,0,0
1243,227119,1273,1,0,0
1244,227120,1273,1,0,0
1245,227121,1273,1,0,0
1246,227122,1273,1,0,0
1247,227123,1273,1,0,0
1248,227124,1273,1,0,0
1249,227125,1273,1,0,0
1250,227126,1273,1,0,0
1251,227127,1273,1,0,0
1252,227128,1273,1,0,0
1253,227129,1273,1,0,0
1254,227130,1273,1,0,0
1255,227131,1273,1,0,0
1256,227132,1273,1,0,0
1257,227133,1273,1,0,0
1258,227134,1273,1,0,0
1259,227135,1273,1,0,0
1260,227136,1273,1,0,0
1261,227137,1273,1,0,0
1262,227138,1273,1,0,0
1263,226460,1155,10,0,0
1264,231850,1155,300,0,0
1265,232088,1273,1,0,0
1266,232089,1273,1,0,0
1267,232090,1273,1,0,0
1268,232091,1273,1,0,0
1269,232092,1273,1,0,0
1270,232093,1273,1,0,0
1271,232094,1273,1,0,0
1272,232095,1273,1,0,0
1273,232096,1273,1,0,0
1274,232097,1273,1,0,0
1275,232098,1273,1,0,0
1276,232099,1273,1,0,0
1277,232100,1273,1,0,0
1278,232101,1273,1,0,0
1279,232102,1273,1,0,0
1280,232103,1273,1,0,0
1281,232104,1273,1,0,0
1282,232105,1273,1,0,0
1283,232106,1273,1,0,0
1284,232107,1273,1,0,0
1285,232108,1273,1,0,0
1286,232109,1273,1,0,0
1287,232424,1273,1,0,0
1288,232426,1273,1,0,0
1289,232427,1273,1,0,0
1290,232428,1273,1,0,0
1291,232429,1273,1,0,0
1292,232430,1273,1,0,0
1293,232431,1273,1,0,0
1294,232432,1273,1,0,0
1295,232433,1273,1,0,0
1296,232434,1273,1,0,0
1297,232436,1273,1,0,0
1298,232437,1273,1,0,0
1299,232438,1273,1,0,0
1300,232439,1273,1,0,0
1301,232440,1273,1,0,0
1302,232441,1273,1,0,0
1303,232442,1273,1,0,0
1304,232443,1273,1,0,0
1305,232444,1273,1,0,0
1306,232445,1273,1,0,0
1307,232462,1273,1,0,0
1308,232463,1273,1,0,0
1309,232464,1273,1,0,0
1310,232466,1273,1,0,0
1311,232467,1273,1,0,0
1312,232468,1273,1,0,0
1313,235574,1273,1,0,0
1315,235576,1273,1,0,0
1316,235575,1273,1,0,0
1318,236443,1220,40,0,0
1319,237255,1220,500,0,0
1320,237256,1220,500,0,0
1321,237257,1220,500,0,0
1322,237258,1220,500,0,0
1323,237259,1220,500,0,0
1324,237262,1220,500,0,0
1325,237263,1220,500,0,0
1326,237264,1220,500,0,0
1327,237265,1220,500,0,0
1328,237266,1220,500,0,0
1329,237267,1220,500,0,0
1330,237268,1220,500,0,0
1337,237329,1220,500,0,0
1338,237358,1220,500,0,0
1339,237360,1220,500,0,0
1340,237361,1220,500,0,0
1341,237362,1220,500,0,0
1342,237363,1220,500,0,0
1343,237364,1220,500,0,0
1344,237365,1220,500,0,0
1345,237366,1220,500,0,0
1346,237367,1220,500,0,0
1347,237368,1220,500,0,0
1348,237369,1220,500,0,0
1350,239138,1355,1,0,0
1351,239139,1355,499,0,0
1352,239140,1355,1000,0,0
1353,239141,1355,1500,0,0
1355,239228,1220,40,0,0
1356,239273,1220,40,0,0
1357,239312,1220,40,0,0
1358,239318,1220,40,0,0
1359,239321,1220,40,0,0
1360,239324,1220,40,0,0
1361,239365,1220,40,0,0
1362,239367,1220,40,0,0
1363,239370,1220,40,0,0
1364,239373,1220,40,0,0
1365,239376,1220,40,0,0
1366,240041,1273,1,0,0
1367,240042,1273,1,0,0
1368,240047,1273,1,0,0
1369,240048,1273,1,0,0
1370,240051,1273,1,0,0
1371,240052,1273,1,0,0
1373,240641,1273,1,0,0
1374,240643,1273,1,0,0
1375,240644,1273,1,0,0
