ID,ItemLevel,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6]
1,1,0.45447,0.954546,1.319857,2.23027,3.617832,3.617832,3.617832
2,2,0.547656,1.15027,1.590484,2.310463,3.84881,3.84881,3.84881
3,3,0.628398,1.319857,1.824973,2.588309,4.080135,4.080135,4.080135
4,4,0.757247,1.590484,2.004883,2.863763,4.309105,4.309105,4.309105
5,5,0.868889,1.824973,2.135422,3.13177,4.538673,4.538673,4.538673
6,6,0.954546,2.004883,2.208385,3.384845,4.770858,4.770858,4.770858
7,7,1.15027,2.135422,2.23027,3.617832,5.012301,5.012301,5.012301
8,8,1.319857,2.208385,2.310463,3.84881,5.264139,5.264139,5.264139
9,9,1.590484,2.23027,2.588309,4.080135,5.530326,5.530326,5.530326
10,10,1.824973,2.310463,2.863763,4.309105,5.812144,5.812144,5.812144
11,11,1.879062,2.588309,3.13177,4.538673,6.108643,6.108643,6.108643
12,12,2.030907,2.863763,3.384845,4.770858,6.416901,6.416901,6.416901
13,13,2.170699,3.13177,3.617832,5.012301,6.727624,6.727624,6.727624
14,14,2.309286,3.384845,3.84881,5.264139,7.039767,7.039767,7.039767
15,15,2.448081,3.617832,4.080135,5.530326,7.347603,7.347603,7.347603
16,16,2.585463,3.84881,4.309105,5.812144,7.641867,7.641867,7.641867
17,17,2.723204,4.080135,4.538673,6.108643,7.923387,7.923387,7.923387
18,18,2.862515,4.309105,4.770858,6.416901,8.19329,8.19329,8.19329
19,19,3.007381,4.538673,5.012301,6.727624,8.452723,8.452723,8.452723
20,20,3.158483,4.770858,5.264139,7.039767,8.702732,8.702732,8.702732
21,21,3.318196,5.012301,5.530326,7.347603,8.953845,8.953845,8.953845
22,22,3.487286,5.264139,5.812144,7.641867,9.232213,9.232213,9.232213
23,23,3.665185,5.530326,6.108643,7.923387,9.546149,9.546149,9.546149
24,24,3.85014,5.812144,6.416901,8.19329,9.892126,9.892126,9.892126
25,25,4.036575,6.108643,6.727624,8.452723,10.280726,10.280726,10.280726
26,26,4.22386,6.416901,7.039767,8.702732,10.710722,10.710722,10.710722
