ID,Name,Language
2621,18년,0
2622,18놈,0
2624,18새끼,0
2632,\bchink\b,0
2642,\bpussy,0
2643,\brape\b,0
2645,\bvagina,0
2658,가슴만져,1
2659,가슴빨아,1
2660,가슴빨어,1
2661,가슴조물락,1
2662,가슴주물럭,1
2663,가슴쪼물딱,1
2664,가슴쪼물락,1
2665,가슴핥아,1
2666,가슴핥어,1
2667,가슴핧아,1
2668,가슴핧어,1
2670,강간,1
2671,강간한다,1
2715,개가튼년,1
2716,개가튼뇬,1
2720,개같은년,1
2722,개걸레,1
2724,개고치,1
2726,개너미,1
2727,개년,1
2728,개놈,1
2729,개라슥,1
2731,개보지,1
2732,개보지년,1
2735,개부달,1
2736,개부랄,1
2738,개불랄,1
2739,개붕알,1
2741,개새끼,1
2742,개색기,1
2743,개색끼,1
2744,개색히,1
2745,개쓰래기,1
2746,개쓰레기,1
2747,개씁년,1
2748,개씁블,1
2749,개씁자지,1
2750,개씨발,1
2751,개씨발넘,1
2752,개씨발자슥,1
2753,개씨블,1
2755,개자슥,1
2756,개자지,1
2757,개작두넘,1
2758,개작두년,1
2759,개잡년,1
2760,개잡지랄,1
2761,개젓가튼넘,1
2762,개좆,1
2763,개지랄,1
2764,개지랄넘,1
2765,개지랄놈,1
2779,개후라년,1
2781,개후라들놈,1
2783,개후라새끼,1
2784,걔잡년,1
2785,걔잡지랄,1
2789,거시기,1
2791,걸래년,1
2798,걸레같은년,1
2799,걸레년,1
2800,걸레핀년,1
2801,게부럴,1
2802,게지랄놈,1
2804,귀두,1
2810,깨쌔끼,1
2812,꺼져,1
2815,난자마셔,1
2816,난자먹어,1
2817,난자핥아,1
2818,난자핧아,1
2821,내꺼빨아,1
2822,내꺼핥아,1
2823,내꺼핧아,1
2824,내미랄,1
2825,내버지,1
2827,내씨발,1
2828,내자지,1
2829,내잠지,1
2830,내조지,1
2836,너거애비,1
2837,누나강간,1
2858,느그매,1
2885,니기미,1
2891,니미랄,1
2892,니미럴,1
2893,니씨브랄,1
2894,니아범,1
2896,니애미,1
2897,니애비,1
2898,니에미,1
2899,니에비,1
2904,니할애비,1
2918,닳은년,1
2922,대가리,1
2923,덜은새끼,1
2925,돈새끼,1
2927,돌은넘,1
2928,돌은년,1
2929,돌은새끼,1
2930,동생강간,1
2938,딸딸이,1
2942,또라이,1
2951,띠발뇬,1
2954,띠블넘,1
2956,막간년,1
2957,막대쑤셔줘,1
2958,막대핥아줘,1
2959,막대핧아줘,1
2960,말자지,1
2961,맛간년,1
2962,맛없는년,1
2963,맛이간년,1
2967,망나니,1
2986,미친구녕,1
2987,미친구멍,1
2988,미친넘,1
2989,미친년,1
2990,미친놈,1
2991,미친눔,1
2993,미친새끼,1
2994,미친쉐이,1
2995,미친씨부랄,1
2996,미틴것,1
2997,미틴넘,1
2998,바주카자지,1
3004,백보지,1
3005,버따리자지,1
3012,버지구녕,1
3013,버지구멍,1
3014,버지냄새,1
3015,버지따먹기,1
3016,버지뚫어,1
3017,버지뜨더,1
3018,버지물마셔,1
3019,버지벌려,1
3020,버지벌료,1
3021,버지빨아,1
3022,버지빨어,1
3023,버지썰어,1
3024,버지쑤셔,1
3025,버지털,1
3026,버지핥아,1
3027,버지핧아,1
3029,버짓물,1
3030,버짓물마셔,1
3038,벌창같은년,1
3054,병신세리,1
3056,병신셰리,1
3057,병신씨발,1
3076,보지,1
3097,보지구녕,1
3098,보지구멍,1
3099,보지녀,1
3100,보지따먹기,1
3101,보지뚫어,1
3102,보지뜨더,1
3103,보지머리박기,1
3104,보지물,1
3105,보지물마셔,1
3106,보지박어,1
3107,보지벌려,1
3108,보지벌료,1
3109,보지벌리,1
3110,보지벌리자,1
3111,보지보지,1
3114,보지빨아,1
3115,보지빨어,1
3116,보지에자지껴,1
3117,보지에자지너,1
3118,보지자지,1
3119,보지정액,1
3120,보지쥐어짜,1
3121,보지찌져,1
3122,보지찢어,1
3123,보지털,1
3124,보지털뽑아,1
3125,보지털어,1
3129,보지틀래기,1
3130,보지핥아,1
3131,보지핥아줘,1
3132,보지핥어,1
3135,보지핧아,1
3136,보지핧아줘,1
3137,보지핧어,1
3139,보짓물,1
3140,보짓물마셔,1
3157,빙신쉐이,1
3160,빠가십새,1
3161,빠가씹새,1
3163,빠구리,1
3164,빠굴이,1
3166,뻑큐,1
3170,사까시,1
3179,성교하자,1
3180,성교해,1
3182,성폭행,1
3184,섹스,1
3185,섹스하자,1
3186,섹스해,1
3187,소자지,1
3190,쉬밸년,1
3208,시댕이,1
3214,시발년,1
3215,시발놈,1
3217,시발새끼,1
3219,시방새,1
3220,시팍새끼,1
3226,시팔넘,1
3227,시팔년,1
3228,시팔놈,1
3230,시팔새끼,1
3241,십버지,1
3242,십부랄,1
3243,십부럴,1
3246,십세이,1
3248,십셰리,1
3249,십자석,1
3250,십자슥,1
3251,십지랄,1
3252,십창녀,1
3254,십탱구리,1
3255,십탱굴이,1
3259,십팔새끼,1
3263,싸가지,1
3270,쌍년,1
3271,쌍놈,1
3273,쌍보지,1
3277,쌍쌍보지,1
3282,쌕쓰,1
3284,썅년,1
3292,쓰바새끼,1
3295,쓰브랄쉽세,1
3324,씨가랭넘,1
3325,씨가랭년,1
3326,씨가랭놈,1
3327,씨댕,1
3328,씨댕이,1
3329,씨뎅,1
3330,씨발,1
3333,씨발.년,1
3334,씨발.놈,1
3335,씨발년,1
3336,씨발놈,1
3337,씨발롬,1
3338,씨발병신,1
3339,씨방새,1
3340,씨방세,1
3344,씨뱅가리,1
3345,씨벌,1
3346,씨벌년,1
3347,씨벌쉐이,1
3349,씨부랄,1
3350,씨부럴,1
3352,씨불알,1
3353,씨브럴,1
3355,씨블년,1
3356,씨블새끼,1
3357,씨븡새끼,1
3359,씨섹끼,1
3361,씨파넘,1
3362,씨팍새끼,1
3363,씨팍세끼,1
3364,씨팔,1
3372,씨퐁넘,1
3373,씨퐁뇬,1
3375,씨퐁보지,1
3377,씨퐁자지,1
3402,씹년,1
3403,씹물,1
3404,씹미랄,1
3405,씹버지,1
3407,씹보지,1
3409,씹부랄,1
3410,씹브랄,1
3412,씹빵구,1
3414,씹뽀지,1
3415,씹새,1
3417,씹새끼,1
3418,씹세,1
3420,씹쌔끼,1
3422,씹자석,1
3423,씹자슥,1
3424,씹자지,1
3426,씹지랄,1
3427,씹창,1
3428,씹창녀,1
3429,씹탱,1
3431,씹탱굴이,1
3432,씹탱이,1
3433,씹팔,1
3434,아가리,1
3440,애미랄,1
3441,애미보지,1
3442,애미씨뱅,1
3443,애미자지,1
3444,애미잡년,1
3445,애미좃물,1
3451,양아치,1
3453,어미강간,1
3454,어미따먹자,1
3455,어미쑤시자,1
3457,엄창,1
3458,에미,1
3466,염병할,1
3474,엿먹어라,1
3475,영자개새끼,1
3476,영자새끼,1
3477,영자씨발놈,1
3479,오르가즘,1
3480,왕버지,1
3481,왕자지,1
3482,왕잠지,1
3483,왕털버지,1
3484,왕털보지,1
3485,왕털자지,1
3486,왕털잠지,1
3488,요년,1
3489,우미쑤셔,1
3494,유두빨어,1
3495,유두핥어,1
3496,유두핧어,1
3507,유방만져,1
3508,유방빨아,1
3509,유방조물락,1
3510,유방주물럭,1
3511,유방쪼물딱,1
3512,유방쪼물럭,1
3513,유방핥아,1
3514,유방핥어,1
3515,유방핧아,1
3516,유방핧어,1
3518,육갑,1
3534,자기핥아,1
3536,자기핧아,1
3550,자지구녕,1
3551,자지구멍,1
3552,자지꽂아,1
3553,자지넣자,1
3554,자지뜨더,1
3555,자지뜯어,1
3556,자지박어,1
3559,자지빨아,1
3560,자지빨아줘,1
3561,자지빨어,1
3562,자지쑤셔,1
3563,자지쓰레기,1
3564,자지정개,1
3565,자지짤라,1
3566,자지털,1
3567,자지핥아,1
3568,자지핥아줘,1
3569,자지핥어,1
3571,자지핧아,1
3572,자지핧아줘,1
3573,자지핧어,1
3574,작은보지,1
3577,잠지뚫어,1
3578,잠지물마셔,1
3579,잠지털,1
3580,잠짓물마셔,1
3584,잡것,1
3585,잡년,1
3586,잡놈,1
3587,잡쓰레그,1
3588,잡쓰레기,1
3590,저년,1
3604,젓가튼쉐이,1
3606,젓같내,1
3607,젓까,1
3608,젓냄새,1
3609,젓대가리,1
3610,젓떠,1
3611,젓마무리,1
3613,젓만이,1
3614,젓물,1
3616,젓물냄새,1
3617,젓밥,1
3618,정액마셔,1
3619,정액먹어,1
3620,정액발사,1
3621,정액짜,1
3622,정액핥아,1
3623,정액핧아,1
3624,정자마셔,1
3625,정자먹어,1
3626,정자핥아,1
3627,정자핧아,1
3630,젖까,1
3632,젖탱이,1
3635,조개넓은년,1
3636,조개따조,1
3638,조개마셔줘,1
3640,조개벌려조,1
3642,조개보지,1
3643,조개속물,1
3644,조개쑤셔줘,1
3646,조개핥아줘,1
3647,조개핧아줘,1
3649,조또,1
3658,족같내,1
3659,족까,1
3661,족까내,1
3673,좀마니,1
3674,좀물,1
3675,좀쓰레기,1
3676,좁빠라라,1
3698,좃가튼뇬,1
3700,좃간년,1
3701,좃까,1
3702,좃까리,1
3704,좃깟네,1
3705,좃냄새,1
3706,좃넘,1
3707,좃대가리,1
3708,좃도,1
3709,좃또,1
3710,좃마무리,1
3713,좃만아,1
3714,좃만이,1
3715,좃만한것,1
3716,좃만한쉐이,1
3717,좃물,1
3719,좃물냄새,1
3720,좃보지,1
3722,좃부랄,1
3724,좃빠구리,1
3725,좃빠네,1
3726,좃빠라라,1
3727,좃털,1
3762,좆같은놈,1
3764,좆같은새끼,1
3765,좆까,1
3767,좆까라,1
3768,좆나,1
3769,좆년,1
3770,좆도,1
3779,좆만아,1
3784,좆만한년,1
3785,좆만한놈,1
3787,좆만한새끼,1
3789,좆먹어,1
3790,좆물,1
3791,좆밥,1
3793,좆빨아,1
3795,좆새끼,1
3796,좆털,1
3802,좋만한것,1
3808,주글년,1
3810,주길년,1
3813,쥐랄,1
3817,지랄,1
3818,지럴,1
3819,지뢀,1
3826,쪼다새끼,1
3831,창녀,1
3832,창녀버지,1
3833,처드셈,1
3834,쳐드셈,1
3835,쳐쑤셔박어,1
3836,촌씨브라리,1
3837,촌씨브랑이,1
3838,촌씨브랭이,1
3848,크리토리스,1
3849,큰보지,1
3857,클리토리스,1
3861,페니스,1
3863,항문수셔,1
3864,항문쑤셔,1
3869,허버리년,1
3874,허벌년,1
3876,허벌보지,1
3878,허벌자식,1
3879,허벌자지,1
3885,헐렁보지,1
3886,혀로보지핥이기,1
3887,혀로보지핧기,1
3900,호냥년,1
3909,호로새끼,1
3912,호로자슥,1
3913,호로자식,1
3917,호루자슥,1
3918,화냥년,1
3925,후라덜넘,1
3926,후장,1
3929,후장꽂아,1
3930,후장뚫어,0
3932,\basshole,0
3955,dong,0
3956,\bdyke\b,0
3976,\bmj\b,0
3978,\bstoner,0
4039,\bfisting\b,0
4041,\bcock,0
4048,\braped\b,0
4049,\braping\b,0
4052,\bjunk[ie],0
4081,\bdike\b,0
4083,\bdefecat,0
4086,\bejaculate\b,0
4095,\bscrotum,0
4139,\bpusher,0
4171,\bchinks\b,0
4201,\bdikes\b,0
4202,\bdildos\b,0
4208,\bsativa\b,0
4209,\bindica\b,0
4212,\bskunkweed\b,0
4213,\bdoobie\b,0
4215,\bfingerbang\b,0
4216,\bgangbang\b,0
4217,\bgangrape\b,0
4218,\bjaps\b,0
4219,\bjizzing\b,0
4220,\bgizzing\b,0
4233,\bpolesmokers\b,0
4239,\bpussies\b,0
4251,\brapes\b,0
4252,\bsaladtosser\b,0
4276,\btramps\b,0
4281,\bfags\b,0
4283,boob,0
4291,\bbast[aeiou]rd,0
4292,\bbeastiality\b,0
4293,\bblowjob,0
4294,\bboffer\b,0
4301,\bclowjob\b,0
4308,\berection\b,0
4310,\bdonkeypunch\b,0
4312,\bfawker\b,0
4313,\bfeces,0
4329,\bnipple,0
4330,nipples\b,0
4348,prostitute,0
4369,\balquaeda\b,0
4370,\bamerikkkan\b,0
4371,\bamphetamine\b,0
4380,\barse,0
4381,\baryan,0
4392,\bbackdoor\b,0
4397,\bbi\b,0
4398,\bbigfatasscow\b,0
4399,titt[iey]*s\b,0
4409,bondage\b,0
4411,boobs\b,0
4412,breast\b,0
4419,\bbuttocks\b,0
4432,\b[ck]oitus,0
4433,\bcoke\b,0
4434,\bcondom,0
4445,\bdahoe\b,0
4447,\bdamn\b,0
4451,\bdarkwanker\b,0
4455,\bdi[ae][rh]+ea,0
4456,dick\b,0
4458,\bdirtyho\b,0
4460,\bdomination\b,0
4463,\bdutch\b,0
4467,\benema\b,0
4468,\berotic,0
4469,jackass\b,0
4470,\bfacism\b,0
4472,\bfakeboobs\b,0
4474,\bfart\b,0
4477,\bfetish,0
4478,fetish\b,0
4480,\bfilthymuslim\b,0
4481,\bfocker\b,0
4482,\bforeplay\b,0
4483,\bforeskin\b,0
4485,\bfrottage\b,0
4492,\bfuk\b,0
4493,\bfukass\b,0
4497,\bgenital,0
4498,\bgenitals\b,0
4501,\bgigolo\b,0
4505,\bgonorrhea\b,0
4506,\bgrummz\b,0
4507,\bhairyhorny\b,0
4508,\bhardboob\b,0
4509,\bhentail\b,0
4511,\bhiv\b,0
4513,\bholocaust\b,0
4516,\bhorny\b,0
4518,\bhot\b,0
4540,\bj.*jameson\b,0
4552,\bkinky\b,0
4557,\bkraut\b,0
4560,\blesb\b,0
4561,\blesbian\b,0
4563,pussy\b,0
4565,\blingerie\b,0
4566,\bload\b,0
4570,\blube\b,0
4571,\blubricant\b,0
4572,\blust\b,0
4573,\bmaidenhead\b,0
4584,\bmorphine\b,0
4608,\bnudity\b,0
4610,\bnuts\b,0
4618,\boral\b,0
4620,\bpagan\b,0
4629,\bperv\b,0
4630,\bpervert\b,0
4631,\bphawk\b,0
4636,\bpiss\b,0
4637,\bplayboy\b,0
4638,\bplaygirl\b,0
4639,\bpolish\b,0
4640,\bpoop\b,0
4642,\bprebubescent\b,0
4649,\bqueer\b,0
4656,\breich\b,0
4660,\br.*jeremy\b,0
4668,\bscrew\b,0
4669,\bseamen\b,0
4673,\bsex\b,0
4677,\bsirbong\b,0
4683,\bspank\b,0
4684,\bspeculum\b,0
4685,\bspreadmylegs\b,0
4689,\bstreaker,0
4690,\bstripper,0
4692,\bstud\b,0
4693,\bsubmissive\b,0
4694,\bsuck\b,0
4695,\bsukkitdown\b,0
4697,\bswiftnuggs\b,0
4698,\bswingers\b,0
4703,\bteabag,0
4706,\bterrorist\b,0
4709,\bthickbush\b,0
4710,\bthreesome\b,0
4714,\bsnatch,0
4717,\btribadism\b,0
4720,\buglynig\b,0
4722,\bupdabut\b,0
4723,\bupmybutthole\b,0
4725,\burinat,0
4727,\bvasect,0
4729,\bvenereal\b,0
4731,\bvirgin\b,0
4736,\bwarslut\b,0
4740,\bwood\b,0
4781,\bnegro,0
4790,\btinytits\b,0
4792,cock\b,0
4798,blowjob\b,0
4799,\btardpopsicle\b,0
4807,\burmom\b,0
4810,fag\b,0
4814,\bdick,0
4816,\bturdsplat\b,0
4821,\bchokeoncocks\b,0
4822,\blittlearse\b,0
4834,\bholybijesis\b,0
4839,\bniggs\b,0
4862,support,0
4881,\babsinthe\b,0
4882,\babsolut\b,0
4883,\baceofspades\b,0
4884,\badulteress\b,0
4885,\badulterous\b,0
4886,\badultery\b,0
4887,\badultsonly\b,0
4888,\bagentorange\b,0
4889,\baids\b,0
4890,\bal[ck]ohol,0
4891,\balecpowers\b,0
4892,\balexwilcox\b,0
4893,\bamaretto\b,0
4894,\banal\b,0
4895,\bangeladevi\b,0
4896,\bangeldust\b,0
4897,\banglo\b,0
4898,\banheiser\b,0
4899,\bannamalle\b,0
4900,\bannaslut\b,0
4901,\basiacarrera\b,0
4902,\baurorasnow\b,0
4903,\bbacardi\b,0
4904,\bbeaner\b,0
4905,\bbeanlicker\b,0
4906,\bbeer\b,0
4907,\bbestiality\b,0
4908,\bbizzle\b,0
4910,\bblackie\b,0
4911,\bbloodyhell\b,0
4912,\bblow\b,0
4913,\bblunt\b,0
4914,\bbollocks\b,0
4915,\bboobs,0
4916,\bboofer\b,0
4917,\bbourbon\b,0
4918,\bbrazuca\b,0
4919,\bbreast,0
4920,\bbudda\b,0
4921,\bbuddahead\b,0
4922,\bbudlight\b,0
4923,\bbudweiser\b,0
4924,\bbugger\b,0
4925,\bbustydusty\b,0
4926,\bbutt\b,0
4927,\bbuttman\b,0
4928,\bcandyandes\b,0
4929,\bcaucazoid\b,0
4930,\bcawk\b,0
4931,\bcervesa\b,0
4932,\bchampagne\b,0
4933,\bchaseylain\b,0
4934,\bcheeba\b,0
4935,\bcherokee \b,0
4936,\bchino\b,0
4937,\bchloejones \b,0
4938,\bchristilake\b,0
4939,\bchrisward \b,0
4940,\bcocostarfish\b,0
4941,\bcognac\b,0
4942,\bcootch\b,0
4943,\bcooter\b,0
4944,\bcopulate\b,0
4945,\bcornholes\b,0
4946,\bcorona\b,0
4947,\bcrack\b,0
4948,\bcracker\b,0
4949,\bcrap\b,0
4950,\bdamned\b,0
4951,\bdank\b,0
4952,\bdeancoulter\b,0
4953,\bdebidiamond \b,0
4954,\bdeepthroat\b,0
4955,\bdevinderay \b,0
4956,\bdianazyle \b,0
4957,\bdietpills\b,0
4958,\bdirtysanchez\b,0
4959,\bditavontease\b,0
4960,\bdoggystyle\b,0
4961,\bdope\b,0
4962,\bduckbutter\b,0
4963,\becstacy\b,0
4964,\bedpowers \b,0
4965,\beggplant\b,0
4966,\bericaboyer \b,0
4967,\bextasy\b,0
