ID,BoneFileDataID,ModelFileDataID
24,1056459,1000764
25,1056447,1000764
26,1056446,1000764
27,1056451,1000764
28,1056440,1000764
29,1056453,1000764
30,1056443,1000764
31,1056455,1000764
32,1056450,1000764
33,1056436,1000764
34,1056449,1000764
35,1056444,1000764
36,1056452,1000764
37,1056445,1000764
38,1056463,1000764
39,1056461,1000764
40,1056442,1000764
41,1056456,1000764
42,1056437,1000764
43,1056460,1000764
44,1056441,1000764
45,1056462,1000764
46,1056457,1000764
47,1056464,1000764
48,1056454,1000764
49,1056438,1000764
50,1056448,1000764
51,1056458,1000764
52,1056465,1000764
53,1056439,1000764
100,1054841,917116
101,2016357,1968587
102,1054837,917116
103,2016358,1968587
104,1054829,917116
105,2016360,1968587
106,2016363,1968587
107,1054833,917116
108,1054832,917116
109,2016364,1968587
110,1054836,917116
111,2016365,1968587
112,2016366,1968587
113,1054834,917116
114,1054839,917116
115,2016367,1968587
116,1054827,917116
117,2016368,1968587
118,1054831,917116
119,2016369,1968587
120,2016370,1968587
121,1054830,917116
122,2016371,1968587
123,1054838,917116
124,1054828,917116
125,2016372,1968587
126,1054826,917116
127,2016373,1968587
128,2016374,1968587
129,1054835,917116
130,2016375,1968587
131,1054840,917116
132,2016377,1968587
133,1054842,917116
134,1054825,917116
135,2016378,1968587
136,1053782,949470
137,1053775,949470
138,1053789,949470
139,1053785,949470
140,1053783,949470
141,1053781,949470
142,1053779,949470
143,1053773,949470
144,1053790,949470
145,1053788,949470
146,1053776,949470
147,1053784,949470
148,1053787,949470
149,1053786,949470
150,1053774,949470
151,1053778,949470
152,1053777,949470
153,1054895,878772
154,1054913,878772
155,1054911,878772
156,1054908,878772
157,1054899,878772
158,1054901,878772
159,1054898,878772
160,1054902,878772
161,1054894,878772
162,1054910,878772
163,1054907,878772
164,1054904,878772
165,1054909,878772
166,1054906,878772
167,1054900,878772
168,1054896,878772
169,1054912,878772
170,1054897,878772
171,1054905,878772
172,1054903,878772
173,1056261,950080
174,1056263,950080
175,1056277,950080
176,1056272,950080
177,1056275,950080
178,1056264,950080
179,1056278,950080
180,1056273,950080
181,1056270,950080
182,1056267,950080
183,1056269,950080
184,1056266,950080
185,1056265,950080
186,1056268,950080
187,1056262,950080
188,1056274,950080
189,1056276,950080
190,1056260,950080
191,1056271,950080
192,1060751,974343
193,1060755,974343
194,1060759,974343
195,1060763,974343
196,1060754,974343
197,1060757,974343
198,1060762,974343
199,1060764,974343
200,1060752,974343
201,1060756,974343
202,1060750,974343
203,1060758,974343
204,1060760,974343
205,1060753,974343
206,1060749,974343
207,1060761,974343
209,1053765,921844
210,1053756,921844
211,1053764,921844
212,1053769,921844
213,1053770,921844
214,1053754,921844
215,1053759,921844
216,1053757,921844
218,1053766,921844
219,1053763,921844
220,1053755,921844
221,1053761,921844
222,1053768,921844
223,1053771,921844
224,1053767,921844
225,1053762,921844
226,1060817,959310
227,1060815,959310
228,1060814,959310
229,1060816,959310
230,1060818,959310
231,1060820,959310
232,1060819,959310
233,1061233,959310
234,1061226,959310
235,1061232,959310
236,1061234,959310
237,1061227,959310
238,1061231,959310
239,1061238,959310
240,1061235,959310
241,1061228,959310
242,1061236,959310
243,1061229,959310
244,1061230,959310
245,1061237,959310
246,1056820,997378
247,1056818,997378
248,1056822,997378
249,1056821,997378
250,1056824,997378
251,1056815,997378
252,1056813,997378
253,1056817,997378
254,1056814,997378
255,1056819,997378
256,1056812,997378
257,1056811,997378
258,1056823,997378
259,1056816,997378
260,1067023,968705
261,1067017,968705
262,1067018,968705
263,1067019,968705
264,1067021,968705
265,1067013,968705
266,1067016,968705
267,1067015,968705
268,1067022,968705
269,1067014,968705
270,1060768,986648
271,1060772,986648
272,1060769,986648
273,1060767,986648
274,1060765,986648
275,1060771,986648
276,1060766,986648
277,1060770,986648
278,1053744,900914
279,1053747,900914
280,1053741,900914
281,1053753,900914
282,1053749,900914
283,1053745,900914
284,1053750,900914
285,1053740,900914
286,1053742,900914
287,1053751,900914
288,1053746,900914
289,1053748,900914
290,1053752,900914
291,1053743,900914
292,1069058,940356
293,1069048,940356
294,1069050,940356
295,1069056,940356
296,1069046,940356
297,1069057,940356
298,1069052,940356
299,1069051,940356
300,1069054,940356
301,1069047,940356
302,1069053,940356
303,1069049,940356
304,1069059,940356
305,1069055,940356
306,1060782,1022938
307,1060784,1022938
308,1060778,1022938
309,1060780,1022938
310,1060779,1022938
311,1060783,1022938
312,1060781,1022938
313,1060777,1022938
314,1060776,1022938
315,1060775,1022938
316,1056835,1018060
317,1056827,1018060
318,1056826,1018060
319,1056830,1018060
320,1056828,1018060
321,1056831,1018060
322,1056829,1018060
323,1056834,1018060
324,1056836,1018060
325,1056833,1018060
326,1056832,1018060
327,1056825,1018060
328,1103057,1100087
329,1103052,1100087
330,1103046,1100087
331,1103050,1100087
332,1103048,1100087
333,1103064,1100087
334,1103063,1100087
335,1103065,1100087
336,1103047,1100087
337,1103058,1100087
338,1103062,1100087
339,1103066,1100087
340,1103056,1100087
341,1103054,1100087
342,1103051,1100087
343,1103059,1100087
344,1103055,1100087
345,1103049,1100087
346,1103045,1100087
347,1103067,1100087
348,1103057,1100087
349,1103052,1100087
350,1103046,1100087
351,1103216,1100258
352,1103217,1100258
353,1103231,1100258
354,1103221,1100258
355,1103215,1100258
356,1103232,1100258
357,1103226,1100258
358,1103212,1100258
359,1103227,1100258
360,1103223,1100258
361,1103229,1100258
362,1103213,1100258
363,1103214,1100258
364,1103222,1100258
365,1103224,1100258
366,1103228,1100258
367,1103220,1100258
368,1103219,1100258
369,1103230,1100258
370,1103225,1100258
371,1103216,1100258
372,1103217,1100258
373,1103231,1100258
374,1056795,1005887
375,1056805,1005887
376,1056809,1005887
377,1056807,1005887
378,1056798,1005887
379,1056801,1005887
380,1056802,1005887
381,1056791,1005887
382,1056794,1005887
383,1056796,1005887
384,1056790,1005887
385,1056800,1005887
386,1056804,1005887
387,1056808,1005887
388,1056792,1005887
389,1056793,1005887
390,1056806,1005887
391,1056803,1005887
392,1056797,1005887
393,1056799,1005887
394,1053732,1022598
395,1053729,1022598
396,1053728,1022598
397,1053720,1022598
398,1053738,1022598
399,1053736,1022598
400,1053733,1022598
401,1053722,1022598
402,1053725,1022598
404,1053721,1022598
405,1053739,1022598
406,1053727,1022598
407,1053731,1022598
408,1053737,1022598
409,1053726,1022598
410,1053723,1022598
411,1053730,1022598
412,1053735,1022598
429,1864792,1814471
