ID,GeosetIndex,GeosetValue,CreatureDisplayInfoID
31995,0,1,26
31996,0,1,139
31997,0,1,163
31998,0,1,365
31999,0,1,371
32000,0,1,373
32001,0,1,511
32002,0,1,774
32003,0,3,929
32004,1,2,929
32005,2,1,929
32006,3,1,929
32007,0,1,950
32008,1,1,950
32009,2,1,950
32010,3,1,950
32011,0,1,1050
32012,1,2,1050
32013,2,1,1050
32014,3,1,1050
32015,0,1,2153
32016,0,1,2299
32017,0,1,3206
32018,1,1,3206
32019,2,1,3206
32020,3,1,3206
32021,0,1,6767
32022,1,1,6767
32023,2,1,6767
32024,3,1,6767
32025,0,1,7336
32026,1,1,7336
32027,2,1,7336
32028,3,1,7336
32029,0,1,10269
32030,1,2,10269
32031,2,1,10269
32032,3,2,10269
32033,0,1,10579
32034,1,1,10579
32035,2,1,10579
32036,3,1,10579
32037,0,1,10911
32038,0,1,10912
32039,0,1,10913
32040,0,2,10943
32041,1,1,10943
32042,2,1,10943
32043,3,1,10943
32044,0,1,10944
32045,1,1,10944
32046,2,1,10944
32047,3,1,10944
32048,0,3,10945
32049,1,1,10945
32050,2,1,10945
32051,3,1,10945
32052,0,2,10946
32053,1,2,10946
32054,2,1,10946
32055,3,1,10946
32056,0,2,13990
32057,1,1,13990
32058,2,1,13990
32059,3,1,13990
32060,0,2,15684
32061,1,2,15684
32062,2,1,15684
32063,3,2,15684
32064,0,1,20748
32065,0,4,23553
32066,1,2,23553
32067,0,4,23731
32068,1,1,23731
32069,1,2,25632
32070,0,5,25668
32071,1,2,25668
32072,0,1,25748
32073,1,1,25748
32074,2,1,25748
32075,3,1,25748
32076,0,1,25754
32077,1,1,25754
32078,2,1,25754
32079,3,1,25754
32080,0,1,25755
32081,1,1,25755
32082,2,1,25755
32083,3,1,25755
32084,0,1,25756
32085,1,1,25756
32086,2,1,25756
32087,3,1,25756
32088,0,1,25757
32089,1,1,25757
32090,2,1,25757
32091,3,1,25757
32092,0,1,25758
32093,1,1,25758
32094,2,1,25758
32095,3,1,25758
32096,0,1,25759
32097,1,1,25759
32098,2,1,25759
32099,3,1,25759
32100,0,1,25760
32101,1,1,25760
32102,2,1,25760
32103,3,1,25760
32104,0,3,25774
32105,0,3,25775
32106,1,2,25775
32107,0,1,25792
32108,1,1,25792
32109,2,1,25792
32110,3,1,25792
32111,0,1,25793
32112,1,1,25793
32113,2,1,25793
32114,3,1,25793
32115,0,1,25794
32116,1,1,25794
32117,2,1,25794
32118,3,1,25794
32119,0,1,25795
32120,1,1,25795
32121,2,1,25795
32122,3,1,25795
32123,0,1,25886
32124,1,1,25886
32125,2,1,25886
32126,3,1,25886
32127,0,2,25952
32128,1,1,25952
32129,2,2,25952
32130,3,1,25952
32131,0,1,25953
32132,1,1,25953
32133,2,1,25953
32134,3,1,25953
32135,0,3,25954
32136,1,1,25954
32137,2,2,25954
32138,3,1,25954
32139,0,1,25986
32140,1,1,25986
32141,2,1,25986
32142,3,1,25986
32143,0,3,25987
32144,1,1,25987
32145,2,1,25987
32146,3,1,25987
32147,0,2,25988
32148,1,1,25988
32149,2,2,25988
32150,3,1,25988
32151,0,2,25989
32152,1,1,25989
32153,2,1,25989
32154,3,1,25989
32155,0,3,25990
32156,1,1,25990
32157,2,1,25990
32158,3,1,25990
32159,0,1,25991
32160,1,1,25991
32161,2,1,25991
32162,3,1,25991
32163,0,1,25992
32164,1,1,25992
32165,2,1,25992
32166,3,1,25992
32167,0,1,25993
32168,1,1,25993
32169,2,2,25993
32170,3,1,25993
32171,0,2,25994
32172,1,1,25994
32173,2,1,25994
32174,3,1,25994
32175,0,1,25995
32176,1,1,25995
32177,2,1,25995
32178,3,1,25995
32179,0,2,26065
32180,1,1,26065
32181,2,2,26065
32182,3,1,26065
32183,0,1,26212
32184,1,1,26212
32185,2,1,26212
32186,3,1,26212
32187,0,1,26213
32188,1,1,26213
32189,2,1,26213
32190,3,1,26213
32191,0,3,26218
32192,1,1,26218
32193,2,2,26218
32194,3,1,26218
32195,0,2,26220
32196,1,1,26220
32197,2,1,26220
32198,3,1,26220
32199,0,1,26239
32200,1,1,26239
32201,2,1,26239
32202,3,1,26239
32203,0,1,26675
32204,1,1,26675
32205,2,1,26675
32206,3,1,26675
32207,0,1,26676
32208,1,1,26676
32209,2,1,26676
32210,3,1,26676
32211,0,3,26677
32212,1,1,26677
32213,2,2,26677
32214,3,1,26677
32215,0,2,26679
32216,1,1,26679
32217,2,2,26679
32218,3,1,26679
32219,1,2,28072
32220,0,1,28324
32221,1,1,28324
32222,2,1,28324
32223,3,1,28324
32224,0,1,28466
32225,1,1,28466
32226,2,1,28466
32227,3,1,28466
32228,0,3,29121
32229,1,1,29121
32230,2,2,29121
32231,3,1,29121
32232,0,4,29504
32233,1,1,29504
32234,0,2,29522
32235,0,1,29545
32236,0,3,29824
32237,1,1,29824
32238,0,1,31019
32239,0,1,32192
32240,1,2,32192
32241,2,1,32192
32242,3,2,32192
32243,0,1,32193
32244,1,1,32193
32245,2,1,32193
32246,3,1,32193
32247,0,5,32314
32248,1,2,32314
32249,0,4,32515
32250,0,3,32889
32251,1,2,32889
32252,0,1,34428
32253,1,1,34428
32254,2,1,34428
32255,0,1,34550
32256,1,1,34550
32257,2,1,34550
32258,0,2,34583
32259,1,3,34583
32260,2,1,34583
32261,0,1,34617
32262,1,1,34617
32263,2,1,34617
32264,0,1,34618
32265,1,3,34618
32266,2,1,34618
32267,0,1,34619
32268,1,3,34619
32269,2,1,34619
32270,0,1,34731
32271,1,4,34731
32272,2,1,34731
32273,0,1,34732
32274,1,3,34732
32275,2,1,34732
32276,0,1,34734
32277,1,2,34734
32278,2,1,34734
32279,0,2,34735
32280,1,2,34735
32281,2,2,34735
32282,0,1,34736
32283,1,3,34736
32284,2,3,34736
32285,0,1,34738
32286,1,1,34738
32287,2,1,34738
32288,0,1,34741
32289,1,1,34741
32290,2,1,34741
32291,0,1,34742
32292,1,1,34742
32293,2,1,34742
32294,0,2,34743
32295,1,2,34743
32296,2,2,34743
32297,0,2,34744
32298,1,3,34744
32299,2,3,34744
32300,0,2,34745
32301,1,1,34745
32302,2,1,34745
32303,0,1,34746
32304,1,3,34746
32305,2,1,34746
32306,0,1,34747
32307,1,2,34747
32308,2,1,34747
32309,0,1,34748
32310,1,4,34748
32311,2,1,34748
32312,0,1,34749
32313,1,2,34749
32314,2,1,34749
32315,0,2,34773
32316,1,3,34773
32317,2,1,34773
32318,0,2,34789
32319,1,1,34789
32320,2,1,34789
32321,0,2,34790
32322,1,4,34790
32323,2,4,34790
32324,0,1,34806
32325,1,1,34806
32326,2,1,34806
32327,0,1,34807
32328,1,1,34807
32329,2,1,34807
32330,0,1,34808
32331,1,2,34808
32332,2,1,34808
32333,0,1,34914
32334,1,2,34914
32335,2,1,34914
32336,0,2,34993
32337,1,4,34993
32338,2,1,34993
32339,0,2,34995
32340,1,4,34995
32341,2,1,34995
32342,0,2,35067
32343,1,2,35067
32344,2,2,35067
32345,0,2,35084
32346,1,3,35084
32347,2,1,35084
32348,0,2,35085
32349,1,3,35085
32350,2,1,35085
32351,0,1,35110
32352,1,2,35110
32353,2,1,35110
32354,0,1,35111
32355,1,1,35111
32356,2,1,35111
32357,0,1,35115
32358,1,1,35115
32359,2,1,35115
32360,0,1,35116
32361,1,4,35116
32362,2,1,35116
32363,0,1,35117
32364,1,1,35117
32365,2,1,35117
32366,0,1,35118
32367,1,2,35118
32368,2,1,35118
32369,0,1,35119
32370,1,3,35119
32371,2,1,35119
32372,0,1,35120
32373,1,1,35120
32374,2,1,35120
32375,0,1,35123
32376,1,1,35123
32377,2,1,35123
32378,0,1,35127
32379,1,1,35127
32380,2,1,35127
32381,0,1,35128
32382,1,4,35128
32383,2,1,35128
32384,0,1,35129
32385,1,2,35129
32386,2,1,35129
32387,0,1,35130
32388,1,3,35130
32389,2,1,35130
32390,0,1,35131
32391,1,1,35131
32392,2,4,35131
32393,0,2,35207
32394,1,3,35207
32395,2,1,35207
32396,0,1,35396
32397,1,4,35396
32398,2,4,35396
32399,0,1,35398
32400,1,4,35398
32401,2,1,35398
32402,0,1,35399
32403,1,3,35399
32404,2,1,35399
32405,0,1,35401
32406,1,4,35401
32407,2,4,35401
32408,0,1,35541
32409,1,1,35541
32410,2,2,35541
32411,0,1,35542
32412,1,1,35542
32413,2,2,35542
32414,0,1,35691
32415,1,4,35691
32416,2,4,35691
32417,0,1,35696
32418,1,4,35696
32419,2,4,35696
32420,0,1,35769
32421,1,2,35769
32422,2,2,35769
32423,0,1,35770
32424,1,2,35770
32425,2,2,35770
32426,0,1,35784
32427,1,3,35784
32428,2,3,35784
32429,0,1,35791
32430,1,1,35791
32431,2,5,35791
32432,0,1,35797
32433,1,1,35797
32434,2,3,35797
32435,0,2,35798
32436,1,4,35798
32437,2,4,35798
32438,0,1,35801
32439,1,1,35801
32440,2,3,35801
32441,0,1,35805
32442,1,3,35805
32443,2,3,35805
32444,0,2,35806
32445,1,3,35806
32446,2,3,35806
32447,0,2,35810
32448,1,2,35810
32449,2,2,35810
32450,0,1,35826
32451,1,1,35826
32452,2,4,35826
32453,0,1,35828
32454,1,1,35828
32455,2,4,35828
32456,0,1,35829
32457,1,4,35829
32458,2,4,35829
32459,0,2,35830
32460,1,4,35830
32461,2,4,35830
32462,0,1,35831
32463,1,2,35831
32464,2,2,35831
32465,0,1,35929
32466,1,1,35929
32467,2,2,35929
32468,0,1,35946
32469,1,1,35946
32470,2,4,35946
32471,0,1,35948
32472,1,1,35948
32473,2,3,35948
32474,0,1,35954
32475,1,4,35954
32476,2,4,35954
32477,0,1,35995
32478,1,2,35995
32479,2,2,35995
32480,0,1,36013
32481,1,3,36013
32482,2,3,36013
32483,0,2,36016
32484,1,1,36016
32485,2,3,36016
32486,0,2,36023
32487,1,1,36023
32488,2,3,36023
32489,0,1,36024
32490,1,1,36024
32491,2,4,36024
32492,0,1,36025
32493,1,3,36025
32494,2,3,36025
32495,0,1,36026
32496,1,4,36026
32497,2,4,36026
32498,0,1,36099
32499,1,1,36099
32500,2,2,36099
32501,0,1,36171
32502,1,1,36171
32503,2,3,36171
32504,0,2,36180
32505,1,2,36180
32506,2,2,36180
32507,0,1,36237
32508,1,3,36237
32509,2,1,36237
32510,0,1,36394
32511,1,3,36394
32512,2,1,36394
32513,0,1,36395
32514,1,1,36395
32515,2,5,36395
32516,0,1,36411
32517,1,1,36411
32518,2,1,36411
32519,0,1,36416
32520,1,1,36416
32521,2,2,36416
32522,0,1,36426
32523,1,3,36426
32524,2,3,36426
32525,0,2,36660
32526,0,2,36707
32527,1,4,36707
32528,2,4,36707
32529,0,2,37239
32530,1,1,37239
32531,2,3,37239
32532,0,1,38012
32533,0,1,38013
32534,0,1,38044
32535,0,1,38243
32536,0,1,38244
32537,0,1,38245
32538,0,1,38259
32539,0,1,38310
32540,0,1,38317
32541,0,1,38346
32542,0,1,38414
32543,0,1,38443
32544,0,2,38446
32545,0,1,38501
32546,0,1,38557
32547,0,2,38569
32548,0,1,38629
32549,0,2,38669
32550,0,3,38676
32551,0,1,38761
32552,0,2,38778
32553,0,2,38798
32554,0,1,39071
32555,1,4,39071
32556,2,4,39071
32557,0,1,39072
32558,1,3,39072
32559,2,3,39072
32560,0,1,39475
32561,0,1,39476
32562,0,1,39477
32563,0,1,39478
32564,0,1,39479
32565,0,1,39480
32566,0,1,39481
32567,0,1,39482
32568,0,1,39483
32569,0,1,39484
32570,0,4,39498
32571,0,1,39500
32572,0,1,39508
32573,0,1,39510
32574,0,1,39512
32575,0,1,39513
32576,0,1,39514
32577,0,1,39515
32578,0,1,39516
32579,0,1,39535
32580,0,1,39536
32581,0,1,39537
32582,0,1,39730
32583,0,1,40059
32584,1,1,40059
32585,2,1,40059
32586,0,1,40071
32587,0,3,40095
32588,1,1,40095
32589,2,3,40095
32590,3,2,40095
32591,0,7,40096
32592,1,3,40096
32593,2,2,40096
32594,3,4,40096
32595,0,1,40127
32596,1,1,40127
32597,2,1,40127
32598,0,1,40135
32599,1,3,40135
32600,0,3,40136
32601,1,3,40136
32602,0,1,40137
32603,1,1,40137
32604,0,1,40138
32605,1,1,40138
32606,0,2,40139
32607,1,3,40139
32608,0,1,40187
32609,1,1,40187
32610,0,1,40232
32611,1,3,40232
32612,0,1,40240
32613,1,2,40240
32614,0,1,40241
32615,1,2,40241
32616,0,1,40264
32617,1,1,40264
32618,2,1,40264
32619,0,1,40299
32620,1,2,40299
32621,0,7,40329
32622,0,7,40330
32623,0,7,40331
32624,0,7,40332
32625,0,7,40333
32626,0,7,40334
32627,0,7,40335
32628,0,4,40386
32629,1,3,40386
32630,2,2,40386
32631,0,7,40522
32632,0,8,40523
32633,0,1,40530
32634,1,1,40530
32635,2,1,40530
32636,0,1,40539
32637,1,1,40539
32638,2,3,40539
32639,0,8,40548
32640,0,1,40554
32641,0,8,40555
32642,0,1,40557
32643,0,7,40558
32644,0,1,40559
32645,0,1,40560
32646,0,3,40573
32647,1,2,40573
32648,2,1,40573
32649,0,4,40574
32650,1,3,40574
32651,2,1,40574
32652,0,1,40575
32653,1,2,40575
32654,2,1,40575
32655,0,3,40576
32656,1,1,40576
32657,2,3,40576
32658,0,4,40577
32659,1,2,40577
32660,2,3,40577
32661,0,3,40578
32662,1,3,40578
32663,2,3,40578
32664,0,2,40580
32665,1,3,40580
32666,2,2,40580
32667,0,1,40591
32668,0,4,40605
32669,1,3,40605
32670,0,4,40609
32671,1,3,40609
32672,2,2,40609
32673,0,1,40621
32674,0,1,40636
32675,1,1,40636
32676,2,1,40636
32677,0,1,40637
32678,1,1,40637
32679,2,1,40637
32680,0,7,40661
32681,1,6,40661
32682,2,7,40661
32683,3,4,40661
32684,0,3,40662
32685,1,3,40662
32686,2,5,40662
32687,3,3,40662
32688,0,4,40663
32689,1,2,40663
32690,2,7,40663
32691,3,4,40663
32692,0,2,40696
32693,1,2,40696
32694,2,2,40696
32695,0,4,40697
32696,1,3,40697
32697,2,2,40697
32698,0,1,40700
32699,0,1,40701
32700,0,1,40702
32701,0,1,40705
32702,1,1,40705
32703,2,1,40705
32704,0,3,40706
32705,1,2,40706
32706,2,1,40706
32707,0,3,40739
32708,1,1,40739
32709,0,2,40740
32710,1,3,40740
32711,0,3,40751
32712,1,1,40751
32713,2,4,40751
32714,3,5,40751
32715,0,4,40766
32716,1,2,40766
32717,2,1,40766
32718,0,4,40767
32719,1,3,40767
32720,2,1,40767
32721,0,2,40782
32722,1,3,40782
32723,2,2,40782
32724,3,6,40782
32725,0,4,40783
32726,1,4,40783
32727,2,3,40783
32728,3,2,40783
32729,0,6,40786
32730,1,5,40786
32731,2,5,40786
32732,3,2,40786
32733,0,7,40787
32734,1,6,40787
32735,2,3,40787
32736,3,6,40787
32737,0,1,40788
32738,1,6,40788
32739,2,3,40788
32740,3,2,40788
32741,0,5,40789
32742,1,5,40789
32743,2,5,40789
32744,3,5,40789
32745,0,2,40801
32746,1,3,40801
32747,0,1,40802
32748,1,3,40802
32749,0,2,40803
32750,1,3,40803
32751,2,2,40803
32752,3,6,40803
32753,0,5,40823
32754,0,5,40826
32755,0,4,40827
32756,1,1,40827
32757,2,2,40827
32758,0,3,40834
32759,1,2,40834
32760,2,3,40834
32761,3,6,40834
32762,0,5,40840
32763,1,3,40840
32764,2,3,40840
32765,3,4,40840
32766,0,2,40841
32767,1,2,40841
32768,2,2,40841
32769,3,2,40841
32770,0,4,40842
32771,1,5,40842
32772,2,7,40842
32773,3,4,40842
32774,0,5,40843
32775,1,6,40843
32776,2,3,40843
32777,3,4,40843
32778,0,2,40844
32779,1,5,40844
32780,2,2,40844
32781,3,2,40844
32782,0,2,40850
32783,1,2,40850
32784,2,2,40850
32785,0,2,40851
32786,1,2,40851
32787,2,2,40851
32788,0,3,40852
32789,1,1,40852
32790,2,2,40852
32791,0,3,40853
32792,1,1,40853
32793,2,2,40853
32794,0,1,40857
32795,1,1,40857
32796,2,1,40857
32797,0,4,40858
32798,1,3,40858
32799,2,7,40858
32800,3,4,40858
32801,0,1,40859
32802,1,1,40859
32803,2,1,40859
32804,0,1,40861
32805,1,1,40861
32806,2,1,40861
32807,0,1,40862
32808,1,1,40862
32809,2,1,40862
32810,0,1,40864
32811,1,1,40864
32812,2,1,40864
32813,0,1,40865
32814,1,1,40865
32815,2,1,40865
32816,0,1,40866
32817,1,1,40866
32818,2,1,40866
32819,0,1,40867
32820,1,1,40867
32821,2,1,40867
32822,0,1,40868
32823,1,1,40868
32824,2,1,40868
32825,0,1,40869
32826,1,1,40869
32827,2,1,40869
32828,0,1,40870
32829,1,1,40870
32830,2,1,40870
32831,0,1,40871
32832,1,1,40871
32833,2,1,40871
32834,0,1,40872
32835,1,1,40872
32836,2,1,40872
32837,0,1,40873
32838,1,1,40873
32839,2,1,40873
32840,0,1,40882
32841,0,1,40883
32842,0,2,40889
32843,1,2,40889
32844,2,2,40889
32845,3,6,40889
32846,0,4,40894
32847,1,2,40894
32848,2,1,40894
32849,0,3,40895
32850,1,3,40895
32851,2,1,40895
32852,0,2,40896
32853,1,1,40896
32854,2,1,40896
32855,0,1,40897
32856,1,3,40897
32857,2,1,40897
32858,0,7,40898
32859,1,5,40898
32860,2,4,40898
32861,3,5,40898
32862,0,2,40903
32863,1,4,40903
32864,2,3,40903
32865,3,2,40903
32866,0,1,40911
32867,1,1,40911
32868,2,1,40911
32869,0,1,40915
32870,1,1,40915
32871,2,3,40915
32872,0,1,40918
32873,0,2,40926
32874,1,2,40926
32875,2,2,40926
32876,0,1,40935
32877,0,1,40936
32878,0,1,40937
32879,0,1,40938
32880,0,1,40939
32881,0,1,40940
32882,0,1,40941
32883,0,1,40943
32884,0,7,40956
32885,1,6,40956
32886,2,7,40956
32887,3,1,40956
32888,0,1,40957
32889,1,3,40957
32890,2,3,40957
32891,3,4,40957
32892,0,2,40960
32893,1,4,40960
32894,2,5,40960
32895,3,3,40960
32896,0,3,40972
32897,1,1,40972
32898,2,3,40972
32899,0,8,40975
32900,1,2,40975
32901,2,6,40975
32902,3,5,40975
32903,0,1,40994
32904,0,3,40995
32905,0,1,40997
32906,1,3,40997
32907,2,3,40997
32908,3,4,40997
32909,0,2,41016
32910,0,8,41017
32911,0,10,41018
32912,0,9,41019
32913,0,11,41020
32914,0,11,41021
32915,0,9,41022
32916,0,13,41023
32917,0,8,41024
32918,0,10,41025
32919,0,9,41026
32920,0,2,41027
32921,0,3,41028
32922,0,4,41029
32923,0,5,41030
32924,0,6,41031
32925,0,7,41032
32926,0,8,41033
32927,0,9,41034
32928,0,9,41035
32929,0,11,41036
32930,0,12,41037
32931,0,13,41038
32932,0,6,41041
32933,0,2,41042
32934,0,9,41043
32935,0,1,41044
32936,0,11,41046
32937,0,4,41048
32938,0,2,41052
32939,0,3,41053
32940,0,4,41054
32941,0,5,41055
32942,0,6,41056
32943,0,7,41057
32944,0,2,41058
32945,0,5,41059
32946,0,3,41060
32947,0,11,41061
32948,0,11,41062
32949,0,1,41063
32950,0,1,41064
32951,0,7,41065
32952,0,1,41066
32953,0,5,41067
32954,0,3,41068
32955,0,9,41069
32956,0,4,41070
