ID,FirstStateID,Flags,StartLife,StartLifePercent
1,1,1,0,0
2,2,0,0,0
3,3,0,0,0
4,4,0,0,0
5,5,0,0,0
6,6,0,0,0
7,7,0,0,0
8,8,0,0,0
9,9,0,0,0
10,10,0,0,0
11,11,0,0,0
12,12,0,0,0
13,13,0,0,0
14,14,0,0,0
15,15,0,0,0
16,16,0,0,0
17,17,0,0,0
18,18,0,0,0
19,19,0,0,0
20,20,0,0,0
21,21,0,0,0
22,22,0,0,0
23,23,1,0,0
24,24,1,0,0
25,25,0,0,0
26,26,0,0,0
27,27,0,0,0
28,28,0,0,0
29,29,0,0,0
30,30,0,0,0
31,31,0,0,0
32,32,0,0,0
33,33,0,0,0
34,34,0,0,0
35,35,0,0,0
36,36,1,0,0
37,37,0,0,0
38,38,0,0,0
39,39,0,0,0
40,40,0,0,0
41,41,0,0,0
42,42,0,0,0
43,43,0,0,0
44,44,0,0,0
45,45,0,0,0
46,46,0,0,0
47,47,0,0,0
48,48,0,0,0
49,49,0,0,0
50,50,0,0,0
51,51,0,0,0
52,52,0,0,0
53,53,0,0,0
54,54,0,0,0
55,55,0,0,0
56,56,0,0,0
57,629,0,0,0
59,79,0,0,0
60,2631,0,0,0
61,2634,0,0,0
62,2636,0,0,0
63,2638,0,0,0
64,2640,0,0,0
65,2642,0,0,0
66,2644,0,0,0
67,2646,0,0,0
68,2648,0,0,0
69,2650,0,0,0
70,2652,0,0,0
71,2654,0,0,0
72,2656,0,0,0
73,2661,0,0,0
74,2663,0,0,0
100,57,0,0,0
101,58,0,0,0
102,59,0,0,0
103,60,0,0,0
104,61,2,0,0
111,65,0,0,0
112,66,0,0,0
113,67,0,0,0
114,68,0,0,0
115,69,0,0,0
116,71,2,0,0
117,73,0,0,0
120,75,0,0,0
125,77,0,0,0
126,78,0,0,0
151,131,0,0,0
167,161,0,0,0
172,168,0,0,0
177,181,0,0,0
181,187,0,0,0
182,188,0,0,0
185,192,0,0,0
186,194,0,0,0
187,195,2,0,0
188,197,0,0,0
189,198,2,0,0
191,201,2,0,0
192,203,0,0,0
194,205,0,0,0
195,206,0,0,0
196,207,0,0,0
197,208,0,0,0
198,209,0,0,0
199,210,0,0,0
200,211,0,0,0
201,212,0,0,0
202,213,0,0,0
205,216,0,0,0
206,217,0,0,0
207,218,0,0,0
208,219,0,0,0
209,220,2,0.5,0
210,222,0,0,0
211,223,0,0,0
212,224,0,0,0
213,225,0,0,0
214,226,2,0.5,0
215,227,0,0,0
216,228,0,0,0
217,229,0,0,0
218,230,0,0,0
219,231,0,0,0
220,232,0,0,0
221,233,0,0,0
222,234,0,0,0
223,235,0,0,0
224,236,0,0,0
225,237,0,0,0
226,238,0,0,0
227,239,0,0,0
228,240,0,0,0
231,243,0,0,0
232,244,0,0,0
233,245,0,0,0
234,246,2,0,0
235,247,2,0,0
236,250,2,0,0
238,255,0,0,0
239,256,0,0,0
241,258,2,0,0
242,260,2,0,0
243,262,0,0,0
244,263,0,0,0
245,264,0,0,0
246,265,0,0,0
247,266,0,0,0
248,267,0,0,0
249,268,2,0,0
250,270,2,0,0
251,272,0,0,0
252,273,0,0,0
253,274,0,0,0
255,276,0,0,0
256,277,0,0,0
280,301,0,0,0
300,327,0,0,0
313,346,0,0,0
314,347,0,0,0
315,348,0,0,0
316,349,0,0,0
317,350,0,0,0
318,351,2,0,0
319,352,0,0,0
320,353,0,0,0
324,357,0,0,0
325,358,0,0,0
327,360,0,0,0
328,361,0,0,0
329,362,0,0,0
330,363,0,0,0
331,364,0,0,0
332,365,0,0,0
334,368,0,0,0
335,369,0,0,0
336,370,0,0,0
337,371,0,0,0
338,372,0,0,0
339,373,0,0,0
340,374,0,0,0
342,376,0,0,0
343,377,0,0,0
347,381,0,0,0
348,382,0,0,0
349,383,0,0,0
350,384,0,0,0
351,385,0,0,0
352,386,0,0,0
353,387,0,0,0
354,388,0,0,0
355,389,0,0,0
357,391,0,0,0
358,392,0,0,0
359,393,0,0,0
361,395,0,0,0
362,396,0,0,0
363,397,0,0,0
364,398,0,0,0
365,399,0,0,0
366,400,0,0,0
367,401,0,0,0
368,402,0,0,0
370,404,0,0,0
372,407,0,0,0
373,408,0,0,0
374,409,0,0,0
375,410,0,0,0
376,411,0,0,0
377,412,0,0,0
378,413,2,0,0
379,414,0,0,0
380,415,0,0,0
381,416,0,0,0
382,417,0,0,0
383,418,0,0,0
384,419,0,0,0
392,428,0,0,0
393,486,0,0,0
394,487,0,0,0
395,488,0,0,0
396,489,0,0,0
397,490,0,0,0
398,491,0,0,0
399,492,0,0,0
401,494,0,0,0
402,495,0,0,0
404,497,0,0,0
405,498,0,0,0
406,499,0,0,0
408,501,0,0,0
409,502,0,0,0
410,503,0,0,0
411,504,0,0,0
414,507,0,0,0
415,508,0,0,0
416,509,0,0,0
417,510,0,0,0
418,511,0,0,0
420,513,0,0,0
421,514,0,0,0
422,515,0,0,0
423,516,0,0,0
425,518,0,0,0
426,519,2,2,0
427,520,0,0,0
428,521,0,0,0
430,523,0,0,0
431,524,0,0,0
432,525,0,0,0
433,526,2,0,0
434,527,0,0,0
435,528,0,0,0
436,529,0,0,0
437,530,0,0,0
438,531,0,0,0
439,532,0,0,0
440,533,0,0,0
447,540,0,0,0
448,541,0,0,0
449,542,0,0,0
459,553,0,0,0
460,554,2,0,0
462,556,2,0,0
463,558,0,0,0
464,559,0,0,0
465,560,2,0,0
466,561,0,0,0
467,562,0,0,0
469,564,2,0,0
470,565,0,0,0
471,566,2,0,0
472,567,2,0,0
473,568,0,0,0
474,569,2,0.5,0
475,571,2,0.5,0
476,573,2,0,0
477,575,2,0,0
479,579,0,0,0
480,580,0,0,0
481,581,0,0,0
482,584,0,0,0
483,585,2,0,0
484,586,2,0,0
485,587,2,0,0
486,592,2,0,0
487,597,0,0,0
488,598,0,0,0
490,600,0,0,0
491,601,0,0,0
492,602,0,0,0
493,603,0,0,0
494,604,0,0,0
495,605,0,0,0
497,607,0,0,0
498,608,0,0,0
499,609,0,0,0
500,610,0,0,0
501,611,0,0,0
502,612,0,0,0
503,613,2,0,0
504,615,2,0,0
506,617,0,0,0
507,618,2,0,0
508,619,0,0,0
509,620,2,0,0
510,621,0,0,0
511,622,0,0,0
512,623,2,0,0
513,624,0,0,0
514,625,0,0,0
516,627,0,0,0
517,628,0,0,0
519,630,0,0,0
520,631,0,0,0
521,632,0,0,0
522,633,2,0,0
524,636,0,0,0
525,637,0,0,0
526,638,0,0,0
527,639,0,0,0
528,640,0,0,0
529,641,0,0,0
530,642,0,0,0
531,643,0,0,0
532,644,0,0,0
533,645,0,0,0
534,646,0,0,0
536,648,0,0,0
540,652,3,0,0
542,655,0,0,0
544,657,0,0,0
545,658,0,0,0
548,661,0,0,0
549,662,2,0,0
550,664,0,0,0
553,668,0,0,0
554,669,0,0,0
555,670,2,0,0
556,671,2,0,0
557,672,0,0,0
558,673,0,0,0
559,674,0,0,0
560,675,0,0,0
561,676,0,0,0
562,677,0,0,0
563,678,0,0,0
565,680,0,0,0
566,681,0,0,0
567,682,0,0,0
568,683,0,0,0
569,684,1,0,0
574,689,0,0,0
576,691,0,0,0
577,692,0,0,0
578,693,2,0,0
579,695,0,0,0
580,696,0,0,0
581,697,0,0,0
583,699,0,0,0
584,700,0,0,0
585,701,0,0,0
589,705,0,0,0
591,707,0,0,0
592,708,0,0,0
693,809,0,0,0
694,810,0,0,0
700,817,0,0,0
702,819,1,0,0
703,820,0,0,0
704,821,0,0,0
705,822,0,0,0
706,823,0,0,0
707,824,0,0,0
708,825,0,0,0
709,826,0,0,0
711,828,0,0,0
712,829,0,0,0
713,830,0,0,0
714,831,0,0,0
715,832,0,0,0
716,833,0,0,0
717,834,2,0,0
718,835,0,0,0
719,836,0,0,0
720,837,0,0,0
722,839,0,0,0
723,840,0,0,0
724,841,0,0,0
725,842,0,0,0
727,844,0,0,0
728,845,1,0,0
729,846,0,0,0
731,848,0,0,0
733,851,0,0,0
734,852,0,0,0
735,853,0,0,0
736,854,2,0.025,0
737,856,0,0,0
738,857,0,0,0
740,859,2,0,0
741,860,2,0,0
742,861,0,0,0
744,864,0,0,0
745,865,2,0,0
748,868,0,0,0
763,883,0,0,0
764,884,0,0,0
765,885,1,0,0
766,886,0,0,0
767,887,0,0,0
768,888,0,0,0
769,889,1,0,0
770,890,1,0,0
771,891,0,0,0
772,892,0,0,0
773,893,0,0,0
774,894,0,0,0
775,895,0,0,0
776,896,0,0,0
777,897,0,0,0
778,898,0,0,0
779,899,0,0,0
780,900,0,0,0
781,901,0,0,0
782,902,1,0,0
783,903,1,0,0
784,904,0,0,0
785,905,0,0,0
786,906,0,0,0
787,907,0,0,0
789,909,0,0,0
790,910,0,0,0
791,911,0,0,0
792,912,0,0,0
793,913,0,0,0
794,914,0,0,0
795,915,0,0,0
797,917,0,0,0
798,918,2,0,0
799,921,2,0,0
800,924,0,0,0
801,926,0,0,0
802,928,0,0,0
803,929,0,0,0
804,930,0,0,0
805,931,1,0,0
807,933,0,0,0
808,934,0,0,0
809,935,0,0,0
810,936,0,0,0
811,937,2,0,0
812,939,0,0,0
813,940,0,0,0
814,941,0,0,0
815,942,0,0,0
816,943,0,0,0
817,944,0,0,0
819,946,0,0,0
820,947,0,0,0
825,954,0,0,0
826,956,0,0,0
827,957,2,0,0
828,958,2,0,0
829,959,0,0,0
830,960,0,0,0
831,961,0,0,0
832,962,0,0,0
833,963,0,0,0
834,964,0,0,0
835,965,0,0,0
836,966,0,0,0
837,967,0,0,0
838,968,0,0,0
839,969,0,0,0
840,970,0,0,0
841,971,1,0,0
843,973,0,0,0
844,974,0,0,0
846,976,0,0,0
847,977,2,0,0
849,979,0,0,0
850,981,0,0,0
851,982,0,0,0
852,983,2,0,0
853,984,2,0,0
854,987,0,0,0
855,988,0,0,0
856,989,2,0,0
857,990,0,0,0
858,991,0,0,0
859,992,0,0,0
860,993,2,0,0
861,994,2,0,0
862,995,2,0,0
863,996,0,0,0
864,997,0,0,0
865,1015,2,0,0
867,1003,2,0,0
868,1004,0,0,0
869,1006,0,0,0
870,1008,0,0,0
871,1009,0,0,0
873,1011,0,0,0
874,1012,0,0,0
875,1013,0,0,0
877,1016,0,0,0
878,1017,0,0,0
879,1018,2,0,0
880,1019,0,0,0
881,1021,0,0,0
882,1024,0,0,0
883,1025,2,0,0
884,1029,0,0,0
887,1032,0,0,0
889,1038,0,0,0
890,1039,0,0,0
891,1040,0,0,0
892,1041,0,0,0
893,1042,0,0,0
894,1043,0,0,0
895,1044,0,0,0
896,1045,0,0,0
897,1046,0,0,0
898,1047,2,0,0
900,1049,0,0,0
901,1050,0,0,0
905,1054,0,0,0
910,1059,2,0,0
911,1060,2,0,0
912,1062,0,0,0
913,1063,0,0,0
914,1064,0,0,0
916,1066,0,0,0
917,1067,0,0,0
918,1068,2,0,0
919,1069,0,0,0
920,1070,0,0,0
922,1072,0,0,0
923,1073,0,0,0
925,1075,0,0,0
926,1076,0,0,0
927,1077,2,0,0
928,1078,0,0,0
929,1079,0,0,0
931,1081,0,0,0
932,1082,0,0,0
933,1083,0,0,0
934,1084,0,0,0
935,1086,0,0,0
936,1087,0,0,0
937,1088,0,0,0
938,1089,0,0,0
939,1090,0,0,0
940,1091,0,0,0
941,1092,0,0,0
942,1093,0,0,0
943,1094,0,0,0
944,1095,0,0,0
945,1096,0,0,0
946,1097,0,0,0
947,1098,0,0,0
948,1099,0,0,0
949,1100,0,0,0
950,1101,0,0,0
951,1102,0,0,0
952,1103,0,0,0
953,1104,1,0,0
954,1105,0,0,0
955,1106,0,0,0
956,1107,0,0,0
958,1109,0,0,0
959,1110,0,0,0
960,1111,0,0,0
962,1113,0,0,0
967,1118,2,0,0
968,1119,0,0,0
969,1120,0,0,0
970,1121,0,0,0
971,1122,0,0,0
973,1124,0,0,0
974,1125,0,0,0
975,1126,0,0,0
976,1127,0,0,0
977,1128,0,0,0
978,1129,0,0,0
980,1131,0,0,0
981,1132,0,0,0
982,1133,0,0,0
983,1134,0,0,0
984,1135,0,0,0
985,1136,0,0,0
986,1138,0,0,0
988,1140,0,0,0
989,1141,0,0,0
990,1142,0,0,0
991,1143,0,0,0
992,1144,0,0,0
993,1145,0,0,0
994,1146,0,0,0
995,1147,0,0,0
996,1148,0,0,0
997,1149,0,0,0
998,1150,0,0,0
999,1151,0,0,0
1000,1152,0,0,0
1001,1153,2,0,0
1002,1154,0,0,0
1003,1155,0,0,0
1004,1156,0,0,0
1005,1157,0,0,0
1006,1158,0,0,0
1007,1159,0,0,0
1008,1160,2,0,0
1009,1162,0,0,0
1010,1164,0,100,0
1011,1165,0,0,0
1012,1166,0,0,0
1013,1167,0,0,0
1015,1169,0,0,0
1016,1170,2,0,0
1017,1171,2,0,0
1018,1172,0,0,0
1019,1173,0,0,0
1020,1174,1,0,0
1021,1175,0,0,0
1022,1176,0,0,0
1023,1177,2,0,0
1024,1178,2,0,0
1025,1179,2,0,0
1026,1180,1,0,0
1027,1181,1,0,0
1028,1182,0,0,0
1029,1183,0,0,0
1030,1184,0,0,0
1031,1185,0,0,0
1032,1186,2,0,0
1033,1190,0,0,0
1034,1191,2,0,0
1035,1192,0,0,0
1036,1193,0,0,0
1037,1194,2,0,0
1038,1195,1,0,0
1040,1197,0,0,0
1041,1198,0,0,0
1043,1200,0,0,0
1044,1201,1,0,0
1045,1202,1,0,0
1046,1203,0,0,0
1047,1204,2,0,0
1048,1205,0,0,0
1049,1206,0,0,0
1050,1207,2,0,0
1051,1208,2,0,0
1052,1209,0,0,0
1053,1210,2,0,0
1054,1212,0,0,0
1055,1213,0,0,0
1056,1214,0,0,0
1057,1215,2,0,0
1058,1216,0,0,0
1059,1217,0,0,0
1060,1218,0,0,0
1061,1219,0,0,0
1062,1220,0,0,0
1063,1221,0,0,0
1064,1222,0,0,0
1067,1225,0,0,0
1068,1226,0,0,0
1070,1228,0,0,0
1071,1229,0,0,0
1072,1230,0,0,0
1073,1231,0,0,0
1074,1232,0,0,0
1075,1233,0,0,0
1076,1234,0,0,0
1077,1235,0,0,0
1078,1236,0,0,0
1079,1237,0,0,0
1080,1238,0,0,0
1083,1241,0,0,0
1084,1242,0,0,0
1085,1243,0,0,0
1086,1244,0,0,0
1087,1245,0,0,0
1088,1246,0,0,0
1089,1247,0,0,0
1090,1248,0,0,0
1091,1249,0,0,0
1092,1250,0,0,0
1093,1251,0,0,0
1094,1252,1,0,0
1095,1253,0,0,0
1096,1255,0,1,0
1097,1256,2,0,0
1098,1257,0,0,0
1099,1258,0,0,0
1100,1259,0,0,0
1101,1260,0,0,0
1102,1261,0,0,0
1103,1262,0,0,0
1104,1263,0,0,0
1105,1264,0,0,0
1106,1265,2,0,0
1107,1266,2,0,0
1108,1267,0,0,0
1109,1268,0,0,0
1110,1269,2,0,0
1111,1270,2,0,0
1112,1271,0,0,0
1121,1280,0,0,0
1133,1292,2,0,0
1139,1298,2,0,0
1140,1299,2,0,0
1141,1300,2,0,0
1167,1330,0,0,0
1168,1331,0,0,0
1172,1335,0,0,0
1173,1336,0,0,0
1175,1338,0,0,0
1176,1339,2,0,0
1177,1340,0,0,0
1178,1341,0,0,0
1179,1342,0,0,0
1180,1343,0,0,0
1182,1348,1,0,0
1183,1349,0,0,0
1184,1350,0,0,0
1185,1351,0,0,0
1186,1352,0,0,0
1187,1353,2,0,0
1188,1354,1,0,0
1189,1355,0,0,0
1190,1356,0,0,0
1191,1357,0,0,0
1192,1358,0,0,0
1193,1359,0,0,0
1194,1360,0,0,0
1195,1361,0,0,0
1196,1362,2,0,0
1197,1364,0,0,0
1204,1371,2,0,0
1205,1372,2,0,0
1206,1373,0,0,0
1207,1374,0,0,0
1208,1379,2,0,0
1209,1377,0,0,0
1210,1378,0,0,0
1211,1380,0,0,0
1212,1382,0,0,0
1213,1383,0,0,0
1214,1384,0,0,0
1215,1385,0,0,0
1216,1386,0,0,0
1217,1387,0,0,0
1218,1388,0,0,0
1219,1389,0,0,0
1220,1390,0,0,0
1221,1391,2,0,0
1225,1395,0,0,0
1226,1396,0,0,0
1227,1397,0,0,0
1228,1398,0,0,0
1229,1399,0,0,0
1230,1400,0,0,0
1234,1404,0,0,0
1235,1405,0,0,0
1237,1407,1,0,0
1238,1411,2,0,0
1239,1413,0,0,0
1240,1414,0,0,0
1241,1415,0,0,0
1242,1416,0,0,0
1243,1417,2,0.5,0
1244,1419,0,0,0
1245,1420,0,0,0
1246,1421,0,0,0
1248,1423,0,0,0
1249,1424,0,0,0
1250,1426,0,0,0
1251,1427,0,0,0
1252,1428,0,0,0
1254,1430,1,0,0
1255,1431,2,0.5,0
1256,1433,0,0,0
1257,1434,0,0,0
1258,1435,0,0,0
1260,1437,0,0,0
1261,1438,0,0,0
1262,1439,0,0,0
1263,1440,2,5,0
1264,1441,0,0,0
1265,1442,2,0,0
1266,1444,2,0,0
1267,1445,2,0,0
1268,1447,2,0,0
1269,1451,0,0,0
1270,1452,0,0,0
1271,1453,0,0,0
1272,1454,0,100,0
1273,1455,2,0,0
1274,1456,0,100,0
1276,1458,0,0,0
1277,1459,0,0,0
1278,1460,0,0,0
1280,1462,0,0,0
1282,1464,0,0,0
1283,1465,0,0,0
1284,1466,2,0,0
1285,1497,0,0,0
1286,1498,0,0,0
1287,1499,0,0,0
1288,1500,0,0,0
1289,1502,2,0,0
1290,1505,0,0,0
1291,1506,0,0,0
1292,1508,0,0,0
1293,1509,0,0,0
1294,1510,0,0,0
1295,1511,0,0,0
1296,1512,2,0,0
1297,1513,2,0,0
1298,1516,2,0,0
1302,1523,2,0,0
1303,1524,2,0,0
1304,1525,0,0,0
1305,1526,2,0,0
1306,1527,2,0,0
1307,1529,2,0,0
1308,1533,0,100,0
1309,1534,0,100,0
