ID,CharTitleID,Money,ArtifactXPDifficulty,ArtifactXPMultiplier,ArtifactXPCategoryID,TreasurePickerID
1,0,2000000,0,0,0,0
2,0,0,0,0,1,0
3,0,0,0,0,0,292
4,0,0,0,0,0,0
17,0,0,0,1,0,0
18,464,0,0,1,0,0
19,0,0,0,1,0,0
20,465,0,0,1,0,0
21,466,0,0,1,0,0
22,0,20000000,0,1,0,0
26,0,0,0,1,0,0
27,0,0,0,1,0,0
33,0,0,0,1,0,0
34,0,0,0,1,0,1530
35,0,0,0,1,0,1528
36,0,0,0,1,0,1529
37,0,0,0,1,0,0
38,0,0,0,1,0,0
40,0,0,0,1,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,1,0,0
47,0,0,0,1,0,0
48,0,0,0,1,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,1,0,1117
53,0,0,0,1,0,1117
54,0,0,0,1,0,1117
55,0,0,0,1,0,166
56,0,0,0,1,0,0
57,0,0,0,1,0,1117
58,0,0,0,1,0,0
59,0,0,0,1,0,0
60,0,0,0,1,0,0
61,0,0,0,1,0,159
62,0,0,0,1,0,0
63,0,0,0,1,0,0
64,0,0,0,1,0,0
65,0,0,0,1,0,0
66,0,0,0,1,0,0
67,0,0,0,1,0,0
68,0,0,0,1,0,0
69,0,0,0,1,0,0
70,0,0,0,1,0,0
71,0,0,0,1,0,0
72,0,0,0,1,0,0
73,0,0,0,1,0,0
74,0,0,0,1,0,0
75,0,0,0,1,0,0
76,0,0,0,1,0,2
78,0,0,0,1,0,160
79,0,0,0,1,0,0
80,0,0,0,1,0,0
81,0,0,0,1,0,0
82,0,0,0,1,0,0
83,0,0,0,1,0,0
84,0,0,0,1,0,0
85,0,0,0,1,0,0
86,0,0,0,1,0,0
87,0,0,0,1,0,0
88,0,0,0,1,0,159
89,0,0,0,1,0,116
90,0,0,0,1,0,299
91,0,0,0,1,0,299
92,0,0,0,1,0,1117
93,0,0,0,1,0,0
94,0,0,0,1,0,117
95,0,0,0,1,0,118
96,0,0,0,1,0,119
97,0,0,0,1,0,120
98,0,0,0,1,0,121
99,0,0,0,1,0,122
100,0,0,0,1,0,123
101,0,0,0,1,0,124
102,0,0,0,1,0,125
103,0,0,0,1,0,126
104,0,0,0,1,0,173
105,0,0,0,1,0,168
106,0,0,0,1,0,169
107,0,0,0,1,0,172
108,0,0,0,1,0,171
109,0,0,0,1,0,170
110,0,0,0,1,0,127
111,0,0,0,1,0,0
112,0,0,0,1,0,324
113,0,0,0,1,0,161
114,0,0,0,1,0,162
115,0,0,0,1,0,163
116,0,0,0,1,0,164
117,0,0,0,1,0,165
118,0,0,0,1,0,0
120,0,0,0,1,0,0
121,0,0,0,1,0,0
122,0,0,0,1,0,169
123,0,0,0,1,0,171
124,0,0,0,1,0,168
125,0,0,0,1,0,172
126,0,0,0,1,0,0
127,0,0,0,1,0,170
128,0,0,0,1,0,1117
129,0,0,0,1,0,174
130,0,0,0,1,0,1117
131,0,0,0,1,0,189
132,0,0,0,1,0,190
133,0,0,0,1,0,191
134,0,0,0,1,0,192
135,0,0,0,1,0,193
136,0,0,0,1,0,194
137,0,0,0,1,0,195
138,0,0,0,1,0,196
139,0,0,0,1,0,197
140,0,0,0,1,0,198
141,0,0,0,1,0,199
142,0,0,0,1,0,200
143,0,0,0,1,0,201
144,0,0,0,1,0,202
145,0,0,0,1,0,203
146,0,0,0,1,0,204
147,0,0,0,1,0,205
148,0,0,0,1,0,206
149,0,0,0,1,0,207
150,0,0,0,1,0,208
151,0,0,0,1,0,209
152,0,0,0,1,0,210
