MapOffset[0],MapOffset[1],ID,GarrBuildingID,GarrSiteLevelPlotInstID,UiTextureAtlasMemberID
-0.007,-0.02,93,26,267,3529
0,0,94,76,265,3530
0,0,95,60,265,3530
0,0,96,93,265,3530
0,0,97,91,265,3530
0,0,98,95,265,3530
0,0,99,96,265,3530
0,0,100,90,265,3530
0,0,101,51,265,3530
0,0,102,94,265,3530
0,0,105,76,3252,3922
0,0,106,76,3253,3530
0,0,107,76,270,3922
0,0,108,76,271,3530
0,0,109,76,272,3922
0,0,110,119,265,3530
0,0,111,119,270,3922
0,0,112,119,271,3530
0,0,113,119,272,3922
0,0,114,119,3252,3922
0,0,115,119,3253,3530
0,0,116,120,265,3922
0,0,117,120,270,3922
0,0,118,120,271,3530
0,0,119,120,272,3922
0,0,120,120,3252,3922
0,0,121,120,3253,3530
0,0,122,8,267,3913
0,0,123,8,268,3916
0,0,124,8,274,3913
0,0,125,8,3255,3913
0,0,126,9,267,3935
0,0,127,9,268,3936
0,0,128,9,274,3935
0,0,129,9,3255,3935
0,0,130,10,267,3965
0,0,131,10,268,3955
0,0,132,10,274,3965
0,0,133,10,3255,3965
-0.012,-0.016,134,24,269,3930
0.01,0,135,24,273,3921
0.01,0,136,24,3254,3921
-0.012,-0.016,137,25,269,3937
0.01,0.005,138,25,273,3938
0.01,0.005,139,25,3254,3938
0,0,140,133,269,3950
0,0,141,133,273,3964
0,0,142,133,3254,3964
-0.007,-0.02,143,26,274,3918
-0.007,-0.02,144,26,3255,3918
0,0,145,27,267,3939
0,0,146,27,274,3939
0,0,147,27,3255,3939
0,0,148,28,267,3954
0,0,149,28,274,3954
0,0,150,28,3255,3954
0,0,151,60,270,3922
0,0,152,60,271,3530
0,0,153,60,272,3530
0,0,154,60,3252,3922
0,0,155,60,3253,3530
0,0,156,117,265,3530
0,0,157,117,270,3922
0,0,158,117,271,3530
0,0,159,117,272,3922
0,0,160,117,3252,3922
0,0,161,117,3253,3530
0,0,162,118,265,3530
0,0,163,118,270,3922
0,0,164,118,271,3530
0,0,165,118,272,3530
0,0,166,118,3252,3922
0,0,167,118,3253,3530
0.012,0.02,168,26,268,3967
0.0025,0.015,169,27,268,3968
0,0,170,28,268,3969
0,0,171,93,270,3922
0,0,172,93,271,3530
0,0,173,93,272,3530
0,0,174,93,3252,3922
0,0,175,93,3253,3530
0,0,176,125,265,3530
0,0,177,125,270,3922
0,0,178,125,271,3530
0,0,179,125,272,3922
0,0,180,126,265,3530
0,0,181,126,270,3922
0,0,182,126,271,3530
0,0,183,126,272,3922
0,0,184,126,3252,3922
0,0,185,126,3253,3530
0,0,186,91,270,3922
0,0,187,91,271,3530
0,0,188,91,272,3922
0,0,189,91,3252,3922
0,0,190,91,3253,3530
0,0,191,123,265,3530
0,0,192,123,270,3922
0,0,193,123,271,3530
0,0,194,123,272,3922
0,0,195,123,3252,3922
0,0,196,123,3253,3530
0,0,197,124,265,3530
0,0,198,124,270,3922
0,0,199,124,271,3530
0,0,200,124,272,3922
0,0,201,124,3252,3922
0,0,202,124,3253,3530
0,0,203,64,3002,3929
0,0,205,134,3002,3929
0,0,207,135,3002,3929
0,0,209,29,1019,3924
0,0,210,29,3257,3924
0,0,211,136,1019,3924
0,0,212,136,3257,3924
0,0,213,137,1019,3924
0,0,214,137,3257,3924
0,0,215,34,269,3923
0,0,216,34,273,3931
0,0,217,34,3254,3931
0,0,218,35,269,3940
0,0,219,35,273,3941
0,0,220,35,3254,3941
0,0,221,36,269,3953
0,0,222,36,273,3958
0,0,223,36,3254,3958
0,0,224,95,270,3922
0,0,225,95,271,3530
0,0,226,95,272,3922
0,0,227,95,3252,3922
0,0,228,95,3253,3530
0,0,229,129,265,3530
0,0,230,129,270,3922
0,0,231,129,271,3530
0,0,232,129,272,3922
0,0,233,129,3252,3922
0,0,234,129,3253,3530
0,0,235,130,265,3530
0,0,236,130,270,3922
0,0,237,130,271,3530
0,0,238,130,272,3922
0,0,239,130,3252,3922
0,0,240,130,3253,3530
0,0,241,96,270,3922
0,0,242,96,271,3530
0,0,243,96,272,3922
0,0,244,96,3252,3922
0,0,245,96,3253,3530
0,0,246,131,265,3530
0,0,247,131,270,3922
0,0,248,131,271,3530
0,0,249,131,272,3922
0,0,250,131,3252,3922
0,0,251,131,3253,3530
0,0,252,132,265,3530
0,0,253,132,270,3922
0,0,254,132,271,3530
0,0,255,132,272,3922
0,0,256,132,3252,3922
0,0,257,132,3253,3530
0,0,258,90,270,3922
0,0,259,90,271,3530
0,0,260,90,272,3922
0,0,261,90,3252,3922
0,0,262,90,3253,3530
0,0,263,121,265,3530
0,0,264,121,270,3922
0,0,265,121,271,3530
0,0,266,121,272,3922
0,0,267,121,3252,3922
0,0,268,121,3253,3530
0,0,269,122,265,3530
0,0,270,122,270,3922
0,0,271,122,271,3530
0,0,272,122,272,3922
0,0,273,122,3252,3922
0,0,274,122,3253,3530
0,0,275,40,269,3920
0,0,276,40,273,3927
0,0,277,40,3254,3927
0,0,278,41,269,3942
0,0,279,41,273,3943
0,0,280,41,3254,3943
0,0,281,138,269,3951
0,0,282,138,273,3957
0,0,283,138,3254,3957
0,0,284,37,267,3914
0,0,285,37,268,3915
0,0,286,37,274,3914
0,0,287,37,3255,3914
0,0,288,38,267,3944
0,0,289,38,268,3945
0,0,290,38,274,3944
0,0,291,38,3255,3944
0,0,292,39,267,3956
0,0,293,39,268,3952
0,0,294,39,274,3956
0,0,295,39,3255,3956
0,0,302,52,265,3530
0,0,303,52,270,3922
0,0,304,52,271,3530
0,0,305,52,272,3922
0,0,306,52,3252,3922
0,0,307,52,3253,3530
0,0,308,140,265,3530
0,0,309,140,270,3922
0,0,310,140,271,3530
0,0,311,140,272,3922
0,0,312,140,3252,3922
0,0,313,140,3253,3530
0,0,314,141,265,3530
0,0,315,141,270,3922
0,0,316,141,271,3530
0,0,317,141,272,3922
0,0,318,141,3252,3922
0,0,319,141,3253,3530
0,0,320,159,269,3932
0,0,321,159,273,3926
0,0,322,159,3254,3926
0,0,323,160,269,3933
0,0,324,160,273,3934
0,0,325,160,3254,3934
0,0,326,161,269,3961
0,0,327,161,273,3966
0,0,328,161,3254,3966
0,0,329,65,267,3917
0,0,330,65,268,3919
0,0,331,65,274,3917
0,0,332,65,3255,3917
0,0,333,66,267,3946
0,0,334,66,268,3947
0,0,335,66,274,3946
0,0,336,66,3255,3946
0,0,337,67,267,3959
0,0,338,67,268,3963
0,0,339,67,274,3959
0,0,340,67,3255,3959
0,0,341,51,270,3922
0,0,342,51,271,3530
0,0,343,51,272,3922
0,0,344,51,3252,3922
0,0,345,51,3253,3530
0,0,346,142,265,3530
0,0,347,142,270,3922
0,0,348,142,271,3530
0,0,349,142,272,3922
0,0,350,142,3252,3922
0,0,351,142,3253,3530
0,0,352,143,265,3530
0,0,353,143,270,3922
0,0,354,143,271,3530
0,0,355,143,272,3922
0,0,356,143,3252,3922
0,0,357,143,3253,3530
0,0,358,94,270,3922
0,0,359,94,271,3530
0,0,360,94,272,3922
0,0,361,94,3252,3922
0,0,362,94,3253,3530
0,0,363,127,265,3530
0,0,364,127,270,3922
0,0,365,127,271,3530
0,0,366,127,272,3922
0,0,367,127,3252,3922
0,0,368,127,3253,3530
0,0,369,128,265,3530
0,0,370,128,270,3922
0,0,371,128,271,3530
0,0,372,128,272,3922
0,0,373,128,3252,3922
0,0,374,128,3253,3530
0,-0.005,375,111,269,3912
0.005,0,376,111,273,3928
0,0,377,111,3254,3928
-0.003,-0.005,378,144,269,3948
0.005,-0.009,379,144,273,3949
0.005,-0.009,380,144,3254,3949
-0.005,-0.005,381,145,269,3962
0.003,-0.005,382,145,273,3960
0,0,383,145,3254,3960
0,0,384,162,267,3970
0,0,385,162,268,3971
0,0,386,162,274,3970
0,0,387,162,3255,3970
0,0,388,163,267,3972
0,0,389,163,268,3973
0,0,390,163,274,3972
0,0,391,163,3255,3972
0,0,392,164,267,3974
0,0,393,164,268,3975
0,0,394,164,274,3974
0,0,395,164,3255,3974
0,0,396,76,2251,4158
0,0,397,119,2251,4158
0,0,398,76,2258,4158
0,0,399,76,2259,4157
0,0,400,76,2260,4159
0,0,401,76,3259,4158
0,0,402,76,3260,4157
0,0,403,119,2258,4158
0,0,404,119,2259,4157
0,0,405,119,2260,4159
0,0,406,119,3259,4158
0,0,407,119,3260,4157
0,0,408,120,2251,4158
0,0,409,120,2258,4158
0,0,410,120,2259,4157
0,0,411,120,2260,4159
0,0,412,120,3259,4158
0,0,413,120,3260,4157
0,0,414,9,2254,4169
0,0,415,9,2262,4169
0,0,416,9,2263,4168
0,0,417,9,3262,4169
0,0,418,10,2254,4189
0,0,419,10,2262,4189
0,0,420,10,2263,4188
0,0,421,10,3262,4189
0,0,422,8,2254,4143
0,0,423,8,2262,4143
0,0,424,8,2263,4142
0,0,425,8,3262,4143
0,0,426,24,2261,4145
0,0,427,24,2264,4144
0,0,428,24,3261,4145
0,0,429,25,2261,4171
0,0,430,25,2264,4170
0,0,431,25,3261,4171
0,0,432,133,2261,4191
0,0,433,133,2264,4190
0,0,434,133,3261,4191
-0.005,0.01,435,26,2254,4147
-0.005,0.01,436,26,2262,4147
-0.0015,-0.005,437,26,2263,4146
-0.005,0.01,438,26,3262,4147
0,0,439,27,2254,4173
0,0,440,27,2262,4173
0,0,441,27,2263,4172
0,0,442,27,3262,4173
0,0,443,28,2254,4193
-0.006,-0.0005,444,28,2262,4193
-0.002,-0.013,445,28,2263,4192
0,0,446,28,3262,4193
0,0,447,60,2251,4158
0,0,448,60,2258,4158
0,0,449,60,2259,4157
0,0,450,60,2260,4159
0,0,451,60,3259,4158
