ID,OrderIndex,RedirectContentTuningID,RedirectFlag,RedirectEnum,ParentContentTuningID
1,0,1744,1,0,44
2,0,1747,1,0,48
3,0,1753,1,0,1200
4,0,1752,1,0,50
5,0,1748,1,0,49
6,0,1751,1,0,51
7,0,1750,1,0,988
8,0,1743,1,0,45
9,0,1746,1,0,47
10,0,1745,1,0,46
12,0,1749,1,0,163
13,0,1883,1,0,244
14,0,1880,1,0,242
15,0,1877,1,0,240
16,0,1882,1,0,248
17,0,1878,1,0,250
18,0,1869,1,0,249
19,0,1873,1,0,247
20,0,1876,1,0,246
21,0,1868,1,0,245
22,0,1881,1,0,243
23,0,1879,1,0,241
24,0,1875,1,0,239
25,0,1874,1,0,238
26,0,1872,1,0,237
27,0,1871,1,0,236
28,0,1870,1,0,235
29,0,1821,1,0,196
30,0,1737,1,0,38
31,0,1783,1,0,19
32,0,1782,1,0,986
33,0,1781,1,0,775
34,0,1780,1,0,5
35,0,1779,1,0,959
36,0,1778,1,0,30
37,0,1777,1,0,34
38,0,1776,1,0,1203
39,0,1775,1,0,27
40,0,1774,1,0,2
41,0,1773,1,0,12
42,0,1772,1,0,17
43,0,1815,1,0,33
44,0,1814,1,0,15
45,0,1813,1,0,6
46,0,1812,1,0,25
47,0,1811,1,0,32
48,0,1810,1,0,75
49,0,1809,1,0,998
50,0,1808,1,0,21
51,0,1807,1,0,20
52,0,1806,1,0,24
53,0,1805,1,0,72
54,0,1804,1,0,28
55,0,1803,1,0,31
56,0,1802,1,0,14
57,0,1801,1,0,16
58,0,1800,1,0,7
59,0,1799,1,0,36
60,0,1798,1,0,29
61,0,1797,1,0,10
62,0,1796,1,0,18
63,0,1771,1,0,3
64,0,1795,1,0,71
65,0,1794,1,0,884
66,0,1793,1,0,9
67,0,1792,1,0,11
68,0,1791,1,0,22
69,0,1790,1,0,26
70,0,1789,1,0,73
71,0,1788,1,0,35
72,0,1787,1,0,23
73,0,1786,1,0,13
74,0,1785,1,0,70
75,0,1784,1,0,74
76,0,1925,1,0,218
77,0,1907,1,0,193
78,0,1924,1,0,217
79,0,1923,1,0,216
80,0,1922,1,0,997
81,0,1922,1,0,214
82,0,1921,1,0,282
83,0,1910,1,0,215
84,0,1901,1,0,213
85,0,1905,1,0,212
86,0,1904,1,0,211
87,0,1903,1,0,210
88,0,1918,1,0,208
89,0,1917,1,0,209
90,0,1906,1,0,207
91,0,1916,1,0,280
92,0,1915,1,0,206
93,0,1914,1,0,281
94,0,1909,1,0,204
95,0,1913,1,0,279
96,0,1912,1,0,278
97,0,1911,1,0,203
98,0,1902,1,0,202
99,0,1920,1,0,205
100,0,1919,1,0,201
101,0,1908,1,0,200
102,2,1738,1,0,39
103,0,1742,1,0,43
104,2,1741,1,0,42
105,3,1739,1,0,40
106,0,1736,1,0,37
107,0,1819,1,0,8
108,0,1817,1,0,77
109,0,1818,1,0,4
110,2,1740,1,0,41
111,0,1816,1,0,76
112,0,1898,1,0,221
113,0,1886,1,0,234
114,0,1895,1,0,233
115,0,1888,1,0,232
116,0,1896,1,0,231
117,0,1894,1,0,230
118,0,1893,1,0,229
119,0,1887,1,0,228
120,0,1900,1,0,227
121,0,1899,1,0,226
122,0,1897,1,0,225
123,0,1892,1,0,224
124,0,1891,1,0,223
125,2,1890,1,0,222
126,0,1885,1,0,220
127,0,1889,1,0,219
128,0,1828,1,0,53
129,0,1827,1,0,55
130,0,1826,1,0,56
131,0,1825,1,0,656
132,0,1824,1,0,52
133,0,1823,1,0,54
134,0,1844,1,0,260
135,0,1843,1,0,255
136,0,1842,1,0,252
137,0,1845,1,0,262
138,0,1846,1,0,261
139,0,1841,1,0,259
140,0,1838,1,0,258
141,0,1840,1,0,257
142,0,1837,1,0,256
143,0,1836,1,0,254
144,0,1839,1,0,253
145,0,1835,1,0,251
146,0,1829,1,0,268
147,0,1830,1,0,267
148,0,1831,1,0,266
149,0,1833,1,0,265
150,0,1834,1,0,264
151,0,1832,1,0,263
152,0,1762,1,0,169
153,0,1755,1,0,58
154,0,1761,1,0,173
155,0,1758,1,0,61
156,0,1760,1,0,975
157,0,1703,1,0,1215
158,0,1703,1,0,1212
159,0,1754,1,0,57
160,0,1763,1,0,1217
161,0,1757,1,0,60
162,0,1756,1,0,59
163,0,1759,1,0,62
164,0,1854,1,0,276
165,0,1853,1,0,275
166,0,1851,1,0,274
167,0,1848,1,0,273
168,0,1849,1,0,272
169,0,1852,1,0,271
170,0,1847,1,0,270
171,0,1850,1,0,269
172,0,1767,1,0,66
173,0,1768,1,0,67
174,2,1764,1,0,63
175,0,1769,1,0,68
176,0,1766,1,0,65
177,0,1765,1,0,64
178,0,2040,1,0,431
179,0,1705,1,0,332
180,0,1705,1,0,334
181,0,1705,1,0,333
182,0,1705,1,0,331
183,0,1867,1,0,1157
184,0,1866,1,0,1153
185,0,1865,1,0,1156
186,0,1699,1,0,1159
187,0,1864,1,0,1158
188,0,1699,1,0,480
189,0,1699,1,0,1155
190,0,1699,1,0,486
192,0,1699,1,0,1196
193,0,1863,1,0,1154
194,0,1699,1,0,1152
195,0,1699,1,0,446
245,3,1707,2,1,1324
246,3,1707,2,1,1323
247,3,1707,2,1,1322
248,3,1707,2,1,1318
249,3,1707,2,1,1319
250,3,1707,2,1,1320
251,3,1707,2,1,1321
252,3,1707,2,1,743
253,3,1707,2,1,1317
254,3,1707,2,1,1314
255,3,1707,2,1,1315
256,3,1707,2,1,1316
257,3,1707,2,1,1337
258,3,1707,2,1,1336
259,3,1707,2,1,1335
260,3,1707,2,1,1338
261,3,1707,2,1,1333
262,3,1707,2,1,1332
263,3,1707,2,1,1330
264,3,1707,2,1,1340
265,3,1707,2,1,1331
266,3,1707,2,1,1334
267,3,1707,2,1,1339
268,3,1707,2,1,1328
269,3,1707,2,1,1329
270,3,1707,2,1,1326
271,3,1707,2,1,1327
272,3,1707,2,1,745
273,3,1707,2,1,1325
274,3,1707,2,1,1238
275,3,1707,2,1,1240
276,3,1707,2,1,1239
277,3,1707,2,1,744
278,3,1707,2,1,1234
279,3,1707,2,1,1235
280,3,1707,2,1,1237
281,3,1707,2,1,1233
282,3,1707,2,1,1236
283,3,1707,2,1,1229
284,3,1707,2,1,1232
285,3,1707,2,1,1230
286,3,1707,2,1,1231
287,3,1707,2,1,746
288,3,1707,2,1,1429
289,3,1707,2,1,1428
290,3,1707,2,1,1427
291,3,1707,2,1,1426
292,3,1707,2,1,1425
293,3,1707,2,1,1424
294,0,1700,1,0,856
295,3,747,2,1,1709
296,3,747,2,1,1710
297,3,747,2,1,1711
298,3,747,2,1,1712
299,0,1703,1,0,657
301,0,1704,1,0,178
302,0,1704,1,0,1221
303,0,1700,1,0,1352
304,2,1820,1,0,870
305,2,2092,1,0,302
306,0,2093,1,0,358
307,0,2094,1,0,413
308,0,2095,1,0,415
309,0,2096,1,0,359
310,0,2097,1,0,432
311,0,1926,1,0,360
312,0,1926,1,0,1278
313,0,2092,1,0,301
317,0,1692,1,0,1418
318,0,1692,1,0,861
319,0,1693,1,0,311
320,0,1692,1,0,825
321,0,1692,1,0,653
322,0,1692,1,0,683
323,0,1700,1,0,676
324,2,1700,1,0,777
325,0,1694,1,0,309
326,0,1700,1,0,965
330,0,1745,1,0,124
331,0,1695,1,0,310
332,0,1700,1,0,826
333,2,1701,1,0,994
334,0,1701,1,0,677
335,2,1702,1,0,416
336,0,1696,1,0,308
337,0,1702,1,0,679
338,0,1696,1,0,377
339,0,1702,1,0,827
340,0,1702,1,0,875
341,0,1702,1,0,1410
342,0,1703,1,0,680
343,0,1703,1,0,859
344,0,1703,1,0,860
345,0,1703,1,0,172
346,0,1704,1,0,1385
347,0,1698,1,0,306
348,0,1704,1,0,681
349,0,1704,1,0,828
350,0,1704,1,0,857
351,0,1704,1,0,960
352,0,1704,1,0,1218
353,0,1704,1,0,1430
354,0,1705,1,0,650
355,0,1705,1,0,1301
356,0,1705,1,0,1300
357,0,1705,1,0,1294
358,0,1705,1,0,1299
359,0,1705,1,0,341
360,0,1705,1,0,357
361,0,1705,1,0,1298
362,0,1699,1,0,485
363,0,1705,1,0,340
364,0,1705,1,0,346
365,0,1705,1,0,410
366,0,1705,1,0,633
367,0,1705,1,0,773
368,0,1705,1,0,829
369,0,1705,1,0,1297
370,0,1705,1,0,356
371,0,1705,1,0,436
372,0,1705,1,0,1207
373,0,1822,1,0,885
374,0,1705,1,0,488
375,0,1705,1,0,339
376,0,1705,1,0,345
377,2,1705,1,0,348
378,0,1705,1,0,682
379,0,1705,1,0,642
380,0,1705,1,0,990
381,0,1705,1,0,1346
382,0,1701,1,0,1734
383,0,1700,1,0,1735
384,0,1697,1,0,307
385,3,1707,2,1,1931
387,3,1936,4,2,742
