Loc[0],Loc[1],Loc[2],ID,PathID,NodeIndex,ContinentID,Flags,Delay,ArrivalEventID,DepartureEventID
-8851.658,498.55176,111.25602,35,6,0,0,0,0,0,0
-8853.767,496.56976,111.51503,36,6,1,0,0,0,0,0
-8869.408,486.3725,116.43289,37,6,2,0,0,0,0,0
-8937.975,447.69574,122.10064,38,6,3,0,0,0,0,0
-9025.543,501.7202,122.10064,39,6,4,0,0,0,0,0
-9109.895,473.54666,148.98923,40,6,5,0,0,0,0,0
-9247.455,381.14395,152.14262,41,6,6,0,0,0,0,0
-9328.747,433.829,130.6152,42,6,7,0,0,0,0,0
-9380.047,432.53256,78.04019,43,6,8,0,0,0,0,0
-9451.38,386.52017,56.92871,44,6,9,0,0,0,0,0
-9524.628,368.0678,53.43007,45,6,10,0,0,0,0,0
-9601.133,407.54004,52.476254,46,6,11,0,0,0,0,0
-9686.165,469.8009,40.71203,47,6,12,0,0,0,0,0
-9734.622,552.1639,39.323143,48,6,13,0,0,0,0,0
-10628.539,1040.069,35.094147,68,7,0,0,0,0,0,0
-10627.924,1043.5532,35.319057,69,7,1,0,0,0,0,0
-10624.31,1055.371,37.653366,70,7,2,0,0,0,0,0
-10609.965,1097.7782,43.05283,71,7,3,0,0,0,0,0
-10504.487,1142.775,52.092537,72,7,4,0,0,0,0,0
-10424.17,1068.1085,58.97522,73,7,5,0,0,0,0,0
-10308.546,1046.8541,58.327713,74,7,6,0,0,0,0,0
-10210.656,931.04504,58.41953,75,7,7,0,0,0,0,0
-10184.708,811.82556,43.814114,76,7,8,0,0,0,0,0
-10197.823,634.4207,30.076761,77,7,9,0,0,0,0,0
-10174.336,554.7805,29.162828,78,7,10,0,0,0,0,0
-10100.252,513.25323,32.325184,79,7,11,0,0,0,0,0
-9946.887,506.59875,37.318863,80,7,12,0,0,0,0,0
-9881.448,524.3186,37.4745,81,7,13,0,0,0,0,0
-9814.705,523.4794,37.575493,82,7,14,0,0,0,0,0
-9756.677,540.9895,43.89014,83,7,15,0,0,0,0,0
-9709.989,517.1216,45.58359,84,7,16,0,0,0,0,0
-9690.506,464.96448,40.528168,85,7,17,0,0,0,0,0
-9599.503,406.55328,44.54248,86,7,18,0,0,0,0,0
-9534.183,366.77512,60.369167,87,7,19,0,0,0,0,0
-9466.773,373.82407,60.3195,88,7,20,0,0,0,0,0
-9380.502,433.03885,76.56032,89,7,21,0,0,0,0,0
-9279.56,422.02512,159.30554,90,7,22,0,0,0,0,0
-9127.248,269.23813,162.68332,91,7,23,0,0,0,0,0
-9039.433,381.5962,145.87776,92,7,24,0,0,0,0,0
-9433.93,-2238.7588,70.68005,119,8,0,0,0,0,0,0
-9436.162,-2240.1074,71.47904,120,8,1,0,0,0,0,0
-9445.476,-2244.0325,74.465904,121,8,2,0,0,0,0,0
-9471.324,-2250.8225,81.71274,122,8,3,0,0,0,0,0
-9507.948,-2244.839,97.67113,123,8,4,0,0,0,0,0
-9543.871,-2197.8706,101.94851,124,8,5,0,0,0,0,0
-9606.379,-2086.054,77.63744,125,8,6,0,0,0,0,0
-9555.001,-2000.3033,80.11665,126,8,7,0,0,0,0,0
-9632.947,-1875.7179,84.19599,127,8,8,0,0,0,0,0
-9625.083,-1769.7863,109.45543,128,8,9,0,0,0,0,0
-9693.008,-1586.1873,131.61775,129,8,10,0,0,0,0,0
-9805.718,-1424.0239,111.90916,130,8,11,0,0,0,0,0
-9674.998,-1306.9131,118.97186,131,8,12,0,0,0,0,0
-9575.312,-1177.973,128.8013,132,8,13,0,0,0,0,0
-9488.233,-943.34875,146.16075,133,8,14,0,0,0,0,0
-9449.529,-726.40356,154.39247,134,8,15,0,0,0,0,0
-9487.82,-427.29953,135.64604,135,8,16,0,0,0,0,0
-9493.372,-158.43642,146.07442,136,8,17,0,0,0,0,0
-9241.616,3.949002,173.42159,137,8,18,0,0,0,0,0
-9133.22,270.78738,161.11606,138,8,19,0,0,0,0,0
-8851.029,497.57205,111.34193,176,9,0,0,0,0,0,0
-8853.044,495.96378,111.34719,177,9,1,0,0,0,0,0
-8870.239,483.14355,115.77393,178,9,2,0,0,0,0,0
-8923.743,449.3642,129.38763,179,9,3,0,0,0,0,0
-9035.204,504.1122,138.08932,180,9,4,0,0,0,0,0
-9109.231,468.97565,144.20654,181,9,5,0,0,0,0,0
-9189.168,411.431,162.5806,182,9,6,0,0,0,0,0
-9210.607,311.57114,95.03504,183,9,7,0,0,0,0,0
-9258.301,242.521,79.05361,184,9,8,0,0,0,0,0
-9304.224,202.57893,76.13682,185,9,9,0,0,0,0,0
-9419.427,86.85379,67.636925,186,9,10,0,0,0,0,0
-9494.24,53.966145,64.30503,187,9,11,0,0,0,0,0
-9544.91,-53.520508,64.73038,188,9,12,0,0,0,0,0
-9550.932,-130.85742,62.677788,189,9,13,0,0,0,0,0
-4822.7974,-1157.9783,503.26974,439,12,0,0,0,0,0,0
-4823.3384,-1154.838,504.04434,440,12,1,0,0,0,0,0
-4825.568,-1144.8008,508.2092,441,12,2,0,0,0,0,0
-4830.251,-1124.831,518.076,442,12,3,0,0,0,0,0
-4839.869,-1077.7572,543.57776,443,12,4,0,0,0,0,0
-4867.4146,-1047.9674,551.0208,444,12,5,0,0,0,0,0
-4889.553,-1032.1511,548.7425,445,12,6,0,0,0,0,0
-4921.443,-1008.4293,544.9092,446,12,7,0,0,0,0,0
-4947.069,-972.1517,540.7988,447,12,8,0,0,0,0,0
-4957.7886,-914.51434,543.5195,448,12,9,0,0,0,0,0
-4964.658,-901.5131,543.6027,449,12,10,0,0,0,0,0
-4987.0293,-875.53235,527.6031,450,12,11,0,0,0,0,0
-5021.6123,-833.3802,507.31934,451,12,12,0,0,0,0,0
-5066.396,-799.9983,503.1275,452,12,13,0,0,0,0,0
-5110.955,-793.4541,504.3443,453,12,14,0,0,0,0,0
-5156.022,-778.87445,486.88907,454,12,15,0,0,0,0,0
-5203.813,-713.6035,480.81934,455,12,16,0,0,0,0,0
-5366.6626,-702.53766,457.85928,456,12,17,0,0,0,0,0
-5495.628,-662.2124,442.50488,457,12,18,0,0,0,0,0
-8847.491,496.96695,111.6614,503,13,0,0,0,0,0,0
-8849.624,495.30264,111.68469,504,13,1,0,0,0,0,0
-8867.209,483.62424,114.52417,505,13,2,0,0,0,0,0
-8935.342,454.30817,127.16439,506,13,3,0,0,0,0,0
-9034.739,493.259,143.3994,507,13,4,0,0,0,0,0
-9109.719,470.77106,157.3524,508,13,5,0,0,0,0,0
-9213.093,427.23416,162.40488,509,13,6,0,0,0,0,0
-9273.826,275.93945,151.66821,510,13,7,0,0,0,0,0
-9287.292,34.381077,153.09155,511,13,8,0,0,0,0,0
-9231.043,-249.80524,153.25815,512,13,9,0,0,0,0,0
-9115.018,-320.21475,144.74251,513,13,10,0,0,0,0,0
-8984.971,-310.88553,150.06857,514,13,11,0,0,0,0,0
-8761.8125,-406.55655,154.29099,515,13,12,0,0,0,0,0
-8644.484,-484.1542,156.79776,516,13,13,0,0,0,0,0
-8543.974,-488.51996,156.0378,517,13,14,0,0,0,0,0
-8434.869,-407.22656,156.21828,518,13,15,0,0,0,0,0
-8332.496,-383.0612,156.97214,519,13,16,0,0,0,0,0
-8272.149,-396.3521,184.27788,520,13,17,0,0,0,0,0
-8236.644,-435.64172,216.90742,521,13,18,0,0,0,0,0
-8182.3506,-514.2529,222.15454,522,13,19,0,0,0,0,0
-4822.815,-1157.9858,503.24197,650,16,0,0,0,0,0,0
-4823.522,-1155.2617,503.8221,651,16,1,0,0,0,0,0
-4825.891,-1144.9376,508.17535,652,16,2,0,0,0,0,0
-4830.331,-1124.6943,517.993,653,16,3,0,0,0,0,0
-4839.8423,-1077.6422,543.5213,654,16,4,0,0,0,0,0
-4867.195,-1047.9917,550.9657,655,16,5,0,0,0,0,0
-4889.3467,-1032.1046,548.74286,656,16,6,0,0,0,0,0
-4921.5483,-1008.381,544.85376,657,16,7,0,0,0,0,0
-4947.0454,-972.202,540.65985,658,16,8,0,0,0,0,0
-4951.9404,-919.93774,543.6027,659,16,9,0,0,0,0,0
-4973.186,-894.0537,543.6031,660,16,10,0,0,0,0,0
-4990.442,-871.018,529.6311,661,16,11,0,0,0,0,0
-5020.96,-834.3433,505.486,662,16,12,0,0,0,0,0
-5064.681,-798.7744,507.1271,663,16,13,0,0,0,0,0
-5123.648,-795.64636,511.12662,664,16,14,0,0,0,0,0
-5200.6597,-812.11005,530.87823,665,16,15,0,0,0,0,0
-5220.083,-1011.7913,514.19806,666,16,16,0,0,0,0,0
-5481.033,-1210.7975,506.6614,667,16,17,0,0,0,0,0
-5561.824,-1500.1724,436.52454,668,16,18,0,0,0,0,0
-5527.746,-1692.4512,407.0692,669,16,19,0,0,0,0,0
-5506.481,-1765.903,405.5379,670,16,20,0,0,0,0,0
-5521.4707,-1917.2137,409.1334,671,16,21,0,0,0,0,0
-5569.6587,-1999.0638,416.37253,672,16,22,0,0,0,0,0
-5557.54,-2089.7356,416.96176,673,16,23,0,0,0,0,0
-5426.4165,-2932.7637,349.24887,741,15,0,0,0,0,0,0
-5429.1094,-2933.1338,350.36264,742,15,1,0,0,0,0,0
-5469.8076,-2926.4282,361.17007,743,15,2,0,0,0,0,0
-5512.3193,-2850.484,374.77676,744,15,3,0,0,0,0,0
-5460.9297,-2741.3013,412.1746,745,15,4,0,0,0,0,0
-5500.6763,-2647.1213,469.4012,746,15,5,0,0,0,0,0
-5505.026,-2569.8489,486.55875,747,15,6,0,0,0,0,0
-5514.47,-2437.6838,432.47958,748,15,7,0,0,0,0,0
-5543.636,-2295.733,501.95612,749,15,8,0,0,0,0,0
-5506.146,-2210.2012,492.09082,750,15,9,0,0,0,0,0
-5532.4204,-2134.419,433.3124,751,15,10,0,0,0,0,0
-5587.4263,-2064.8103,404.37262,752,15,11,0,0,0,0,0
-5601.026,-1978.137,404.37262,753,15,12,0,0,0,0,0
-5610.9517,-1856.2037,413.07187,754,15,13,0,0,0,0,0
-5641.103,-1791.6755,407.13092,755,15,14,0,0,0,0,0
-5656.5576,-1747.236,417.27896,756,15,15,0,0,0,0,0
-5657.34,-1648.2611,439.14346,757,15,16,0,0,0,0,0
-5686.9116,-1582.4384,403.20425,758,15,17,0,0,0,0,0
-5667.798,-1473.7606,417.9568,759,15,18,0,0,0,0,0
-5650.855,-1341.4429,423.27167,760,15,19,0,0,0,0,0
-5549.4434,-1189.8826,467.9176,761,15,20,0,0,0,0,0
-5434.7915,-1016.1569,519.639,762,15,21,0,0,0,0,0
-5305.9023,-835.1288,576.16785,763,15,22,0,0,0,0,0
-5173.3555,-787.10754,552.9456,764,15,23,0,0,0,0,0
-5077.311,-791.4764,523.3054,765,15,24,0,0,0,0,0
-5020.423,-836.1544,504.89908,766,15,25,0,0,0,0,0
-4987.5645,-875.93097,527.12714,767,15,26,0,0,0,0,0
-4964.4688,-901.5542,543.1275,768,15,27,0,0,0,0,0
-4947.638,-916.2394,543.1275,769,15,28,0,0,0,0,0
-4886.243,-937.8644,539.4725,770,15,29,0,0,0,0,0
-4870.3726,-964.6971,544.9182,771,15,30,0,0,0,0,0
-4858.5015,-994.7637,548.1402,772,15,31,0,0,0,0,0
-4845.472,-1024.7831,550.2517,773,15,32,0,0,0,0,0
-4822.143,-1054.1665,546.05597,774,15,33,0,0,0,0,0
-4783.124,-1065.934,534.1678,775,15,34,0,0,0,0,0
-4746.2373,-1095.9528,525.2791,776,15,35,0,0,0,0,0
-4754.16,-1138.4637,523.8076,777,15,36,0,0,0,0,0
-4798.1367,-1150.0157,512.90894,778,15,37,0,0,0,0,0
-4822.399,-1156.9137,503.43643,779,15,38,0,0,0,0,0
-3791.0552,-782.97833,10.078571,838,17,0,0,0,0,0,0
-3790.1406,-786.8888,12.159239,839,17,1,0,0,0,0,0
-3788.2395,-798.34467,15.899821,840,17,2,0,0,0,0,0
-3787.3564,-830.6131,24.08298,841,17,3,0,0,0,0,0
-3793.0803,-874.8974,33.291702,842,17,4,0,0,0,0,0
-3854.6445,-909.2836,33.291702,843,17,5,0,0,0,0,0
-3956.2822,-908.7645,41.292587,844,17,6,0,0,0,0,0
-4050.8762,-921.6597,117.60815,845,17,7,0,0,0,0,0
-4116.521,-942.0431,175.7076,846,17,8,0,0,0,0,0
-4259.8345,-973.3931,305.76965,847,17,9,0,0,0,0,0
-4411.2095,-961.51746,499.6416,848,17,10,0,0,0,0,0
-4566.7056,-900.1178,663.5545,849,17,11,0,0,0,0,0
-4660.2183,-934.176,778.86017,850,17,12,0,0,0,0,0
-4732.1626,-915.4746,832.1878,851,17,13,0,0,0,0,0
-4827.935,-838.6477,812.7039,852,17,14,0,0,0,0,0
-4893.295,-765.93805,752.8173,853,17,15,0,0,0,0,0
-5002.809,-631.13983,614.5291,854,17,16,0,0,0,0,0
-5060.4204,-706.8826,548.6841,855,17,17,0,0,0,0,0
-5046.457,-786.47284,511.11758,856,17,18,0,0,0,0,0
-5019.803,-834.07367,506.17346,857,17,19,0,0,0,0,0
-4986.8853,-874.9424,527.1275,858,17,20,0,0,0,0,0
-4965.8115,-901.8858,543.1275,859,17,21,0,0,0,0,0
-4946.493,-917.4972,543.1275,860,17,22,0,0,0,0,0
-4893.0884,-926.3926,538.798,861,17,23,0,0,0,0,0
-4870.4434,-967.2335,544.7233,862,17,24,0,0,0,0,0
-4856.78,-998.80383,548.141,863,17,25,0,0,0,0,0
-4845.7524,-1024.8098,550.6396,864,17,26,0,0,0,0,0
-4822.853,-1157.9026,502.9642,895,18,0,0,0,0,0,0
-4823.427,-1155.1882,503.7666,896,18,1,0,0,0,0,0
-4825.7383,-1144.5908,508.66666,897,18,2,0,0,0,0,0
-4833.93,-1111.7047,524.29865,898,18,3,0,0,0,0,0
-4839.69,-1077.6906,543.494,899,18,4,0,0,0,0,0
-4867.227,-1048.0227,550.9658,900,18,5,0,0,0,0,0
-4889.342,-1032.1215,548.7734,901,18,6,0,0,0,0,0
-4921.5767,-1008.3365,544.85474,902,18,7,0,0,0,0,0
-4947.055,-972.28754,540.79865,903,18,8,0,0,0,0,0
-4957.8306,-914.54156,543.6027,904,18,9,0,0,0,0,0
-4965.453,-902.14246,543.6027,905,18,10,0,0,0,0,0
-4986.9854,-875.7244,527.6027,906,18,11,0,0,0,0,0
-5021.375,-832.98486,507.31934,907,18,12,0,0,0,0,0
-5059.0234,-804.5257,507.1275,908,18,13,0,0,0,0,0
-5123.122,-793.1149,507.88858,909,18,14,0,0,0,0,0
-5193.4595,-822.6494,495.75726,910,18,15,0,0,0,0,0
-5233.354,-1022.9671,528.41864,911,18,16,0,0,0,0,0
-5253.5957,-1268.068,572.7508,912,18,17,0,0,0,0,0
-5233.309,-1600.3658,541.36847,913,18,18,0,0,0,0,0
-5110.94,-1708.5079,532.55914,914,18,19,0,0,0,0,0
1570.1079,269.74344,-41.9638,1046,20,0,0,0,0,0,0
1562.9841,249.12706,-38.788105,1047,20,1,0,0,0,0,0
1578.6936,219.09239,-31.565865,1048,20,2,0,0,0,0,0
1607.9238,219.57481,-28.732552,1049,20,3,0,0,0,0,0
1631.9294,239.06158,-29.73257,1050,20,4,0,0,0,0,0
1663.2556,239.22401,-33.760338,1051,20,5,0,0,0,0,0
1733.5914,243.14871,-40.093662,1052,20,6,0,0,0,0,0
1751.1083,264.22385,-42.121433,1053,20,7,0,0,0,0,0
1744.2164,293.52505,-44.371445,1054,20,8,0,0,0,0,0
1719.7465,327.51096,-42.121418,1055,20,9,0,0,0,0,0
1685.9275,365.20395,-26.176975,1056,20,10,0,0,0,0,0
1683.5505,386.5129,1.878581,1057,20,11,0,0,0,0,0
1702.8138,420.57373,5.878581,1058,20,12,0,0,0,0,0
1726.5599,474.243,1.878581,1059,20,13,0,0,0,0,0
1710.8029,513.14044,-2.121426,1060,20,14,0,0,0,0,0
1683.168,546.09796,-2.121426,1061,20,15,0,0,0,0,0
1681.4993,590.8705,1.878574,1062,20,16,0,0,0,0,0
1687.6432,623.93243,17.87858,1063,20,17,0,0,0,0,0
1658.9009,645.47144,33.878582,1064,20,18,0,0,0,0,0
1616.7742,645.34705,49.878582,1065,20,19,0,0,0,0,0
471.6811,1533.8789,133.936,1066,21,0,0,0,0,0,0
460.4716,1527.9088,134.97691,1067,21,1,0,0,0,0,0
406.5963,1497.4159,143.31958,1068,21,2,0,0,0,0,0
364.83,1462.3385,132.74557,1069,21,3,0,0,0,0,0
302.97028,1432.0712,134.87715,1070,21,4,0,0,0,0,0
