ID,NPCCraftingOrderCustomerID,LabelID
8,23,3792
52,11,3728
53,11,3729
54,11,3773
55,11,3730
56,11,3731
57,11,3774
58,11,3775
59,11,3732
60,11,3733
61,11,3734
62,11,3776
63,11,3777
64,11,3735
65,12,3735
66,12,3739
67,13,3752
68,14,3732
69,15,3728
70,16,3735
71,16,3728
72,16,3773
73,17,3737
74,17,3747
75,17,3746
76,17,3744
77,17,3743
78,17,3745
79,18,3739
80,18,3740
81,18,3741
82,18,3742
83,18,3744
84,18,3746
85,18,3747
86,18,3748
87,18,3749
88,18,3752
89,19,3731
90,20,3743
91,21,3733
92,21,3747
93,22,3731
94,22,3728
99,25,3728
100,25,3749
101,25,3748
102,25,3746
104,27,3794
107,29,3744
108,29,3745
109,30,3731
110,31,3743
111,31,3738
112,31,3737
113,22,3733
114,32,3745
115,32,3750
116,33,3745
117,33,3751
121,34,3728
122,34,3729
123,34,3730
124,34,3731
125,34,3732
126,34,3733
127,34,3734
128,34,3735
129,35,3728
130,35,3732
131,35,3733
132,36,3729
133,36,3731
134,36,3734
135,37,3728
136,37,3732
137,37,3731
138,37,3734
139,38,3729
140,38,3733
141,38,3734
142,38,3735
143,39,3728
144,39,3729
145,39,3731
146,39,3732
147,39,3733
148,40,3728
149,40,3732
150,40,3733
151,41,3728
152,41,3729
153,41,3730
154,41,3731
155,41,3732
156,41,3733
157,41,3734
158,41,3735
159,43,3728
160,43,3731
161,43,3734
162,44,3728
163,44,3732
164,44,3733
165,45,3728
166,45,3730
167,45,3733
168,46,3729
169,46,3734
170,46,3735
171,47,3728
172,47,3729
173,47,3730
174,47,3731
175,47,3732
176,47,3733
177,47,3734
178,47,3735
179,48,3730
180,49,3729
181,49,3731
182,50,3734
183,51,3734
184,52,3728
185,52,3729
186,52,3731
187,52,3735
188,52,3734
189,53,3729
190,53,3734
191,53,3735
192,54,3732
193,54,5879
194,55,5879
195,56,3752
196,56,3729
197,59,3745
198,59,3744
199,60,3743
200,60,5879
201,61,5879
202,61,3743
203,62,3729
204,62,3731
205,62,3735
206,62,3734
207,63,3732
208,64,3732
209,64,3728
210,65,3728
211,42,3728
212,42,3732
213,42,3735
214,42,3734
215,66,3728
216,67,3732
217,67,3728
218,68,3732
219,69,3729
220,69,3731
221,69,3735
222,69,3734
223,70,5879
224,70,3743
225,71,3743
226,71,5879
227,72,3745
228,72,3744
229,75,3752
230,75,3729
231,76,5879
232,77,3732
233,77,5879
234,78,3729
235,78,3734
236,78,3735
237,79,3728
238,79,3729
239,79,3731
240,79,3735
241,79,3734
242,80,3734
243,81,3734
244,82,3729
245,82,3731
246,83,3730
247,84,3728
248,84,3729
249,84,3730
250,84,3731
251,84,3732
252,84,3733
253,84,3734
254,84,3735
255,85,3729
256,85,3734
257,85,3735
258,86,3728
259,86,3730
260,86,3733
261,87,3728
262,87,3732
263,87,3733
264,88,3728
265,88,3731
266,88,3734
267,89,3728
268,89,3732
269,89,3735
270,89,3734
271,90,3728
272,90,3729
273,90,3730
274,90,3731
275,90,3732
276,90,3733
277,90,3734
278,90,3735
279,91,3728
280,91,3732
281,91,3733
282,92,3728
283,92,3729
284,92,3731
285,92,3732
286,92,3733
287,93,3729
288,93,3733
289,93,3734
290,93,3735
291,94,3728
292,94,3732
293,94,3731
294,94,3734
295,95,3729
296,95,3731
297,95,3734
298,96,3732
299,96,3733
300,96,3728
301,97,3728
302,97,3729
303,97,3730
304,97,3731
305,97,3732
306,97,3733
307,97,3734
308,97,3735
309,66,3728
310,67,3732
311,67,3728
312,68,3732
313,69,3729
314,69,3731
315,69,3735
316,69,3734
317,70,5879
318,70,3743
319,71,3743
320,71,5879
321,72,3745
322,72,3744
323,75,3752
324,75,3729
325,76,5879
326,77,3732
327,77,5879
328,78,3729
329,78,3734
330,78,3735
331,79,3728
332,79,3729
333,79,3731
334,79,3735
335,79,3734
336,80,3734
337,81,3734
338,82,3729
339,82,3731
340,83,3730
341,84,3728
342,84,3729
343,84,3730
344,84,3731
345,84,3732
346,84,3733
347,84,3734
348,84,3735
349,85,3729
350,85,3734
351,85,3735
352,86,3728
353,86,3730
354,86,3733
355,87,3728
356,87,3732
357,87,3733
358,88,3728
359,88,3731
360,88,3734
361,89,3728
362,89,3732
363,89,3735
364,89,3734
365,90,3728
366,90,3729
367,90,3730
368,90,3731
369,90,3732
370,90,3733
371,90,3734
372,90,3735
373,91,3728
374,91,3732
375,91,3733
376,92,3728
377,92,3729
378,92,3731
379,92,3732
380,92,3733
381,93,3729
382,93,3733
383,93,3734
384,93,3735
385,94,3728
386,94,3732
387,94,3731
388,94,3734
389,95,3729
390,95,3731
391,95,3734
392,96,3732
393,96,3733
394,96,3728
395,97,3728
396,97,3729
397,97,3730
398,97,3731
399,97,3732
400,97,3733
401,97,3734
402,97,3735
